D. Economía
Renta
3.1. Indicadores de renta disponible
3.1.1. Indicadores de Renta media según Distrito y Barrio
;;;Renta neta media por persona;Renta neta media por hogar;Renta bruta media por persona;Renta bruta media por hogar
2020;13. Puente de Vallecas;134. Palomeras Sureste;11.530;30.576;13.466;30.576
2020;13. Puente de Vallecas;135. Portazgo;10.123;26.455;11.545;26.455
2020;13. Puente de Vallecas;136. Numancia;10.566;27.445;12.254;27.445
2020;14. Moratalaz;14. Moratalaz;15.294;37.890;18.620;46.129
2020;14. Moratalaz;141. Pavones;13.960;36.588;16.743;36.588
2020;14. Moratalaz;142. Horcajo;17.103;50.079;21.736;50.079
2020;14. Moratalaz;143. Marroquina;17.738;43.627;22.031;43.627
2020;14. Moratalaz;144. Media Legua;15.706;38.581;19.197;38.581
2020;14. Moratalaz;145. Fontarrón;12.452;30.964;14.650;30.964
2020;14. Moratalaz;146. Vinateros;14.123;32.631;16.762;32.631
2020;15. Ciudad Lineal;15. Ciudad Lineal;16.436;40.532;20.559;50.699
2020;15. Ciudad Lineal;151. Ventas;13.089;31.459;15.586;31.459
2020;15. Ciudad Lineal;152. Pueblo Nuevo;12.987;33.347;15.496;33.347
2020;15. Ciudad Lineal;153. Quintana;14.357;33.878;17.345;33.878
2020;15. Ciudad Lineal;154. La Concepción;16.816;38.284;20.903;38.284
2020;15. Ciudad Lineal;155. San Pascual;19.076;45.043;24.281;45.043
2020;15. Ciudad Lineal;156. San Juan Bautista;24.621;62.814;32.852;62.814
2020;15. Ciudad Lineal;157. Colina;22.739;55.545;30.239;55.545
2020;15. Ciudad Lineal;158. Atalaya;28.605;73.984;39.209;73.984
2020;15. Ciudad Lineal;159. Costillares;25.900;70.744;34.823;70.744
2020;16. Hortaleza;16. Hortaleza;19.890;52.880;26.085;69.350
2020;16. Hortaleza;161. Palomas;29.357;83.585;41.107;83.585
2020;16. Hortaleza;162. Piovera;29.758;84.144;42.105;84.144
2020;16. Hortaleza;163. Canillas;17.487;43.386;21.830;43.386
2020;16. Hortaleza;164. Pinar del Rey;15.283;37.134;18.731;37.134
2020;16. Hortaleza;165. Apóstol Santiago;15.685;40.593;19.448;40.593
2020;16. Hortaleza;166. Valdefuentes;21.249;60.020;28.486;60.020
2020;17. Villaverde;17. Villaverde;10.591;29.640;12.374;34.628
2020;17. Villaverde;"171. Villaverde Alto, Casco Histórico de Villaverde";10.056;27.982;11.626;27.982
2020;17. Villaverde;172. San Cristóbal;6.916;22.420;7.676;22.420
2020;17. Villaverde;173. Butarque;11.666;33.041;14.006;33.041
2020;17. Villaverde;174. Los Rosales;11.064;31.257;13.017;31.257
2020;17. Villaverde;175. Ángeles;11.982;30.967;14.031;30.967
2020;18. Villa de Vallecas;18. Villa de Vallecas;13.099;34.190;15.779;41.186
2020;18. Villa de Vallecas;181. Casco Histórico de Vallecas;10.236;27.347;11.817;27.347
2020;18. Villa de Vallecas;182. Santa Eugenia;14.894;39.910;18.073;39.910
2020;18. Villa de Vallecas;183. Ensanche de Vallecas;14.540;36.615;17.856;36.615
2020;19. Vicálvaro;19. Vicálvaro;13.123;35.589;15.875;43.054
2020;19. Vicálvaro;191. Casco Histórico de Vicálvaro;10.586;27.728;12.237;27.728
2020;19. Vicálvaro;192. Valdebernardo;15.054;42.874;18.617;42.874
2020;19. Vicálvaro;193. Valderrivas;15.515;44.111;19.359;44.111
2020;19. Vicálvaro;194. El Cañaveral;15.673;38.306;19.426;38.306
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;14.537;38.163;17.919;47.039
2020;20. San Blas-Canillejas;201. Simancas;14.010;35.387;17.203;35.387
2020;20. San Blas-Canillejas;202. Hellín;10.711;26.895;12.274;26.895
2020;20. San Blas-Canillejas;203. Amposta;9.354;24.293;10.600;24.293
2020;20. San Blas-Canillejas;204. Arcos;12.206;32.809;14.536;32.809
2020;20. San Blas-Canillejas;205. Rosas;17.154;48.294;21.602;48.294
2020;20. San Blas-Canillejas;206. Rejas;16.454;41.604;20.803;41.604
2020;20. San Blas-Canillejas;207. Canillejas;13.124;34.134;15.691;34.134
2020;20. San Blas-Canillejas;208. El Salvador;22.115;57.359;29.326;57.359
2020;21. Barajas;21. Barajas;19.138;50.985;24.570;65.454
2020;21. Barajas;211. Alameda de Osuna;21.309;56.912;27.490;56.912
2020;21. Barajas;212. Aeropuerto;10.556;28.185;12.691;28.185
2020;21. Barajas;213. Casco Histórico de Barajas;13.245;31.563;15.733;31.563
2020;21. Barajas;214. Timón;16.789;45.104;21.109;45.104
2020;21. Barajas;215. Corralejos;25.412;72.562;34.497;72.562
2021;Ciudad de Madrid;Ciudad de Madrid;17.586;43.953;22.587;56.453
2021;01. Centro;01. Centro;19.199;38.360;24.911;49.775
2021;01. Centro;011. Palacio;20.536;40.736;26.698;40.736
2021;01. Centro;012. Embajadores;15.808;32.197;19.737;32.197
2021;01. Centro;013. Cortes;20.795;40.839;27.558;40.839
2021;01. Centro;014. Justicia;24.522;49.635;33.636;49.635
2021;01. Centro;015. Universidad;19.918;38.807;25.783;38.807
2021;01. Centro;016. Sol;17.636;36.397;22.563;36.397
2021;02. Arganzuela;02. Arganzuela;20.103;46.699;25.687;59.671
2021;02. Arganzuela;021. Imperial;20.720;48.179;26.527;48.179
2021;02. Arganzuela;022. Acacias;21.644;50.277;27.750;50.277
2021;02. Arganzuela;023. Chopera;16.466;37.382;20.325;37.382
2021;02. Arganzuela;024. Legazpi;22.633;57.417;29.753;57.417
2021;02. Arganzuela;025. Delicias;19.671;46.619;25.173;46.619
2021;02. Arganzuela;026. Palos de la Frontera;18.709;40.244;23.544;40.244
2021;02. Arganzuela;027. Atocha;19.316;50.198;25.315;50.198
2021;03. Retiro;03. Retiro;23.925;57.448;31.523;75.689
2021;03. Retiro;031. Pacífico;21.092;47.134;26.902;47.134
2021;03. Retiro;032. Adelfas;21.853;51.741;28.197;51.741
2021;03. Retiro;033. Estrella;24.309;63.491;31.708;63.491
2021;03. Retiro;034. Ibiza;23.577;54.042;31.373;54.042
2021;03. Retiro;035. Los Jerónimos;27.523;72.350;38.431;72.350
2021;03. Retiro;036. Niño Jesús;27.824;73.134;37.948;73.134
2021;04. Salamanca;04. Salamanca;25.956;60.217;35.734;82.900
2021;04. Salamanca;041. Recoletos;30.785;78.903;45.049;78.903
2021;04. Salamanca;042. Goya;25.252;57.305;34.259;57.305
2021;04. Salamanca;043. Fuente del Berro;21.011;47.272;27.274;47.272
2021;04. Salamanca;044. Guindalera;22.566;52.541;29.465;52.541
2021;04. Salamanca;045. Lista;24.732;56.552;33.507;56.552
2021;04. Salamanca;046. Castellana;29.751;75.774;42.317;75.774
2021;05. Chamartín;05. Chamartín;28.233;69.670;39.346;97.093
2021;05. Chamartín;051. El Viso;31.011;81.674;44.616;81.674
2021;05. Chamartín;052. Prosperidad;21.918;49.375;28.350;49.375
2021;05. Chamartín;053. Ciudad Jardín;21.728;49.757;28.559;49.757
2021;05. Chamartín;054. Hispanoamérica;28.240;71.377;39.391;71.377
2021;05. Chamartín;055. Nueva España;29.895;78.502;42.338;78.502
2021;05. Chamartín;056. Castilla;25.457;63.105;34.140;63.105
2021;06. Tetuán;06. Tetuán;17.026;39.991;21.495;50.487
2021;06. Tetuán;061. Bellas Vistas;14.750;35.704;18.126;35.704
2021;06. Tetuán;062. Cuatro Caminos;21.843;49.739;28.623;49.739
2021;06. Tetuán;063. Castillejos;23.306;51.025;31.075;51.025
2021;06. Tetuán;064. Almenara;14.333;34.321;17.456;34.321
2021;06. Tetuán;065. Valdeacederas;13.401;32.346;16.234;32.346
2021;06. Tetuán;066. Berruguete;14.019;33.634;17.088;33.634
2021;07. Chamberí;07. Chamberí;25.275;56.281;34.660;77.178
2021;07. Chamberí;071. Gaztambide;22.991;50.321;30.578;50.321
2021;07. Chamberí;072. Arapiles;22.755;48.940;29.997;48.940
2021;07. Chamberí;073. Trafalgar;22.940;48.381;30.663;48.381
2021;07. Chamberí;074. Almagro;28.846;72.049;41.212;72.049
2021;07. Chamberí;075. Ríos Rosas;25.379;57.005;34.679;57.005
2021;07. Chamberí;076. Vallehermoso;26.217;62.604;36.716;62.604
2021;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;20.671;55.125;27.058;72.159
2021;08. Fuencarral-El Pardo;081. El Pardo;16.836;40.043;20.859;40.043
2021;08. Fuencarral-El Pardo;082. Fuentelarreina;30.970;88.661;44.632;88.661
2021;08. Fuencarral-El Pardo;083. Peñagrande;19.886;50.615;25.674;50.615
2021;08. Fuencarral-El Pardo;084. Pilar;16.036;37.388;19.531;37.388
2021;08. Fuencarral-El Pardo;085. La Paz;23.810;61.636;30.760;61.636
2021;08. Fuencarral-El Pardo;086. Valverde;17.952;49.656;23.248;49.656
2021;08. Fuencarral-El Pardo;087. Mirasierra;25.602;74.358;35.341;74.358
2021;08. Fuencarral-El Pardo;088. El Goloso;23.667;71.833;32.349;71.833
2021;09. Moncloa-Aravaca;09. Moncloa-Aravaca;24.659;63.205;33.833;86.718
2021;09. Moncloa-Aravaca;091. Casa de Campo;21.044;47.201;27.371;47.201
2021;09. Moncloa-Aravaca;092. Argüelles;25.034;57.497;34.035;57.497
2021;09. Moncloa-Aravaca;093. Ciudad Universitaria;26.883;67.406;36.648;67.406
2021;09. Moncloa-Aravaca;094. Valdezarza;16.556;39.580;20.497;39.580
2021;09. Moncloa-Aravaca;095. Valdemarín;32.039;88.776;46.570;88.776
2021;09. Moncloa-Aravaca;096. El Plantío;32.039;88.739;46.570;88.739
2021;09. Moncloa-Aravaca;097. Aravaca;25.993;70.625;36.459;70.625
2021;10. Latina;10. Latina;13.719;33.790;16.424;40.451
2021;10. Latina;101. Los Cármenes;12.905;33.791;15.576;33.791
2021;10. Latina;102. Puerta del Ángel;13.472;31.706;16.195;31.706
2021;10. Latina;103. Lucero;13.520;34.108;16.270;34.108
2021;10. Latina;104. Aluche;14.046;34.342;16.742;34.342
2021;10. Latina;105. Campamento;13.782;35.470;16.486;35.470
2021;10. Latina;106. Cuatro Vientos;15.873;40.531;19.810;40.531
2021;10. Latina;107. Águilas;13.760;33.517;16.334;33.517
2021;11. Carabanchel;11. Carabanchel;12.275;32.050;14.611;38.149
2021;11. Carabanchel;111. Comillas;13.696;31.743;16.437;31.743
2021;11. Carabanchel;112. Opañel;12.917;32.303;15.412;32.303
2021;11. Carabanchel;113. San Isidro;11.974;30.379;14.198;30.379
2021;11. Carabanchel;114. Vista Alegre;11.792;31.051;13.868;31.051
2021;11. Carabanchel;115. Puerta Bonita;10.857;29.720;12.724;29.720
2021;11. Carabanchel;116. Buenavista;13.405;36.237;16.278;36.237
2021;11. Carabanchel;117. Abrantes;11.560;31.902;13.676;31.902
2021;12. Usera;12. Usera;10.797;30.023;12.678;35.253
2021;12. Usera;121. Orcasitas;11.796;31.996;13.978;31.996
2021;12. Usera;122. Orcasur;10.152;29.869;11.882;29.869
2021;12. Usera;123. San Fermín;10.635;29.916;12.467;29.916
2021;12. Usera;124. Almendrales;11.271;31.320;13.426;31.320
2021;12. Usera;125. Moscardó;11.344;30.072;13.338;30.072
2021;12. Usera;126. Zofío;10.511;29.232;12.195;29.232
2021;12. Usera;127. Pradolongo;9.046;26.274;10.363;26.274
2021;13. Puente de Vallecas;13. Puente de Vallecas;10.941;28.681;12.739;33.395
2021;13. Puente de Vallecas;131. Entrevías;9.850;26.666;11.223;26.666
2021;13. Puente de Vallecas;132. San Diego;9.377;24.784;10.770;24.784
2021;13. Puente de Vallecas;133. Palomeras Bajas;12.605;33.063;15.048;33.063
2021;13. Puente de Vallecas;134. Palomeras Sureste;12.068;31.677;14.196;31.677
2021;13. Puente de Vallecas;135. Portazgo;10.605;27.357;12.149;27.357
2021;13. Puente de Vallecas;136. Numancia;11.047;28.277;12.869;28.277
2021;14. Moratalaz;14. Moratalaz;15.667;38.421;19.118;46.884
2021;14. Moratalaz;141. Pavones;14.731;37.740;17.788;37.740
2021;14. Moratalaz;142. Horcajo;17.503;50.917;22.318;50.917
2021;14. Moratalaz;143. Marroquina;18.141;44.122;22.563;44.122
2021;14. Moratalaz;144. Media Legua;15.977;38.813;19.532;38.813
2021;14. Moratalaz;145. Fontarrón;12.738;31.478;15.032;31.478
2021;14. Moratalaz;146. Vinateros;14.435;33.067;17.198;33.067
2021;15. Ciudad Lineal;15. Ciudad Lineal;16.890;41.311;21.295;52.085
2021;15. Ciudad Lineal;151. Ventas;13.544;32.323;16.189;32.323
2021;15. Ciudad Lineal;152. Pueblo Nuevo;13.331;33.969;15.987;33.969
2021;15. Ciudad Lineal;153. Quintana;14.856;34.709;18.031;34.709
2021;15. Ciudad Lineal;154. La Concepción;17.126;38.727;21.437;38.727
2021;15. Ciudad Lineal;155. San Pascual;20.004;46.590;25.538;46.590
2021;15. Ciudad Lineal;156. San Juan Bautista;25.105;62.792;34.024;62.792
2021;15. Ciudad Lineal;157. Colina;23.941;57.785;32.775;57.785
2021;15. Ciudad Lineal;158. Atalaya;27.857;72.146;39.324;72.146
2021;15. Ciudad Lineal;159. Costillares;26.389;71.152;35.898;71.152
2021;16. Hortaleza;16. Hortaleza;20.500;54.316;27.311;72.362
2021;16. Hortaleza;161. Palomas;29.872;83.383;42.415;83.383
2021;16. Hortaleza;162. Piovera;29.106;80.964;43.538;80.964
2021;16. Hortaleza;163. Canillas;18.182;44.792;22.918;44.792
2021;16. Hortaleza;164. Pinar del Rey;15.641;37.698;19.201;37.698
2021;16. Hortaleza;165. Apóstol Santiago;16.302;41.991;20.344;41.991
2021;16. Hortaleza;166. Valdefuentes;22.021;62.211;29.592;62.211
2021;17. Villaverde;17. Villaverde;11.059;30.673;12.970;35.973
2021;17. Villaverde;"171. Villaverde Alto, Casco Histórico de Villaverde";10.442;28.833;12.124;28.833
2021;17. Villaverde;172. San Cristóbal;7.270;23.300;8.103;23.300
2021;17. Villaverde;173. Butarque;12.252;34.632;14.735;34.632
2021;17. Villaverde;174. Los Rosales;11.597;32.463;13.677;32.463
2021;17. Villaverde;175. Ángeles;12.435;31.793;14.650;31.793
2021;18. Villa de Vallecas;18. Villa de Vallecas;13.605;35.278;16.498;42.779
2021;18. Villa de Vallecas;181. Casco Histórico de Vallecas;10.766;28.376;12.481;28.376
2021;18. Villa de Vallecas;182. Santa Eugenia;15.319;40.757;18.667;40.757
2021;18. Villa de Vallecas;183. Ensanche de Vallecas;15.026;37.835;18.610;37.835
2021;19. Vicálvaro;19. Vicálvaro;13.849;37.141;16.918;45.373
2021;19. Vicálvaro;191. Casco Histórico de Vicálvaro;11.013;28.562;12.832;28.562
2021;19. Vicálvaro;192. Valdebernardo;15.682;44.447;19.512;44.447
2021;19. Vicálvaro;193. Valderrivas;16.034;45.408;20.155;45.408
2021;19. Vicálvaro;194. El Cañaveral;16.818;41.638;21.110;41.638
2021;20. San Blas-Canillejas;20. San Blas-Canillejas;15.115;39.321;18.767;48.822
2021;20. San Blas-Canillejas;201. Simancas;14.551;36.476;18.024;36.476
2021;20. San Blas-Canillejas;202. Hellín;11.100;27.743;12.800;27.743
2021;20. San Blas-Canillejas;203. Amposta;9.830;25.198;11.214;25.198
2021;20. San Blas-Canillejas;204. Arcos;12.958;34.740;15.588;34.740
2021;20. San Blas-Canillejas;205. Rosas;17.829;49.482;22.544;49.482
2021;20. San Blas-Canillejas;206. Rejas;17.046;42.958;21.714;42.958
2021;20. San Blas-Canillejas;207. Canillejas;13.664;35.185;16.408;35.185
2021;20. San Blas-Canillejas;208. El Salvador;22.670;58.294;30.549;58.294
2021;21. Barajas;21. Barajas;19.482;51.400;25.207;66.506
2021;21. Barajas;211. Alameda de Osuna;21.613;57.242;28.262;57.242
2021;21. Barajas;212. Aeropuerto;10.980;29.739;12.943;29.739
2021;21. Barajas;213. Casco Histórico de Barajas;13.780;32.189;16.446;32.189
2021;21. Barajas;214. Timón;16.941;45.222;21.262;45.222
2021;21. Barajas;215. Corralejos;25.479;72.839;34.872;72.839
2022;Ciudad de Madrid;Ciudad de Madrid;18.632;46.651;23.984;60.049
2022;01. Centro;01. Centro;20.587;41.059;27.030;53.908
2022;01. Centro;011. Palacio;22.102;43.938;29.026;43.938
2022;01. Centro;012. Embajadores;17.036;34.439;21.416;34.439
2022;01. Centro;013. Cortes;22.120;43.506;30.192;43.506
2022;01. Centro;014. Justicia;26.307;52.836;36.514;52.836
2022;01. Centro;015. Universidad;21.299;41.420;27.949;41.420
2022;01. Centro;016. Sol;18.939;39.077;24.487;39.077
2022;02. Arganzuela;02. Arganzuela;21.383;49.236;27.431;63.160
2022;02. Arganzuela;021. Imperial;22.200;50.984;28.449;50.984
2022;02. Arganzuela;022. Acacias;23.075;52.933;29.554;52.933
2022;02. Arganzuela;023. Chopera;17.535;39.805;21.689;39.805
2022;02. Arganzuela;024. Legazpi;23.859;59.617;31.973;59.617
2022;02. Arganzuela;025. Delicias;21.071;49.473;27.047;49.473
2022;02. Arganzuela;026. Palos de la Frontera;19.754;42.256;24.963;42.256
2022;02. Arganzuela;027. Atocha;20.120;52.252;26.067;52.252
2022;03. Retiro;03. Retiro;25.407;60.762;33.396;79.868
2022;03. Retiro;031. Pacífico;22.224;49.420;28.525;49.420
2022;03. Retiro;032. Adelfas;23.176;54.546;29.963;54.546
2022;03. Retiro;033. Estrella;25.812;66.904;33.788;66.904
2022;03. Retiro;034. Ibiza;25.160;58.131;33.191;58.131
2022;03. Retiro;035. Los Jerónimos;29.762;78.649;41.525;78.649
2022;03. Retiro;036. Niño Jesús;29.659;77.820;40.731;77.820
2022;04. Salamanca;04. Salamanca;28.140;64.925;38.751;89.407
2022;04. Salamanca;041. Recoletos;34.145;90.258;49.804;90.258
2022;04. Salamanca;042. Goya;26.716;60.585;36.154;60.585
2022;04. Salamanca;043. Fuente del Berro;22.214;49.910;29.190;49.910
2022;04. Salamanca;044. Guindalera;24.134;55.799;31.651;55.799
2022;04. Salamanca;045. Lista;26.720;60.964;36.667;60.964
2022;04. Salamanca;046. Castellana;32.452;82.800;46.400;82.800
2022;05. Chamartín;05. Chamartín;30.506;74.842;42.678;104.706
2022;05. Chamartín;051. El Viso;33.498;90.193;49.397;90.193
2022;05. Chamartín;052. Prosperidad;23.256;51.859;30.276;51.859
2022;05. Chamartín;053. Ciudad Jardín;23.300;53.042;30.518;53.042
2022;05. Chamartín;054. Hispanoamérica;30.023;75.682;42.025;75.682
2022;05. Chamartín;055. Nueva España;32.318;85.933;46.355;85.933
2022;05. Chamartín;056. Castilla;27.111;67.489;36.403;67.489
2022;06. Tetuán;06. Tetuán;18.062;42.465;22.890;53.816
2022;06. Tetuán;061. Bellas Vistas;15.615;37.831;19.338;37.831
2022;06. Tetuán;062. Cuatro Caminos;23.206;52.962;30.224;52.962
2022;06. Tetuán;063. Castillejos;24.708;54.455;33.232;54.455
2022;06. Tetuán;064. Almenara;15.208;36.313;18.606;36.313
2022;06. Tetuán;065. Valdeacederas;14.317;34.514;17.430;34.514
2022;06. Tetuán;066. Berruguete;14.699;35.529;18.009;35.529
2022;07. Chamberí;07. Chamberí;27.076;60.032;36.934;81.889
2022;07. Chamberí;071. Gaztambide;24.308;53.100;31.839;53.100
2022;07. Chamberí;072. Arapiles;24.260;52.012;32.035;52.012
2022;07. Chamberí;073. Trafalgar;24.709;51.698;32.907;51.698
2022;07. Chamberí;074. Almagro;30.898;78.234;44.543;78.234
2022;07. Chamberí;075. Ríos Rosas;27.391;61.141;37.470;61.141
2022;07. Chamberí;076. Vallehermoso;28.440;67.456;38.517;67.456
2022;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;21.947;58.214;28.798;76.386
2022;08. Fuencarral-El Pardo;081. El Pardo;17.121;40.565;20.879;40.565
2022;08. Fuencarral-El Pardo;082. Fuentelarreina;33.653;96.509;49.238;96.509
2022;08. Fuencarral-El Pardo;083. Peñagrande;21.274;54.043;27.436;54.043
2022;08. Fuencarral-El Pardo;084. Pilar;16.926;39.383;20.694;39.383
2022;08. Fuencarral-El Pardo;085. La Paz;25.130;64.759;32.430;64.759
2022;08. Fuencarral-El Pardo;086. Valverde;18.992;52.222;24.618;52.222
2022;08. Fuencarral-El Pardo;087. Mirasierra;27.403;79.855;37.920;79.855
2022;08. Fuencarral-El Pardo;088. El Goloso;25.480;76.202;34.849;76.202
2022;09. Moncloa-Aravaca;09. Moncloa-Aravaca;26.694;68.238;36.592;93.541
2022;09. Moncloa-Aravaca;091. Casa de Campo;22.364;49.865;28.505;49.865
2022;09. Moncloa-Aravaca;092. Argüelles;26.973;61.799;36.522;61.799
2022;09. Moncloa-Aravaca;093. Ciudad Universitaria;28.638;71.512;39.578;71.512
2022;09. Moncloa-Aravaca;094. Valdezarza;17.368;41.792;21.563;41.792
2022;09. Moncloa-Aravaca;095. Valdemarín;34.765;98.178;51.091;98.178
2022;09. Moncloa-Aravaca;096. El Plantío;34.765;98.205;51.091;98.205
2022;09. Moncloa-Aravaca;097. Aravaca;28.196;77.155;39.660;77.155
2022;10. Latina;10. Latina;14.375;35.669;17.267;42.843
2022;10. Latina;101. Los Cármenes;13.409;35.316;16.159;35.316
2022;10. Latina;102. Puerta del Ángel;14.438;34.380;17.513;34.380
2022;10. Latina;103. Lucero;14.083;35.912;16.968;35.912
2022;10. Latina;104. Aluche;14.561;35.829;17.386;35.829
2022;10. Latina;105. Campamento;14.103;36.950;16.906;36.950
2022;10. Latina;106. Cuatro Vientos;16.523;41.289;20.766;41.289
2022;10. Latina;107. Águilas;14.474;35.324;17.229;35.324
2022;11. Carabanchel;11. Carabanchel;12.764;33.786;15.239;40.339
2022;11. Carabanchel;111. Comillas;14.448;33.931;17.423;33.931
2022;11. Carabanchel;112. Opañel;13.507;34.030;16.165;34.030
2022;11. Carabanchel;113. San Isidro;12.528;32.206;14.966;32.206
2022;11. Carabanchel;114. Vista Alegre;12.211;32.697;14.373;32.697
2022;11. Carabanchel;115. Puerta Bonita;11.119;31.194;13.032;31.194
2022;11. Carabanchel;116. Buenavista;13.939;37.765;16.966;37.765
2022;11. Carabanchel;117. Abrantes;11.953;33.620;14.190;33.620
2022;12. Usera;12. Usera;11.430;31.996;13.481;37.737
2022;12. Usera;121. Orcasitas;12.638;34.151;14.987;34.151
2022;12. Usera;122. Orcasur;10.792;31.816;12.663;31.816
2022;12. Usera;123. San Fermín;11.302;31.795;13.274;31.795
2022;12. Usera;124. Almendrales;12.033;33.822;14.388;33.822
2022;12. Usera;125. Moscardó;11.892;31.837;14.200;31.837
2022;12. Usera;126. Zofío;11.010;31.037;12.787;31.037
2022;12. Usera;127. Pradolongo;9.489;27.994;10.881;27.994
2022;13. Puente de Vallecas;13. Puente de Vallecas;11.452;30.339;13.354;35.380
2022;13. Puente de Vallecas;131. Entrevías;10.225;28.218;11.686;28.218
2022;13. Puente de Vallecas;132. San Diego;9.769;26.395;11.250;26.395
2022;13. Puente de Vallecas;133. Palomeras Bajas;13.270;34.669;15.781;34.669
2022;13. Puente de Vallecas;134. Palomeras Sureste;12.654;33.183;14.904;33.183
2022;13. Puente de Vallecas;135. Portazgo;11.169;29.095;12.846;29.095
2022;13. Puente de Vallecas;136. Numancia;11.478;29.852;13.409;29.852
2022;14. Moratalaz;14. Moratalaz;16.437;40.324;20.091;49.289
2022;14. Moratalaz;141. Pavones;15.476;39.517;18.736;39.517
2022;14. Moratalaz;142. Horcajo;18.165;51.642;23.169;51.642
2022;14. Moratalaz;143. Marroquina;19.035;45.829;23.690;45.829
2022;14. Moratalaz;144. Media Legua;16.896;40.948;20.664;40.948
2022;14. Moratalaz;145. Fontarrón;13.385;33.443;15.848;33.443
2022;14. Moratalaz;146. Vinateros;14.899;34.711;17.789;34.711
2022;15. Ciudad Lineal;15. Ciudad Lineal;17.808;43.738;22.440;55.112
2022;15. Ciudad Lineal;151. Ventas;14.440;34.790;17.336;34.790
2022;15. Ciudad Lineal;152. Pueblo Nuevo;13.996;35.841;16.792;35.841
2022;15. Ciudad Lineal;153. Quintana;15.406;36.698;18.761;36.698
2022;15. Ciudad Lineal;154. La Concepción;17.968;40.628;22.547;40.628
2022;15. Ciudad Lineal;155. San Pascual;21.045;49.184;26.850;49.184
2022;15. Ciudad Lineal;156. San Juan Bautista;26.934;66.684;36.518;66.684
2022;15. Ciudad Lineal;157. Colina;26.589;63.554;35.629;63.554
2022;15. Ciudad Lineal;158. Atalaya;30.030;77.929;41.497;77.929
2022;15. Ciudad Lineal;159. Costillares;27.877;74.746;37.824;74.746
2022;16. Hortaleza;16. Hortaleza;21.766;57.506;29.047;76.741
2022;16. Hortaleza;161. Palomas;32.620;91.071;46.578;91.071
2022;16. Hortaleza;162. Piovera;32.720;92.188;47.558;92.188
2022;16. Hortaleza;163. Canillas;19.059;46.691;24.000;46.691
2022;16. Hortaleza;164. Pinar del Rey;15.917;38.396;19.948;38.396
2022;16. Hortaleza;165. Apóstol Santiago;17.164;44.216;21.479;44.216
2022;16. Hortaleza;166. Valdefuentes;23.444;65.774;31.867;65.774
2022;17. Villaverde;17. Villaverde;11.563;32.527;13.604;38.269
2022;17. Villaverde;"171. Villaverde Alto, Casco Histórico de Villaverde";10.904;30.737;12.702;30.737
2022;17. Villaverde;172. San Cristóbal;7.700;25.584;8.623;25.584
2022;17. Villaverde;173. Butarque;12.901;36.553;15.554;36.553
2022;17. Villaverde;174. Los Rosales;12.095;34.030;14.296;34.030
2022;17. Villaverde;175. Ángeles;12.965;33.632;15.343;33.632
2022;18. Villa de Vallecas;18. Villa de Vallecas;14.274;36.998;17.346;44.960
2022;18. Villa de Vallecas;181. Casco Histórico de Vallecas;11.290;30.031;13.136;30.031
2022;18. Villa de Vallecas;182. Santa Eugenia;16.090;42.325;19.576;42.325
2022;18. Villa de Vallecas;183. Ensanche de Vallecas;15.742;39.594;19.548;39.594
2022;19. Vicálvaro;19. Vicálvaro;14.832;39.505;18.214;48.513
2022;19. Vicálvaro;191. Casco Histórico de Vicálvaro;11.597;30.224;13.529;30.224
2022;19. Vicálvaro;192. Valdebernardo;16.397;45.316;20.458;45.316
2022;19. Vicálvaro;193. Valderrivas;16.960;47.528;21.390;47.528
2022;19. Vicálvaro;194. El Cañaveral;18.492;46.641;23.416;46.641
2022;20. San Blas-Canillejas;20. San Blas-Canillejas;15.902;41.474;19.768;51.558
2022;20. San Blas-Canillejas;201. Simancas;14.931;37.467;18.440;37.467
2022;20. San Blas-Canillejas;202. Hellín;11.453;29.616;13.261;29.616
2022;20. San Blas-Canillejas;203. Amposta;10.374;27.219;11.856;27.219
2022;20. San Blas-Canillejas;204. Arcos;13.771;37.133;16.717;37.133
2022;20. San Blas-Canillejas;205. Rosas;18.732;51.167;23.736;51.167
2022;20. San Blas-Canillejas;206. Rejas;17.843;44.815;22.982;44.815
2022;20. San Blas-Canillejas;207. Canillejas;14.371;37.262;17.318;37.262
2022;20. San Blas-Canillejas;208. El Salvador;24.590;62.547;32.419;62.547
2022;21. Barajas;21. Barajas;20.788;54.343;27.125;70.909
2022;21. Barajas;211. Alameda de Osuna;22.882;60.255;29.995;60.255
2022;21. Barajas;212. Aeropuerto;11.509;30.541;13.553;30.541
2022;21. Barajas;213. Casco Histórico de Barajas;15.211;35.398;18.296;35.398
2022;21. Barajas;214. Timón;18.114;47.816;22.973;47.816
2022;21. Barajas;215. Corralejos;27.228;76.731;38.078;76.731
2023;Ciudad de Madrid;Ciudad de Madrid;19.632;49.916;25.397;64.574
2023;01. Centro;01. Centro;22.073;44.958;29.008;59.084
2023;01. Centro;011. Palacio;23.770;48.025;31.158;48.025
2023;01. Centro;012. Embajadores;18.177;37.741;22.873;37.741
2023;01. Centro;013. Cortes;24.671;49.485;33.130;49.485
2023;01. Centro;014. Justicia;28.051;57.745;39.412;57.745
2023;01. Centro;015. Universidad;22.689;45.078;29.736;45.078
