anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,barrio_oficial,seccion_num,codigo_seccion
2017,4,Salamanca,4,Guindalera,044,44,90,04090
2017,4,Salamanca,4,Guindalera,044,44,91,04091
2017,4,Salamanca,4,Guindalera,044,44,92,04092
2017,4,Salamanca,4,Guindalera,044,44,93,04093
2017,4,Salamanca,4,Guindalera,044,44,94,04094
2017,4,Salamanca,5,Lista,045,45,95,04095
2017,4,Salamanca,5,Lista,045,45,96,04096
2017,4,Salamanca,5,Lista,045,45,97,04097
2017,4,Salamanca,5,Lista,045,45,98,04098
2017,4,Salamanca,5,Lista,045,45,99,04099
2017,4,Salamanca,5,Lista,045,45,100,04100
2017,4,Salamanca,5,Lista,045,45,101,04101
2017,4,Salamanca,5,Lista,045,45,102,04102
2017,4,Salamanca,5,Lista,045,45,103,04103
2017,4,Salamanca,5,Lista,045,45,104,04104
2017,4,Salamanca,5,Lista,045,45,105,04105
2017,4,Salamanca,5,Lista,045,45,106,04106
2017,4,Salamanca,5,Lista,045,45,107,04107
2017,4,Salamanca,5,Lista,045,45,108,04108
2017,4,Salamanca,5,Lista,045,45,109,04109
2017,4,Salamanca,5,Lista,045,45,110,04110
2017,4,Salamanca,5,Lista,045,45,111,04111
2017,4,Salamanca,5,Lista,045,45,112,04112
2017,4,Salamanca,5,Lista,045,45,113,04113
2017,4,Salamanca,6,Castellana,046,46,114,04114
2017,4,Salamanca,6,Castellana,046,46,115,04115
2017,4,Salamanca,6,Castellana,046,46,116,04116
2017,4,Salamanca,6,Castellana,046,46,117,04117
2017,4,Salamanca,6,Castellana,046,46,118,04118
2017,4,Salamanca,6,Castellana,046,46,119,04119
2017,4,Salamanca,6,Castellana,046,46,120,04120
2017,4,Salamanca,6,Castellana,046,46,121,04121
2017,4,Salamanca,6,Castellana,046,46,123,04123
2017,4,Salamanca,6,Castellana,046,46,124,04124
2017,4,Salamanca,6,Castellana,046,46,126,04126
2017,4,Salamanca,6,Castellana,046,46,127,04127
2017,4,Salamanca,6,Castellana,046,46,128,04128
2017,4,Salamanca,6,Castellana,046,46,129,04129
2017,4,Salamanca,6,Castellana,046,46,130,04130
2017,5,Chamartin,1,El Viso,051,51,1,05001
2017,5,Chamartin,1,El Viso,051,51,2,05002
2017,5,Chamartin,1,El Viso,051,51,3,05003
2017,5,Chamartin,1,El Viso,051,51,4,05004
2017,5,Chamartin,1,El Viso,051,51,5,05005
2017,5,Chamartin,1,El Viso,051,51,6,05006
2017,5,Chamartin,1,El Viso,051,51,7,05007
2017,5,Chamartin,1,El Viso,051,51,8,05008
2017,5,Chamartin,1,El Viso,051,51,9,05009
2017,5,Chamartin,1,El Viso,051,51,10,05010
2017,5,Chamartin,1,El Viso,051,51,11,05011
2017,5,Chamartin,1,El Viso,051,51,12,05012
2017,5,Chamartin,1,El Viso,051,51,13,05013
2017,5,Chamartin,2,Prosperidad,052,52,14,05014
2017,5,Chamartin,2,Prosperidad,052,52,15,05015
2017,5,Chamartin,2,Prosperidad,052,52,16,05016
2017,5,Chamartin,2,Prosperidad,052,52,17,05017
2017,5,Chamartin,2,Prosperidad,052,52,18,05018
2017,5,Chamartin,2,Prosperidad,052,52,19,05019
2017,5,Chamartin,2,Prosperidad,052,52,20,05020
2017,5,Chamartin,2,Prosperidad,052,52,21,05021
2017,5,Chamartin,2,Prosperidad,052,52,22,05022
2017,5,Chamartin,2,Prosperidad,052,52,23,05023
2017,5,Chamartin,2,Prosperidad,052,52,24,05024
2017,5,Chamartin,2,Prosperidad,052,52,25,05025
2017,5,Chamartin,2,Prosperidad,052,52,26,05026
2017,5,Chamartin,2,Prosperidad,052,52,27,05027
2017,5,Chamartin,2,Prosperidad,052,52,28,05028
2017,5,Chamartin,2,Prosperidad,052,52,29,05029
2017,5,Chamartin,2,Prosperidad,052,52,30,05030
2017,5,Chamartin,2,Prosperidad,052,52,31,05031
2017,5,Chamartin,2,Prosperidad,052,52,32,05032
2017,5,Chamartin,2,Prosperidad,052,52,33,05033
2017,5,Chamartin,2,Prosperidad,052,52,34,05034
2017,5,Chamartin,2,Prosperidad,052,52,35,05035
2017,5,Chamartin,2,Prosperidad,052,52,36,05036
2017,5,Chamartin,2,Prosperidad,052,52,37,05037
2017,5,Chamartin,2,Prosperidad,052,52,95,05095
2017,5,Chamartin,2,Prosperidad,052,52,99,05099
