anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,densidad,poblacion_total_panel,tamano_hogar,monop_mujer,monop_hombre,n_hogares,envejecimiento,sobreenvejecimiento,migrantes,pct_extranjeros_ue_ocde,nac_espanola_pct,nac_espanola,nac_extranjera_pct,nac_extranjera,nivel_estudios_superiores_pct,nivel_estudios_superiores
2017,5,Chamartin,2,Prosperidad,052,346.99,36089,2.301300854482857,218,54,15682,0.24400786943389952,0.33352259822848057,0.05974119537809305,0.03330654770151569,0.9069522569203913,32731,0.09304774307960874,3358,0.39978985187946986,11795
2017,5,Chamartin,3,Ciudad Jardín,053,240.31,18319,2.3473859559200263,164,26,7804,0.23172662263223975,0.37502944640753827,0.07265680441072112,0.03711993012719034,0.8902232654620885,16308,0.10977673453791145,2011,0.39729638391348426,5878
2017,5,Chamartin,4,Hispanoamérica,054,182.46,31247,2.5534853313720705,230,49,12237,0.24651966588792526,0.3925743216928469,0.03616347169328256,0.03110698627068198,0.9327295420360354,29145,0.06727045796396454,2102,0.5024666995559941,12222
2017,5,Chamartin,5,Nueva España,055,134.69,24110,2.683361157484685,143,51,8985,0.21157196184155955,0.35679278572828854,0.046080464537536295,0.04048112816258813,0.9134384072998756,22023,0.08656159270012442,2087,0.5618736504069543,10148
2017,5,Chamartin,6,Castilla,056,76.8,16598,2.5523604490235337,76,35,6503,0.22466562236414023,0.3971574148565299,0.045125918785395826,0.03452223159416797,0.9203518496204361,15276,0.0796481503795638,1322,0.482427620374671,6232
2017,6,Tetuan,1,Bellas Vistas,061,396.54,28359,2.439274040942707,178,39,11626,0.18650163969110334,0.37625259973529973,0.1772276878592334,0.03716633167601113,0.7856059804647555,22279,0.21439401953524453,6080,0.24673071790765946,5547
2017,6,Tetuan,2,Cuatro Caminos,062,286.39,33938,2.29202404268251,211,54,14807,0.23056750545111676,0.3800638977635783,0.102009546820673,0.0359479050032412,0.8620425481760858,29256,0.1379574518239142,4682,0.4037638084271887,11221
2017,6,Tetuan,3,Castillejos,063,283.56,19982,2.1929323968393333,118,31,9112,0.24246822139925933,0.3801857585139319,0.10179161245120609,0.040486437794014604,0.8577219497547793,17139,0.1422780502452207,2843,0.4082061756578157,6795
2017,6,Tetuan,4,Almenara,064,219.96,21982,2.4089863013698625,203,27,9125,0.2083522882358293,0.4735807860262009,0.09780729687926484,0.02629424074242563,0.8758984623783095,19254,0.12410153762169047,2728,0.20627338129496403,3584
2017,6,Tetuan,5,Valdeacederas,065,216.73,25214,2.4211638179373907,203,33,10414,0.15090822558895853,0.4031537450722733,0.156777980487031,0.041524549853256126,0.8016974696597129,20214,0.19830253034028714,5000,0.1962474645030426,3870
2017,6,Tetuan,6,Berruguete,066,400.52,24314,2.413539805439749,211,38,10074,0.17010775684790655,0.39893617021276595,0.1803487702558197,0.037632639631488024,0.7820185901126923,19014,0.21798140988730771,5300,0.21266659670479587,4053
2017,7,Chamberi,1,Gaztambide,071,442.39,22406,2.18765866041788,121,23,10242,0.25667231991430867,0.3987132672578682,0.05918057663125948,0.04400606980273141,0.8968133535660091,20094,0.10318664643399089,2312,0.4617730341973426,8480
2017,7,Chamberi,2,Arapiles,072,418.16,24179,2.185375994215474,184,36,11064,0.2419041316845196,0.37886818259531546,0.05881136523429422,0.046279829604201995,0.8949088051615038,21638,0.10509119483849622,2541,0.44024871094934787,8709
2017,7,Chamberi,3,Trafalgar,073,400.67,24516,2.117098445595861,195,36,11580,0.21071953010279004,0.3832752613240418,0.06155163974547235,0.058329254364496645,0.880119105890031,21577,0.119880894109969,2939,0.46295748248988855,9386
2017,7,Chamberi,4,Almagro,074,210.01,19698,2.465331664580733,132,34,7990,0.2382475378210986,0.3786490517792457,0.06645344705046198,0.05959995938673977,0.8739465935627982,17215,0.12605340643720175,2483,0.5035177790454459,7944
2017,7,Chamberi,5,Ríos Rosas,075,274.99,26823,2.255170674289542,210,36,11894,0.23420199082876636,0.38554600445717924,0.05864370130112217,0.044700443649107115,0.8966558550497707,24051,0.10334414495022928,2772,0.47468557054653554,10379
2017,7,Chamberi,6,Vallehermoso,076,184.98,19779,2.4150183150183224,92,24,8190,0.28130845846604985,0.3855140186915888,0.034582132564841495,0.02891956115071541,0.9364983062844431,18523,0.0635016937155569,1256,0.5054307116104869,8097
2017,8,Fuencarral-El Pardo,1,El Pardo,081,0.18,3394,2.6249033255993837,15,8,1293,0.2657631113730112,0.4656319290465632,0.01767825574543312,0.012080141426045962,0.9702416028285209,3293,0.02975839717147908,101,0.15088224702916816,419
2017,8,Fuencarral-El Pardo,2,Fuentelarreina,082,23.12,3196,2.9240622140896586,22,6,1093,0.26220275344180227,0.301909307875895,0.04130162703379223,0.033479349186483105,0.9252190237797246,2957,0.07478097622027534,239,0.553091684434968,1297
2017,8,Fuencarral-El Pardo,3,Peñagrande,083,153.3,44262,2.6417188898836073,348,86,16755,0.2452668202973205,0.2670412675018423,0.045343635624237495,0.024038678776377033,0.9306176855993855,41191,0.06938231440061453,3071,0.2826975084872547,9826
2017,8,Fuencarral-El Pardo,4,Pilar,084,336.03,45808,2.3769198837692027,298,41,19272,0.29658574921411107,0.31164433976151923,0.07046804051694028,0.027571603213412496,0.9019603562696472,41317,0.09803964373035277,4491,0.2114887329146657,8015
2017,8,Fuencarral-El Pardo,5,La Paz,085,156.88,33803,2.7137925497752104,132,27,12456,0.295713398219093,0.1985794317727091,0.026240274531846283,0.0195248942401562,0.9542348312279975,32256,0.045765168772002485,1547,0.39305941344107354,10896
2017,8,Fuencarral-El Pardo,6,Valverde,086,66.82,60011,2.717766405507004,952,273,22081,0.11961140457582778,0.4123711340206186,0.06730432753995101,0.032127443302061284,0.9005682291579877,54044,0.0994317708420123,5967,0.3488917924893535,14419
2017,8,Fuencarral-El Pardo,7,Mirasierra,087,44.14,30868,3.113262733232487,324,97,9915,0.14419463522094078,0.21658054369804539,0.020215109498509784,0.02727743941946352,0.9525074510820267,29402,0.047492548917973304,1466,0.5111960148957779,10570
2017,8,Fuencarral-El Pardo,8,El Goloso,088,6.57,17414,3.2751551626857336,335,131,5317,0.08361088779143218,0.5364010989010989,0.02009877110370966,0.02802342942460089,0.9518203744113931,16575,0.04812220052831055,838,0.5130992196209587,5523
2017,9,Moncloa-Aravaca,1,Casa de Campo,091,7.35,12841,2.324583635047068,82,12,5524,0.25029203333073746,0.44741754822650903,0.04010591075461413,0.03683513745035433,0.9230589517950315,11853,0.07694104820496846,988,0.3557527189467659,3729
2017,9,Moncloa-Aravaca,2,Argüelles,092,315.91,23931,2.305713459870902,134,38,10379,0.24971793907484016,0.3872155287817938,0.07045255108436756,0.04897413396849275,0.8805733149471396,21073,0.1194266850528603,2858,0.46803095092649155,9194
2017,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,11.26,16053,2.647699158832252,93,28,6063,0.2530368155484956,0.33850320039389464,0.06578209680433564,0.029153429265557834,0.9050644739301065,14529,0.09493552606989347,1524,0.5140703920468211,6412
2017,9,Moncloa-Aravaca,4,Valdezarza,094,209.28,29246,2.4333139196272477,256,61,12019,0.2499829036449429,0.341403364792778,0.07536073309170485,0.027217397250906106,0.897421869657389,26246,0.10257813034261096,3000,0.24240457024149573,5601
2017,9,Moncloa-Aravaca,5,Valdemarín,095,19.42,6413,3.479652740097665,109,25,1843,0.10353968501481367,0.3509036144578313,0.05473257445813192,0.03913924840168408,0.906128177140184,5811,0.093871822859816,602,0.6044813695871097,2401
2017,9,Moncloa-Aravaca,6,El Plantío,096,7.71,2720,3.2771084337349374,27,14,830,0.19191176470588237,0.2796934865900383,0.04227941176470588,0.03198529411764706,0.9253676470588236,2517,0.07426470588235294,202,0.5231409256370255,1006
2017,9,Moncloa-Aravaca,7,Aravaca,097,44.05,25699,3.1207043108682413,286,73,8235,0.14016109576248104,0.2656857301499167,0.043386902214093935,0.0486789369236157,0.9078952488423674,23332,0.09206583913770963,2366,0.5008131970260223,8622
2017,10,Latina,1,Los Cármenes,101,131.87,17037,2.632009887223854,177,34,6473,0.1750895110641545,0.4153536708012069,0.08845454011856548,0.034454422727005926,0.8770910371544286,14943,0.1229089628455714,2094,0.1458595717884131,1853
2017,10,Latina,2,Puerta del Angel,102,298.16,41006,2.3757821552723124,319,59,17260,0.21265180705262643,0.44002293577981655,0.12820075110959372,0.04082329415207531,0.830975954738331,34075,0.16902404526166903,6931,0.1739316762581119,5682
2017,10,Latina,3,Lucero,103,210.06,35269,2.5240821584484427,277,58,13973,0.2315631290935382,0.4143504346761357,0.11182624968102299,0.033712325271484864,0.8544330715359097,30135,0.14553857495250785,5133,0.14921618665694494,4093
2017,10,Latina,4,Aluche,104,229.16,65307,2.478726230690398,429,75,26347,0.30374998085963223,0.291324292987851,0.09335905798765828,0.045094706539880874,0.8615002985897376,56262,0.13845376452753916,9042,0.13793363073390177,7328
2017,10,Latina,5,Campamento,105,20.42,18772,2.577509268158727,126,26,7283,0.24046452162795653,0.34182543198936644,0.1125612614532282,0.050394204133816345,0.8370445344129555,15713,0.16295546558704455,3059,0.16041638862938742,2404
2017,10,Latina,6,Cuatro Vientos,106,10.07,5468,2.610023866348445,97,24,2095,0.06510607168983175,0.2443820224719101,0.034747622531089976,0.02103145574250183,0.9442209217264081,5163,0.055779078273591805,305,0.23969344608879492,907
2017,10,Latina,7,Águilas,107,141.15,50949,2.4719324632477937,389,59,20611,0.283459930518754,0.30715967317546045,0.06516320241810437,0.03330781762154311,0.9015289799603525,45932,0.09847102003964749,5017,0.11931248624728001,4880
2017,11,Carabanchel,1,Comillas,111,331.62,22089,2.3506438224965347,178,39,9397,0.24491828511929015,0.39020332717190387,0.11734347412739372,0.04359636017927475,0.8390601656933315,18534,0.16093983430666847,3555,0.15507392473118278,2769
2017,11,Carabanchel,2,Opañel,112,289.18,32021,2.4803253292021687,238,44,12910,0.21311014646638143,0.4006447831184056,0.14524843071734175,0.039130570563067985,0.8155897692139533,26116,0.18437900128040974,5904,0.1382747300557687,3496
2017,11,Carabanchel,3,San Isidro,113,199.84,37956,2.553036927423142,329,37,14867,0.19728106228264305,0.3880876068376068,0.13044051006428498,0.04718621561808409,0.822373274317631,31214,0.17762672568236906,6742,0.1235544942862016,3622
2017,11,Carabanchel,4,Vista Alegre,114,278.88,44320,2.6084397622270714,308,45,16991,0.23445397111913358,0.3558849003945722,0.15024819494584837,0.039846570397111924,0.8099052346570397,35895,0.1900947653429603,8425,0.11161659513590844,3901
2017,11,Carabanchel,5,Puerta Bonita,115,205.09,32991,2.705732797506757,292,36,12193,0.19693249674153557,0.394335847314145,0.1399472583431845,0.04470916310508927,0.8153435785517262,26899,0.18465642144827377,6092,0.09942011597680464,2486
2017,11,Carabanchel,6,Buenavista,116,80.61,45248,2.713685978169613,587,106,16674,0.1390337694483734,0.3252265140677158,0.07096446251768035,0.040554278642149916,0.8884591584158416,40201,0.11151874115983026,5046,0.15040904265284458,4817
2017,11,Carabanchel,7,Abrantes,117,187.74,29373,2.717206290471788,259,50,10810,0.18734892588431554,0.3850626930765037,0.1266128757702652,0.036666326217955264,0.8367207980117796,24577,0.16327920198822046,4796,0.11346998535871157,2480
2017,12,Usera,1,Orcasitas,121,165.13,22398,2.672154617036504,232,35,8382,0.19760692919010625,0.4439674649796656,0.04620948298955264,0.02035896062148406,0.9334315563889632,20907,0.0665684436110367,1491,0.07867607162235486,1305
2017,12,Usera,2,Orcasur,122,96.09,13331,2.862572471548211,132,23,4657,0.14837596579401396,0.3857431749241658,0.08836546395619234,0.026404620808641505,0.8852299152351661,11801,0.11477008476483384,1530,0.08837835040877574,854
2017,12,Usera,3,San Fermín,123,155.39,22926,2.830370370370374,267,45,8100,0.14472651138445433,0.33212778782399033,0.12767163918694932,0.03424060019192182,0.837956904824217,19211,0.16191223937887114,3712,0.09667896678966789,1572
2017,12,Usera,4,Almendrales,124,263.09,20525,2.730840872804686,147,21,7516,0.17364190012180267,0.44809203142536475,0.22202192448233862,0.02942752740560292,0.7485505481120585,15364,0.25144945188794154,5161,0.09556777741831123,1477
2017,12,Usera,5,Moscardó,125,278.92,25348,2.6270079801015664,185,30,9649,0.1972936720845826,0.4201159768046391,0.21141707432539059,0.03353321761085684,0.7550497080637526,19139,0.24495029193624743,6209,0.10879676440849342,2152
2017,12,Usera,6,Zofío,126,173.72,13446,2.7323714692135717,113,12,4921,0.18697010263275324,0.4152744630071599,0.1619068868064852,0.04417670682730923,0.7939164063662055,10675,0.20608359363379444,2771,0.08665220820189275,879
2017,12,Usera,7,Pradolongo,127,153.49,16817,2.8537247581876857,128,13,5893,0.1820776595112089,0.40202482037883736,0.2697865255396325,0.027055955283344257,0.7031575191770233,11825,0.29684248082297676,4992,0.06360093530787217,816
2017,13,Puente de Vallecas,1,Entrevías,131,56.16,33541,2.664733455152148,289,44,12587,0.20336304820965384,0.4169476616331916,0.08753465907396916,0.03568766584180556,0.8767776750842253,29408,0.12322232491577473,4133,0.046605157321977765,1182
2017,13,Puente de Vallecas,2,San Diego,132,366.38,39198,2.545159405233417,404,61,15401,0.15482932802694013,0.4127533366287692,0.20613296596765143,0.04413490484208374,0.7497321291902648,29388,0.25026787080973517,9810,0.08297031709046702,2457
2017,13,Puente de Vallecas,3,Palomeras Bajas,133,228.14,39329,2.65073801981532,365,54,14837,0.1633146024562028,0.3901603612019306,0.08599252460016782,0.029342215667827812,0.8846652597320044,34793,0.11533474026799563,4536,0.11198192956637804,3272
2017,13,Puente de Vallecas,4,Palomeras Sureste,134,135.08,41992,2.65520075877331,345,56,15815,0.18460659173175842,0.37396800825593396,0.06913221566012574,0.030124785673461607,0.9007429986664126,37824,0.09925700133358735,4168,0.08437881300253418,2697
2017,13,Puente de Vallecas,5,Portazgo,135,222.08,27655,2.605275553462087,239,28,10615,0.22249141204122222,0.39834227206240863,0.08786837823178448,0.031603688302296165,0.8805279334659194,24351,0.11947206653408064,3304,0.0672401767030923,1446
2017,13,Puente de Vallecas,6,Numancia,136,248.12,45880,2.576804268463923,400,52,17805,0.19019180470793373,0.37966995186798075,0.14060592850915432,0.03914559721011335,0.8202484742807323,37633,0.17975152571926767,8247,0.09718698912001804,3448
2017,14,Moratalaz,1,Pavones,141,90.28,9115,2.7977286678944155,70,7,3258,0.2342292923752057,0.3573770491803279,0.04136039495337356,0.050027427317608335,0.9086121777290181,8282,0.0913878222709819,833,0.15868220399942454,1103
2017,14,Moratalaz,2,Horcajo,142,86.27,6435,2.9518348623853212,74,13,2180,0.07521367521367521,0.29545454545454547,0.02206682206682207,0.01507381507381507,0.9628593628593629,6196,0.03714063714063714,239,0.2939229132182549,1243
2017,14,Moratalaz,3,Marroquina,143,152.88,27366,2.5296727676095285,189,37,10818,0.2620039465029599,0.33472803347280333,0.03343565007673756,0.01925747277643792,0.9472703354527516,25923,0.05269312285317548,1442,0.22939285215041239,4923
2017,14,Moratalaz,4,Media Legua,144,178.29,17811,2.4959360986547,98,19,7136,0.26837347706473524,0.348326359832636,0.05193419796754815,0.027061928022008873,0.921003874010443,16404,0.07899612598955702,1407,0.20105671010919338,2854
2017,14,Moratalaz,5,Fontarrón,145,173.16,16703,2.458854703371106,134,16,6793,0.27587858468538584,0.43294270833333337,0.07771059091181225,0.03843620906423996,0.8838532000239478,14763,0.1161467999760522,1940,0.12569288389513109,1678
2017,14,Moratalaz,6,Vinateros,146,282.28,16767,2.3287500000000056,124,22,7200,0.3110872547265462,0.4050996932515337,0.061966958907377585,0.036559909345738655,0.9014731317468837,15115,0.09852686825311624,1652,0.1538856681588024,2097
2017,15,Ciudad Lineal,1,Ventas,151,147.92,47306,2.39281740010116,352,57,19770,0.24764300511563014,0.4275714895433205,0.10573711579926437,0.03824039233923815,0.8560013528939246,40494,0.14397750813850252,6811,0.15269382391590014,5810
2017,15,Ciudad Lineal,2,Pueblo Nuevo,152,260.5,60415,2.5624549348941605,406,63,23577,0.22196474385500287,0.37598806860551826,0.11194239841099066,0.035090623189605236,0.8529669783994042,51532,0.1470330216005959,8883,0.1418187929332185,6751
2017,15,Ciudad Lineal,3,Quintana,153,334.41,24182,2.372179713556978,183,28,10194,0.23008849557522124,0.4583033788641265,0.1273674634025308,0.03812753287569268,0.8344636506492432,20179,0.16549499627822348,4002,0.19438456010676522,3787
2017,15,Ciudad Lineal,4,La Concepción,154,231.76,20532,2.2925413130861987,195,26,8956,0.24522696278979153,0.4468718967229394,0.07846288720046755,0.045197740112994364,0.876339372686538,17993,0.12366062731346192,2539,0.25883209906519367,4264
2017,15,Ciudad Lineal,5,San Pascual,155,171.95,18102,2.4216722408026676,168,24,7475,0.25610429786763894,0.3259275237273511,0.04656943984090156,0.029554745332007512,0.9238758148270909,16724,0.07612418517290907,1378,0.2984162267296471,4296
2017,15,Ciudad Lineal,6,San Juan Bautista,156,122.34,12367,2.5861564199079905,133,30,4782,0.212015848629417,0.3169336384439359,0.04463491550092989,0.038651249292471906,0.9166329748524299,11336,0.0832861647934018,1030,0.46965584627076323,4326
2017,15,Ciudad Lineal,7,Colina,157,109.38,6122,2.4665592264303,70,23,2482,0.22950016334531198,0.30676156583629893,0.049003593596863765,0.04688010454099968,0.9041163018621365,5535,0.09588369813786345,587,0.44427997462465635,2101
2017,15,Ciudad Lineal,8,Atalaya,158,62.76,1562,2.7597173144876326,17,5,566,0.22471190781049938,0.2849002849002849,0.04673495518565941,0.053137003841229186,0.9001280409731114,1406,0.0998719590268886,156,0.4807692307692308,550
2017,15,Ciudad Lineal,9,Costillares,159,153.73,21941,2.7925416825760427,209,60,7857,0.2070552846269541,0.2661237068016729,0.023608768971332208,0.024337997356547108,0.9520532336721207,20889,0.047946766327879316,1052,0.5039622641509434,8013
2017,16,Hortaleza,1,Palomas,161,59.14,6682,3.082103321033212,72,17,2168,0.13888057467824005,0.17780172413793102,0.030529781502544148,0.05746782400478899,0.9120023944926668,6094,0.08799760550733314,588,0.5160142348754448,2320
2017,16,Hortaleza,2,Piovera,162,46.1,14474,3.043953732912721,134,34,4755,0.1307862373911842,0.25303750660327523,0.04290451844687025,0.097346966975266,0.8597485145778637,12444,0.14025148542213625,2030,0.5295475067723487,5278
2017,16,Hortaleza,3,Canillas,163,160.55,40500,2.547810770005022,289,59,15896,0.25928395061728393,0.2937815446147986,0.04451851851851852,0.034592592592592585,0.9208641975308642,37295,0.0791111111111111,3204,0.22903474903474905,7415
2017,16,Hortaleza,4,Pinar del Rey,164,195.01,51966,2.4787025995707266,444,74,20965,0.26296039718277336,0.323673618733992,0.058711465188777276,0.03277142747180849,0.90847862063657,47210,0.09148289266058576,4754,0.17668211217298968,7321
2017,16,Hortaleza,5,Apóstol Santiago,165,125.92,15174,2.6430935377111986,120,21,5741,0.20976670620798735,0.37731699654414075,0.04553842098326084,0.026954000263608814,0.9275075787531304,14074,0.07249242124686965,1100,0.21990780262933243,2576
2017,16,Hortaleza,6,Valdefuentes,166,30.83,51666,2.8481808158765176,862,273,18140,0.06917508613014361,0.23978735310576385,0.0453296171563504,0.03756822668679596,0.9171021561568536,47383,0.08289784384314636,4283,0.46965403235328845,15910
2017,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,46.95,43449,2.7128496503496473,434,61,16016,0.17802481069759948,0.3813833225597931,0.1274367649428065,0.04241754700913716,0.8301226725586319,36068,0.16985431195194367,7380,0.0733709117938553,2369
2017,17,Villaverde,2,San Cristóbal,172,140.3,15187,3.030732388744769,122,17,5011,0.14347797458352538,0.5245525470399266,0.250148153025614,0.0347665766774215,0.7150852702969646,10860,0.2849147297030355,4327,0.04357689762737499,461
2017,17,Villaverde,3,Butarque,173,27.05,17245,2.8191924145823206,260,51,6117,0.08564801391707741,0.24170616113744076,0.07996520730646564,0.039895621919396926,0.8801391707741374,15178,0.11986082922586257,2067,0.12808341103670426,1511
2017,17,Villaverde,4,Los Rosales,174,236.74,36476,2.8036894696387287,302,64,13010,0.16764447856124576,0.31103843008994275,0.12430091018752057,0.04019081039587674,0.8354534488430749,30474,0.1644917205833973,6000,0.09555042110755012,2564
2017,17,Villaverde,5,Ángeles,175,156.31,30251,2.56060606060606,220,28,11814,0.27367690324286803,0.3830172726174659,0.10214538362368186,0.03272619086972331,0.8651284255065949,26171,0.13487157449340517,4080,0.09298362291129769,2237
2017,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,16.26,80292,2.5460426179604188,1266,226,31536,0.09978578189607931,0.3245132301547679,0.07256015543267075,0.03860907686942659,0.8888307676979027,71366,0.11116923230209734,8926,0.16491843536221715,9402
2017,18,Villa de Vallecas,2,Santa Eugenia,182,115.99,24129,2.7332351608518257,159,26,8828,0.1964026689875254,0.24562143912217768,0.0278503046127067,0.06523270753035766,0.9069169878569356,21883,0.09308301214306436,2246,0.14913257997771764,2811
2017,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,15.71,51580,2.824444201073263,629,141,18262,0.10990694067468011,0.280119950608573,0.051550988755331525,0.042012407910042654,0.9064366033346258,46754,0.09356339666537418,4826,0.1857098600276002,6594
