anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,presupuesto_gasto_proteccion_civil_seguridad,presupuesto_gasto_cultura,presupuesto_gasto_deportes_juventud_esparcimiento,presupuesto_gasto_otros_bienes_sociales,presupuesto_gasto_urbanismo,presupuesto_gasto_infraestructuras,presupuesto_gasto_mantenimiento_urbano,presupuesto_gasto_medio_ambiente,presupuesto_gasto_proteccion_promocion_social,presupuesto_gasto_educacion,presupuesto_gasto_caracter_general,presupuesto_gasto_salud_publica,presupuesto_gasto_trafico_transporte,presupuesto_gasto_sectores_productivos,presupuesto_gasto_otros_bienes_economicos,gasto_real_proteccion_civil_seguridad,gasto_real_cultura,gasto_real_deportes_juventud_esparcimiento,gasto_real_otros_bienes_sociales,gasto_real_urbanismo,gasto_real_infraestructuras,gasto_real_mantenimiento_urbano,gasto_real_medio_ambiente,gasto_real_proteccion_promocion_social,gasto_real_educacion,gasto_real_caracter_general,gasto_real_salud_publica,gasto_real_trafico_transporte,gasto_real_sectores_productivos,gasto_real_otros_bienes_economicos,presupuesto_gasto_distrito,gasto_real_distrito,share_presupuesto_caracter_general,share_presupuesto_proteccion_civil_seguridad,share_presupuesto_trafico_transporte,share_presupuesto_proteccion_promocion_social,share_presupuesto_salud_publica,share_presupuesto_educacion,share_presupuesto_urbanismo,share_presupuesto_infraestructuras,share_presupuesto_mantenimiento_urbano,share_presupuesto_medio_ambiente,share_presupuesto_cultura,share_presupuesto_deportes_juventud_esparcimiento,share_presupuesto_otros_bienes_sociales,share_presupuesto_otros_bienes_economicos,share_presupuesto_sectores_productivos,share_gasto_real_caracter_general,share_gasto_real_proteccion_civil_seguridad,share_gasto_real_trafico_transporte,share_gasto_real_proteccion_promocion_social,share_gasto_real_salud_publica,share_gasto_real_educacion,share_gasto_real_urbanismo,share_gasto_real_infraestructuras,share_gasto_real_mantenimiento_urbano,share_gasto_real_medio_ambiente,share_gasto_real_cultura,share_gasto_real_deportes_juventud_esparcimiento,share_gasto_real_otros_bienes_sociales,share_gasto_real_otros_bienes_economicos,share_gasto_real_sectores_productivos
2017,2,Arganzuela,5,Delicias,025,2000968,1329058.61,1569153.37,7481.37,770277.08,25000,591979.34,524653.35,169992.31,1523704.94,10571171.71,49605.44,2707,0,0,968,932833.71,996161.34,1247.27,364446.6,NA,279287.6,51944.6,70539.96,853905.49,1304954.39,49605.44,2706.46,0,0,19135752.52,4908600.86,0.5524304152110764,0.10456698778418358,1.4146294989814177e-4,0.008883492291318575,0.002592291050386139,0.07962607890165169,0.04025329441290245,0.0013064550230711283,0.030935775291893248,0.027417440179143788,0.06945421187961727,0.08200113208821955,3.9096293663814586e-4,0,0,0.26585058089241337,1.972048711249258e-4,5.513709664305441e-4,0.014370685662146098,0.01010582066352814,0.17396107655817833,0.0742465338687163,NA,0.05689759831073329,0.010582363789913037,0.19004065243960372,0.2029420130933196,2.540988838925477e-4,0,0
2017,2,Arganzuela,6,Palos de la Frontera,026,2000968,1329058.61,1569153.37,7481.37,770277.08,25000,591979.34,524653.35,169992.31,1523704.94,10571171.71,49605.44,2707,0,0,968,932833.71,996161.34,1247.27,364446.6,NA,279287.6,51944.6,70539.96,853905.49,1304954.39,49605.44,2706.46,0,0,19135752.52,4908600.86,0.5524304152110764,0.10456698778418358,1.4146294989814177e-4,0.008883492291318575,0.002592291050386139,0.07962607890165169,0.04025329441290245,0.0013064550230711283,0.030935775291893248,0.027417440179143788,0.06945421187961727,0.08200113208821955,3.9096293663814586e-4,0,0,0.26585058089241337,1.972048711249258e-4,5.513709664305441e-4,0.014370685662146098,0.01010582066352814,0.17396107655817833,0.0742465338687163,NA,0.05689759831073329,0.010582363789913037,0.19004065243960372,0.2029420130933196,2.540988838925477e-4,0,0
2017,2,Arganzuela,7,Atocha,027,2000968,1329058.61,1569153.37,7481.37,770277.08,25000,591979.34,524653.35,169992.31,1523704.94,10571171.71,49605.44,2707,0,0,968,932833.71,996161.34,1247.27,364446.6,NA,279287.6,51944.6,70539.96,853905.49,1304954.39,49605.44,2706.46,0,0,19135752.52,4908600.86,0.5524304152110764,0.10456698778418358,1.4146294989814177e-4,0.008883492291318575,0.002592291050386139,0.07962607890165169,0.04025329441290245,0.0013064550230711283,0.030935775291893248,0.027417440179143788,0.06945421187961727,0.08200113208821955,3.9096293663814586e-4,0,0,0.26585058089241337,1.972048711249258e-4,5.513709664305441e-4,0.014370685662146098,0.01010582066352814,0.17396107655817833,0.0742465338687163,NA,0.05689759831073329,0.010582363789913037,0.19004065243960372,0.2029420130933196,2.540988838925477e-4,0,0
2017,3,Retiro,1,Pacífico,031,100000,818957.63,1139784.21,2426.39,1284649.18,245000,2218183.59,1719318.45,791536.98,1012906,1928217.79,333988.97,0,0,0,7297.56,369374.6,585160.31,2426.39,865354.66,2903.7,143413.44,130046.89,515227.38,478785.25,1103630.77,214669.34,0,0,0,11594969.19,4418290.29,0.16629779332772854,0.008624429988675115,0,0.06826555267457335,0.02880464488754713,0.08735736882108956,0.11079366912918895,0.02112985347225403,0.19130569073983025,0.14828141600262415,0.070630427436263,0.09829989121342374,2.092623068022141e-4,0,0,0.24978684005844262,0.00165167056055975,0,0.1166123876392015,0.04858651784059213,0.10836437141390273,0.19585735730370038,6.571999143134617e-4,0.03245903518937865,0.029433758640607564,0.08360125201280062,0.13244043998747762,5.491694390229846e-4,0,0
2017,3,Retiro,2,Adelfas,032,100000,818957.63,1139784.21,2426.39,1284649.18,245000,2218183.59,1719318.45,791536.98,1012906,1928217.79,333988.97,0,0,0,7297.56,369374.6,585160.31,2426.39,865354.66,2903.7,143413.44,130046.89,515227.38,478785.25,1103630.77,214669.34,0,0,0,11594969.19,4418290.29,0.16629779332772854,0.008624429988675115,0,0.06826555267457335,0.02880464488754713,0.08735736882108956,0.11079366912918895,0.02112985347225403,0.19130569073983025,0.14828141600262415,0.070630427436263,0.09829989121342374,2.092623068022141e-4,0,0,0.24978684005844262,0.00165167056055975,0,0.1166123876392015,0.04858651784059213,0.10836437141390273,0.19585735730370038,6.571999143134617e-4,0.03245903518937865,0.029433758640607564,0.08360125201280062,0.13244043998747762,5.491694390229846e-4,0,0
2017,3,Retiro,3,Estrella,033,100000,818957.63,1139784.21,2426.39,1284649.18,245000,2218183.59,1719318.45,791536.98,1012906,1928217.79,333988.97,0,0,0,7297.56,369374.6,585160.31,2426.39,865354.66,2903.7,143413.44,130046.89,515227.38,478785.25,1103630.77,214669.34,0,0,0,11594969.19,4418290.29,0.16629779332772854,0.008624429988675115,0,0.06826555267457335,0.02880464488754713,0.08735736882108956,0.11079366912918895,0.02112985347225403,0.19130569073983025,0.14828141600262415,0.070630427436263,0.09829989121342374,2.092623068022141e-4,0,0,0.24978684005844262,0.00165167056055975,0,0.1166123876392015,0.04858651784059213,0.10836437141390273,0.19585735730370038,6.571999143134617e-4,0.03245903518937865,0.029433758640607564,0.08360125201280062,0.13244043998747762,5.491694390229846e-4,0,0
2017,3,Retiro,4,Ibiza,034,100000,818957.63,1139784.21,2426.39,1284649.18,245000,2218183.59,1719318.45,791536.98,1012906,1928217.79,333988.97,0,0,0,7297.56,369374.6,585160.31,2426.39,865354.66,2903.7,143413.44,130046.89,515227.38,478785.25,1103630.77,214669.34,0,0,0,11594969.19,4418290.29,0.16629779332772854,0.008624429988675115,0,0.06826555267457335,0.02880464488754713,0.08735736882108956,0.11079366912918895,0.02112985347225403,0.19130569073983025,0.14828141600262415,0.070630427436263,0.09829989121342374,2.092623068022141e-4,0,0,0.24978684005844262,0.00165167056055975,0,0.1166123876392015,0.04858651784059213,0.10836437141390273,0.19585735730370038,6.571999143134617e-4,0.03245903518937865,0.029433758640607564,0.08360125201280062,0.13244043998747762,5.491694390229846e-4,0,0
2017,3,Retiro,5,Los Jerónimos,035,100000,818957.63,1139784.21,2426.39,1284649.18,245000,2218183.59,1719318.45,791536.98,1012906,1928217.79,333988.97,0,0,0,7297.56,369374.6,585160.31,2426.39,865354.66,2903.7,143413.44,130046.89,515227.38,478785.25,1103630.77,214669.34,0,0,0,11594969.19,4418290.29,0.16629779332772854,0.008624429988675115,0,0.06826555267457335,0.02880464488754713,0.08735736882108956,0.11079366912918895,0.02112985347225403,0.19130569073983025,0.14828141600262415,0.070630427436263,0.09829989121342374,2.092623068022141e-4,0,0,0.24978684005844262,0.00165167056055975,0,0.1166123876392015,0.04858651784059213,0.10836437141390273,0.19585735730370038,6.571999143134617e-4,0.03245903518937865,0.029433758640607564,0.08360125201280062,0.13244043998747762,5.491694390229846e-4,0,0
2017,3,Retiro,6,Niño Jesús,036,100000,818957.63,1139784.21,2426.39,1284649.18,245000,2218183.59,1719318.45,791536.98,1012906,1928217.79,333988.97,0,0,0,7297.56,369374.6,585160.31,2426.39,865354.66,2903.7,143413.44,130046.89,515227.38,478785.25,1103630.77,214669.34,0,0,0,11594969.19,4418290.29,0.16629779332772854,0.008624429988675115,0,0.06826555267457335,0.02880464488754713,0.08735736882108956,0.11079366912918895,0.02112985347225403,0.19130569073983025,0.14828141600262415,0.070630427436263,0.09829989121342374,2.092623068022141e-4,0,0,0.24978684005844262,0.00165167056055975,0,0.1166123876392015,0.04858651784059213,0.10836437141390273,0.19585735730370038,6.571999143134617e-4,0.03245903518937865,0.029433758640607564,0.08360125201280062,0.13244043998747762,5.491694390229846e-4,0,0
2017,4,Salamanca,1,Recoletos,041,319860.85,280150.17,1827305.44,4880.12,147745.62,1296990.09,2235688.17,3650687.71,373987.38,585463.91,349342.9,589230.6,100000,110500,0,319860.85,92418.41,200575.45,4880.12,114528.54,705804.5,210748.16,498441.48,147994.71,292190.4,11241.66,342736,NA,NA,0,11871832.96,2941420.28,0.02942619738477183,0.026942836129661984,0.008423299109491513,0.03150207564915064,0.0496326558826515,0.0493153763174242,0.012445055493772714,0.10924935470116318,0.1883187017146171,0.3075083453667461,0.023597886774848958,0.15391940285520997,4.1106710450211723e-4,0,0.009307745515988121,0.0038218475871798913,0.10874367467133939,NA,0.05031403060836991,0.11652058100313363,0.09933650148084246,0.03893647595303858,0.2399536389951048,0.07164843508864364,0.16945605610633785,0.03141965486142633,0.06819000037628081,0.0016591032683027534,0,NA
2017,4,Salamanca,2,Goya,042,319860.85,280150.17,1827305.44,4880.12,147745.62,1296990.09,2235688.17,3650687.71,373987.38,585463.91,349342.9,589230.6,100000,110500,0,319860.85,92418.41,200575.45,4880.12,114528.54,705804.5,210748.16,498441.48,147994.71,292190.4,11241.66,342736,NA,NA,0,11871832.96,2941420.28,0.02942619738477183,0.026942836129661984,0.008423299109491513,0.03150207564915064,0.0496326558826515,0.0493153763174242,0.012445055493772714,0.10924935470116318,0.1883187017146171,0.3075083453667461,0.023597886774848958,0.15391940285520997,4.1106710450211723e-4,0,0.009307745515988121,0.0038218475871798913,0.10874367467133939,NA,0.05031403060836991,0.11652058100313363,0.09933650148084246,0.03893647595303858,0.2399536389951048,0.07164843508864364,0.16945605610633785,0.03141965486142633,0.06819000037628081,0.0016591032683027534,0,NA
2017,4,Salamanca,3,Fuente del Berro,043,319860.85,280150.17,1827305.44,4880.12,147745.62,1296990.09,2235688.17,3650687.71,373987.38,585463.91,349342.9,589230.6,100000,110500,0,319860.85,92418.41,200575.45,4880.12,114528.54,705804.5,210748.16,498441.48,147994.71,292190.4,11241.66,342736,NA,NA,0,11871832.96,2941420.28,0.02942619738477183,0.026942836129661984,0.008423299109491513,0.03150207564915064,0.0496326558826515,0.0493153763174242,0.012445055493772714,0.10924935470116318,0.1883187017146171,0.3075083453667461,0.023597886774848958,0.15391940285520997,4.1106710450211723e-4,0,0.009307745515988121,0.0038218475871798913,0.10874367467133939,NA,0.05031403060836991,0.11652058100313363,0.09933650148084246,0.03893647595303858,0.2399536389951048,0.07164843508864364,0.16945605610633785,0.03141965486142633,0.06819000037628081,0.0016591032683027534,0,NA
2017,4,Salamanca,4,Guindalera,044,319860.85,280150.17,1827305.44,4880.12,147745.62,1296990.09,2235688.17,3650687.71,373987.38,585463.91,349342.9,589230.6,100000,110500,0,319860.85,92418.41,200575.45,4880.12,114528.54,705804.5,210748.16,498441.48,147994.71,292190.4,11241.66,342736,NA,NA,0,11871832.96,2941420.28,0.02942619738477183,0.026942836129661984,0.008423299109491513,0.03150207564915064,0.0496326558826515,0.0493153763174242,0.012445055493772714,0.10924935470116318,0.1883187017146171,0.3075083453667461,0.023597886774848958,0.15391940285520997,4.1106710450211723e-4,0,0.009307745515988121,0.0038218475871798913,0.10874367467133939,NA,0.05031403060836991,0.11652058100313363,0.09933650148084246,0.03893647595303858,0.2399536389951048,0.07164843508864364,0.16945605610633785,0.03141965486142633,0.06819000037628081,0.0016591032683027534,0,NA
2017,4,Salamanca,5,Lista,045,319860.85,280150.17,1827305.44,4880.12,147745.62,1296990.09,2235688.17,3650687.71,373987.38,585463.91,349342.9,589230.6,100000,110500,0,319860.85,92418.41,200575.45,4880.12,114528.54,705804.5,210748.16,498441.48,147994.71,292190.4,11241.66,342736,NA,NA,0,11871832.96,2941420.28,0.02942619738477183,0.026942836129661984,0.008423299109491513,0.03150207564915064,0.0496326558826515,0.0493153763174242,0.012445055493772714,0.10924935470116318,0.1883187017146171,0.3075083453667461,0.023597886774848958,0.15391940285520997,4.1106710450211723e-4,0,0.009307745515988121,0.0038218475871798913,0.10874367467133939,NA,0.05031403060836991,0.11652058100313363,0.09933650148084246,0.03893647595303858,0.2399536389951048,0.07164843508864364,0.16945605610633785,0.03141965486142633,0.06819000037628081,0.0016591032683027534,0,NA
2017,4,Salamanca,6,Castellana,046,319860.85,280150.17,1827305.44,4880.12,147745.62,1296990.09,2235688.17,3650687.71,373987.38,585463.91,349342.9,589230.6,100000,110500,0,319860.85,92418.41,200575.45,4880.12,114528.54,705804.5,210748.16,498441.48,147994.71,292190.4,11241.66,342736,NA,NA,0,11871832.96,2941420.28,0.02942619738477183,0.026942836129661984,0.008423299109491513,0.03150207564915064,0.0496326558826515,0.0493153763174242,0.012445055493772714,0.10924935470116318,0.1883187017146171,0.3075083453667461,0.023597886774848958,0.15391940285520997,4.1106710450211723e-4,0,0.009307745515988121,0.0038218475871798913,0.10874367467133939,NA,0.05031403060836991,0.11652058100313363,0.09933650148084246,0.03893647595303858,0.2399536389951048,0.07164843508864364,0.16945605610633785,0.03141965486142633,0.06819000037628081,0.0016591032683027534,0,NA
2017,5,Chamartin,1,El Viso,051,111310.75,338634.73,1424365.54,96660.22,1958618.72,0,695381.53,133479.93,290374.51,1639985.17,1148609.8,0,0,385230,0,111308.65,337527.24,885049.46,61643.52,228552.58,0,219731.66,41261.19,253336.24,1186025.97,685019.37,0,0,61724.56,0,8222650.9,4071180.44,0.13968850361870525,0.0135370881427059,0,0.035313977637065924,0,0.19944725733157415,0.23819796605982627,0,0.08456902019274587,0.01623319919856989,0.041183157854847025,0.17322461543393505,0.011755359819544326,0,0.04684985471048029,0.1682606261490095,0.027340632929549052,0,0.06222672852102817,0,0.29132237872512473,0.056139142778943,0,0.05397246897757251,0.010134945038201256,0.08290648006748627,0.21739381809370256,0.015141436472415356,0,0.015161342246967564
2017,5,Chamartin,2,Prosperidad,052,111310.75,338634.73,1424365.54,96660.22,1958618.72,0,695381.53,133479.93,290374.51,1639985.17,1148609.8,0,0,385230,0,111308.65,337527.24,885049.46,61643.52,228552.58,0,219731.66,41261.19,253336.24,1186025.97,685019.37,0,0,61724.56,0,8222650.9,4071180.44,0.13968850361870525,0.0135370881427059,0,0.035313977637065924,0,0.19944725733157415,0.23819796605982627,0,0.08456902019274587,0.01623319919856989,0.041183157854847025,0.17322461543393505,0.011755359819544326,0,0.04684985471048029,0.1682606261490095,0.027340632929549052,0,0.06222672852102817,0,0.29132237872512473,0.056139142778943,0,0.05397246897757251,0.010134945038201256,0.08290648006748627,0.21739381809370256,0.015141436472415356,0,0.015161342246967564
2017,5,Chamartin,3,Ciudad Jardín,053,111310.75,338634.73,1424365.54,96660.22,1958618.72,0,695381.53,133479.93,290374.51,1639985.17,1148609.8,0,0,385230,0,111308.65,337527.24,885049.46,61643.52,228552.58,0,219731.66,41261.19,253336.24,1186025.97,685019.37,0,0,61724.56,0,8222650.9,4071180.44,0.13968850361870525,0.0135370881427059,0,0.035313977637065924,0,0.19944725733157415,0.23819796605982627,0,0.08456902019274587,0.01623319919856989,0.041183157854847025,0.17322461543393505,0.011755359819544326,0,0.04684985471048029,0.1682606261490095,0.027340632929549052,0,0.06222672852102817,0,0.29132237872512473,0.056139142778943,0,0.05397246897757251,0.010134945038201256,0.08290648006748627,0.21739381809370256,0.015141436472415356,0,0.015161342246967564
2017,5,Chamartin,4,Hispanoamérica,054,111310.75,338634.73,1424365.54,96660.22,1958618.72,0,695381.53,133479.93,290374.51,1639985.17,1148609.8,0,0,385230,0,111308.65,337527.24,885049.46,61643.52,228552.58,0,219731.66,41261.19,253336.24,1186025.97,685019.37,0,0,61724.56,0,8222650.9,4071180.44,0.13968850361870525,0.0135370881427059,0,0.035313977637065924,0,0.19944725733157415,0.23819796605982627,0,0.08456902019274587,0.01623319919856989,0.041183157854847025,0.17322461543393505,0.011755359819544326,0,0.04684985471048029,0.1682606261490095,0.027340632929549052,0,0.06222672852102817,0,0.29132237872512473,0.056139142778943,0,0.05397246897757251,0.010134945038201256,0.08290648006748627,0.21739381809370256,0.015141436472415356,0,0.015161342246967564
