anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,pct_pob_25_39,nivel_estudios_superiores_pct,renta_neta_media_persona,pct_hog_unipersonal_bajo65,precio_vivienda_declarado_barrio,pct_extranjeros_ue_ocde,pct_hog_monoparental,pct_hog_dos_adultos_sin_menores,renta_colectiva_barrio,poblacion_total_barrio,tasa_transacciones_vivienda,densidad,tamano_hogar,envejecimiento,sobreenvejecimiento,pct_uso_vivienda,n_locales_activos_total,pct_comercio_menor,pct_turismo_alojamiento,pct_bares_restaurantes,pct_inmobiliarias,pct_arte_recreo_ocio,tasa_entradas_totales,tasa_salidas_totales,intensidad_inversion_real_distrito,share_gasto_real_urbanismo,share_gasto_real_mantenimiento_urbano,share_gasto_real_medio_ambiente,share_gasto_real_cultura,pct_poblacion_idh_alto_distrito,zonas_verdes_significativas_m2_per_capita_distrito,paradas_red_centro,n_estaciones_metro,distancia_centro_lineal_m,tasa_paro
2017,2,Arganzuela,5,Delicias,025,0.2329965590453181,0.34758276899924756,17282,0.2244629548443665,3225.75,0.03363532993434325,0.02533976326172731,0.15203857957036387,11.932510709920802,27318,0.01661907899553408,258.5,2.390442788250778,0.16681949895462714,0.3577396657871592,0.007446808510638298,777,0.3770913770913771,0.001287001287001287,0.16344916344916344,0.011583011583011582,0.009009009009009009,0.1121238743685482,0.09272274690680138,32.22325632996567,0.0742465338687163,0.05689759831073329,0.010582363789913037,0.19004065243960372,0.07874181554963314,2.9435899455790353,4,2,2594.8560961675425,6.85
2017,2,Arganzuela,6,Palos de la Frontera,026,0.2596734598449129,0.3260675109458123,16276,0.2616348961016658,2869.62,0.04155590304925723,0.014769019405804568,0.16125708397733127,11.797288359664238,25663,0.012118614347504188,394.48,2.196462304653954,0.20347928068803753,0.3921229586935639,0.015978695073235686,1294,0.34234930448222567,0.00463678516228748,0.15301391035548687,0.010819165378670788,0.01313755795981453,0.13162919378092974,0.10598916728363793,32.22325632996567,0.0742465338687163,0.05689759831073329,0.010582363789913037,0.19004065243960372,0.07874181554963314,2.9435899455790353,3,1,1750.053657056307,7.59
2017,2,Arganzuela,7,Atocha,027,0.171017101710171,0.24607329842931938,14061,0.21428571428571427,NA,0.020739404869251576,0.04523809523809524,0.14047619047619048,9.653465346534654,1111,0.0036003600360036,15.07,2.6404761904761895,0.09377817853922453,0.2596153846153846,0,148,0.2635135135135135,0,0.16891891891891891,0.006756756756756757,0.006756756756756757,0.0855085508550855,0.05130513051305131,32.22325632996567,0.0742465338687163,0.05689759831073329,0.010582363789913037,0.19004065243960372,0.07874181554963314,2.9435899455790353,4,2,2733.93717430477,8.41
2017,3,Retiro,1,Pacífico,031,0.20828886517253647,0.367389399912396,18839,0.19558662280701755,3257.04,0.030241755627583335,0.021313048245614034,0.12952302631578946,11.799564857167857,33732,0.011057749318154867,443.51,2.3046189692982373,0.24270718724910048,0.3620436167605979,0.008108108108108109,1202,0.454242928452579,0,0.129783693843594,0.010815307820299502,0.014143094841930116,0.09276058342226966,0.08022056207755247,37.19068265418641,0.19585735730370038,0.03245903518937865,0.029433758640607564,0.08360125201280062,0.060405346113604916,1.1717073088610368,5,2,2621.775098928446,6.16
2017,3,Retiro,2,Adelfas,032,0.21723568281938327,0.3628281705792471,18991,0.2020364415862808,3176.69,0.025786544713207335,0.02090032154340836,0.13866559485530547,11.59357248516625,18160,0.0138215859030837,283.23,2.4315380493033185,0.2012232078902419,0.3231106243154436,0.0019646365422396855,401,0.3167082294264339,0.007481296758104738,0.11471321695760599,0.012468827930174564,0.0199501246882793,0.10044052863436123,0.0808920704845815,37.19068265418641,0.19585735730370038,0.03245903518937865,0.029433758640607564,0.08360125201280062,0.060405346113604916,1.1717073088610368,6,1,3369.1505563810074,6.76
2017,3,Retiro,3,Estrella,033,0.17382694791218253,0.432364028002154,22436,0.0993138737062449,3243.35,0.01666450805163407,0.015583207349691824,0.07896267007791603,10.604348721144381,23230,0.0077055531640120535,225.86,2.693685312245618,0.2999611449294133,0.2989349453080023,0.010245901639344262,410,0.35365853658536583,0.004878048780487805,0.1024390243902439,0.00975609756097561,0.014634146341463415,0.06896254842875592,0.05824365045200172,37.19068265418641,0.19585735730370038,0.03245903518937865,0.029433758640607564,0.08360125201280062,0.060405346113604916,1.1717073088610368,NA,0,3330.247447548994,5.61
2017,3,Retiro,4,Ibiza,034,0.2041054895726176,0.4255639969842835,20682,0.20069391738046188,4400.61,0.04351899564341594,0.021684918139434024,0.11633958581806354,12.885171841053893,21386,0.016272327691012813,433.91,2.3145397376124808,0.24893427647913058,0.4034625517500941,9.319664492078285e-4,996,0.49096385542168675,0,0.178714859437751,0.007028112449799197,0.006024096385542169,0.10838866548209108,0.08486860562985131,37.19068265418641,0.19585735730370038,0.03245903518937865,0.029433758640607564,0.08360125201280062,0.060405346113604916,1.1717073088610368,5,1,2569.6136361740228,6
2017,3,Retiro,5,Los Jerónimos,035,0.19779442952071258,0.47632215693052193,25792,0.1803921568627451,5147.76,0.059265560754288946,0.01889483065953654,0.10231729055258466,11.993186158171603,7073,0.014845185918280787,37,2.5144385026737974,0.26797107613781374,0.3978835978835979,0.005141388174807198,345,0.263768115942029,0.017391304347826087,0.24347826086956523,0.005797101449275362,0.03768115942028986,0.09953343701399689,0.08242612752721618,37.19068265418641,0.19585735730370038,0.03245903518937865,0.029433758640607564,0.08360125201280062,0.060405346113604916,1.1717073088610368,3,1,1693.9136733919286,4.16
2017,3,Retiro,6,Niño Jesús,036,0.16708278580814717,0.5176824034334764,25063,0.11418312387791742,4320.89,0.025436573311367384,0.019210053859964094,0.08348294434470377,12.556702853868016,15220,0.01064388961892247,235.9,2.7244165170556567,0.2617462932454695,0.3240181268882175,0.0036363636363636364,469,0.2537313432835821,0,0.12153518123667377,0.0042643923240938165,0.021321961620469083,0.07963206307490145,0.06681997371879106,37.19068265418641,0.19585735730370038,0.03245903518937865,0.029433758640607564,0.08360125201280062,0.060405346113604916,1.1717073088610368,6,3,2715.894836350448,4.35
2017,4,Salamanca,1,Recoletos,041,0.22109390063628767,0.5621263532073033,29417,0.27313906084855805,7017.47,0.08083021786773238,0.020836478937037595,0.12094217122150083,15.230334635782945,15559,0.018895815926473422,177.68,2.342443001660878,0.22631171844785355,0.3389347764169752,0,1598,0.5957446808510638,0.014392991239048811,0.1539424280350438,0.004380475594493116,0.012515644555694618,0.1457034513786233,0.10431261649206247,20.39141118074427,0.03893647595303858,0.07164843508864364,0.16945605610633785,0.03141965486142633,0.10506954102920724,0.8769618989518052,5,2,1781.686697174278,3.9
2017,4,Salamanca,2,Goya,042,0.23339006126616746,0.47658610271903323,22743,0.24254245066544286,4936.58,0.056195128616814125,0.018357044515832952,0.12987608994951813,13.419883730783537,29380,0.017903335602450648,380.02,2.239024017133244,0.23601954019061935,0.3685048487480098,0.0010282776349614395,1801,0.501388117712382,0.00277623542476402,0.17545807884508607,0.004997223764575236,0.0138811771238201,0.12528931245745406,0.09278420694349898,20.39141118074427,0.03893647595303858,0.07164843508864364,0.16945605610633785,0.03141965486142633,0.10506954102920724,0.8769618989518052,4,6,2696.9525069184683,5.81
2017,4,Salamanca,3,Fuente del Berro,043,0.2253548418350046,0.3752218672346468,18817,0.21968114348543155,3878.9,0.04605295117804227,0.02012094557449148,0.131500824628917,12.131900049555847,20643,0.016082933682119847,241.44,2.263331500824633,0.2476560602380374,0.38485680659081994,0.013157894736842105,862,0.3329466357308585,0,0.1357308584686775,0.0034802784222737818,0.025522041763341066,0.11296807634549241,0.08700285811170858,20.39141118074427,0.03893647595303858,0.07164843508864364,0.16945605610633785,0.03141965486142633,0.10506954102920724,0.8769618989518052,7,1,3556.0177734228823,6.36
2017,4,Salamanca,4,Guindalera,044,0.22190067443286327,0.42602079481039135,20321,0.20981367897234116,3485.92,0.038568441766080444,0.017706283994907996,0.12296030552019442,12.374130973584208,40775,0.014101778050275904,253.65,2.3524476333757596,0.24919444102816382,0.4247359589379133,0.010214504596527068,1585,0.32933753943217664,0.0037854889589905363,0.12933753943217666,0.006309148264984227,0.02334384858044164,0.11281422440220723,0.0820110361741263,20.39141118074427,0.03893647595303858,0.07164843508864364,0.16945605610633785,0.03141965486142633,0.10506954102920724,0.8769618989518052,7,3,3851.510247708037,6.16
2017,4,Salamanca,5,Lista,045,0.2432912486198454,0.48278129857706564,22465,0.23132530120481928,4984.37,0.059064412005588485,0.0208105147864184,0.12694414019715225,13.464252463071343,20831,0.013633526955018961,399.01,2.273493975903612,0.2390037095919449,0.37895585567425927,8.453085376162299e-4,1110,0.43243243243243246,0.006306306306306306,0.1873873873873874,0.0045045045045045045,0.017117117117117116,0.12855839854063655,0.0908741779079257,20.39141118074427,0.03893647595303858,0.07164843508864364,0.16945605610633785,0.03141965486142633,0.10506954102920724,0.8769618989518052,5,5,2933.199100215949,5.32
2017,4,Salamanca,6,Castellana,046,0.24495896834701056,0.5382008399027481,27540,0.24579466357308585,5807.48,0.06846497414198402,0.012761020881670533,0.12021461716937355,14.763828706224244,17060,0.016002344665885113,220.02,2.4675174013921164,0.22725669957686884,0.3638479441427463,0.002477291494632535,1116,0.45340501792114696,0.010752688172043012,0.18906810035842295,0.007168458781362007,0.015232974910394265,0.141852286049238,0.10392731535756154,20.39141118074427,0.03893647595303858,0.07164843508864364,0.16945605610633785,0.03141965486142633,0.10506954102920724,0.8769618989518052,5,1,2491.06903091583,3.79
2017,5,Chamartin,1,El Viso,051,0.20811885821244736,0.5443950314368962,28945,0.17315014070518125,5392.22,0.048648965476818476,0.01721569276609833,0.10196987253765932,13.310265191513217,17096,0.01093823116518484,99.82,2.8242012911769585,0.21300041029247993,0.37176664832140893,0.005170630816959669,852,0.2676056338028169,0.002347417840375587,0.1596244131455399,0.004694835680751174,0.02699530516431925,0.11645999064108563,0.09347215722976135,28.31180155495904,0.056139142778943,0.05397246897757251,0.010134945038201256,0.08290648006748627,0.07545459616242749,0.8477169362578061,6,2,3488.8511843402644,3.24
2017,5,Chamartin,2,Prosperidad,052,0.22939810976620792,0.39978985187946986,19662,0.20960336691748502,3361.84,0.03330654770151569,0.017344726437954344,0.12976661140160695,12.032969543208832,36186,0.014729453379760128,346.99,2.301300854482857,0.24400786943389952,0.33352259822848057,0.02241662110442865,1417,0.39096683133380383,0.002117148906139732,0.1432604093154552,0.008468595624558928,0.009174311926605505,0.11170065771292766,0.08682916044879235,28.31180155495904,0.056139142778943,0.05397246897757251,0.010134945038201256,0.08290648006748627,0.07545459616242749,0.8477169362578061,5,6,4228.473772625666,6.85
2017,5,Chamartin,3,Ciudad Jardín,053,0.22634730538922157,0.39729638391348426,19345,0.21155817529472065,3654.68,0.03711993012719034,0.02434648898001025,0.1233982573039467,12.31558674457073,18370,0.014589003810560696,240.31,2.3473859559200263,0.23172662263223975,0.37502944640753827,0.011860637509266123,1021,0.29285014691478944,0.002938295788442703,0.14691478942213515,0.007835455435847209,0.01860920666013712,0.1181273816004355,0.09254218835057158,28.31180155495904,0.056139142778943,0.05397246897757251,0.010134945038201256,0.08290648006748627,0.07545459616242749,0.8477169362578061,6,3,4358.076987032577,6.61
2017,5,Chamartin,4,Hispanoamérica,054,0.18853295896879588,0.5024666995559941,25701,0.17438914766691183,4290.1,0.03110698627068198,0.02279970581024761,0.10549971398218518,13.051861148317219,31342,0.011103311849913854,182.46,2.5534853313720705,0.24651966588792526,0.3925743216928469,0.013480392156862746,1441,0.36155447605829283,0.0034698126301179735,0.16308119361554477,0.006245662734212352,0.02220680083275503,0.10270563461170315,0.08576351222002425,28.31180155495904,0.056139142778943,0.05397246897757251,0.010134945038201256,0.08290648006748627,0.07545459616242749,0.8477169362578061,6,3,4821.909268153232,4.85
2017,5,Chamartin,5,Nueva España,055,0.1934923000496771,0.5618736504069543,27478,0.19376739009460212,5052.32,0.04048112816258813,0.02159154145798553,0.10372843628269338,13.897670136993446,24156,0.009066070541480377,134.69,2.683361157484685,0.21157196184155955,0.35679278572828854,0.018145161290322582,833,0.26770708283313327,0.003601440576230492,0.15726290516206481,0.007202881152460984,0.021608643457382955,0.12564166252690842,0.09703593310150688,28.31180155495904,0.056139142778943,0.05397246897757251,0.010134945038201256,0.08290648006748627,0.07545459616242749,0.8477169362578061,7,2,5520.4265188656,4.15
2017,5,Chamartin,6,Castilla,056,0.21305862566074002,0.482427620374671,22650,0.18037828694448715,3390.08,0.03452223159416797,0.01706904505612794,0.11902198985083808,11.796500333782678,16648,0.008409418548774628,76.8,2.5523604490235337,0.22466562236414023,0.3971574148565299,0.1780821917808219,527,0.3036053130929791,0.0056925996204933585,0.174573055028463,0.009487666034155597,0.024667931688804556,0.11544930321960596,0.08751802018260452,28.31180155495904,0.056139142778943,0.05397246897757251,0.010134945038201256,0.08290648006748627,0.07545459616242749,0.8477169362578061,8,5,6669.055768164209,5.26
2017,6,Tetuan,1,Bellas Vistas,061,0.2595210465238949,0.24673071790765946,13115,0.22888353690005162,2594.3,0.03716633167601113,0.018665061070015483,0.13340787889213832,11.352219228008337,28437,0.012765059605443612,396.54,2.439274040942707,0.18650163969110334,0.37625259973529973,0.08904933814681107,1117,0.32408236347359,0.005371530886302597,0.11727842435094002,0.005371530886302597,0.009847806624888093,0.15631044062313185,0.12279776347716004,183.81166835272296,0.944769959267394,0.004443800058800991,0.006093202683713318,0.0026459010333524597,0.12669956888984257,2.441539239718299,6,1,3909.9229672628644,7.81
2017,6,Tetuan,2,Cuatro Caminos,062,0.25123384253819037,0.4037638084271887,19263,0.23623961639764976,3326.22,0.0359479050032412,0.017896940636185587,0.1285878300803674,12.562559060745357,34040,0.016891891891891893,286.39,2.29202404268251,0.23056750545111676,0.3800638977635783,0.030127462340672075,2057,0.4316966456003889,0.006319883325230919,0.17258142926592124,0.0053475935828877,0.02236266407389402,0.13134547591069332,0.10472972972972973,183.81166835272296,0.944769959267394,0.004443800058800991,0.006093202683713318,0.0026459010333524597,0.12669956888984257,2.441539239718299,5,6,3851.772541242594,6.25
2017,6,Tetuan,3,Castillejos,063,0.2522455089820359,0.4082061756578157,21041,0.25208516242317824,3621.63,0.040486437794014604,0.01635206321334504,0.14003511852502196,12.895468046992839,20040,0.01941117764471058,283.56,2.1929323968393333,0.24246822139925933,0.3801857585139319,0.023500810372771474,1011,0.29080118694362017,0.009891196834817012,0.22551928783382788,0.006923837784371909,0.020771513353115726,0.14166666666666666,0.1060379241516966,183.81166835272296,0.944769959267394,0.004443800058800991,0.006093202683713318,0.0026459010333524597,0.12669956888984257,2.441539239718299,9,2,4865.913979796185,6.43
2017,6,Tetuan,4,Almenara,064,0.23313217478106993,0.20627338129496403,12877,0.22147945205479452,2556.33,0.02629424074242563,0.025205479452054796,0.1372054794520548,10.466617941783321,22039,0.014065973955261128,219.96,2.4089863013698625,0.2083522882358293,0.4735807860262009,0.07440273037542662,771,0.29701686121919585,0.0025940337224383916,0.13618677042801555,0.0025940337224383916,0.01297016861219196,0.12881709696447208,0.09315304687145515,183.81166835272296,0.944769959267394,0.004443800058800991,0.006093202683713318,0.0026459010333524597,0.12669956888984257,2.441539239718299,8,2,5985.2780487589325,11.4
2017,6,Tetuan,5,Valdeacederas,065,0.2686236499584603,0.1962474645030426,11859,0.24803149606299213,2321.17,0.041524549853256126,0.022661801421163818,0.15997695410024967,11.269395479118431,25277,0.014123511492661313,216.73,2.4211638179373907,0.15090822558895853,0.4031537450722733,0.101159114857745,962,0.3814968814968815,0.0010395010395010396,0.09355509355509356,0.007276507276507277,0.007276507276507277,0.15041341931400087,0.12212683467183606,183.81166835272296,0.944769959267394,0.004443800058800991,0.006093202683713318,0.0026459010333524597,0.12669956888984257,2.441539239718299,NA,0,5518.012250818581,8.58
2017,6,Tetuan,6,Berruguete,066,0.2542977885364953,0.21266659670479587,12390,0.24032162001191185,2479.19,0.037632639631488024,0.0247170935080405,0.1480047647409172,11.149054433179373,24373,0.013211340417675296,400.52,2.413539805439749,0.17010775684790655,0.39893617021276595,0.10657894736842105,899,0.3526140155728587,0.0011123470522803114,0.1167964404894327,0.006674082313681869,0.013348164627363738,0.16091576744758546,0.13055430189143724,183.81166835272296,0.944769959267394,0.004443800058800991,0.006093202683713318,0.0026459010333524597,0.12669956888984257,2.441539239718299,8,1,4696.8582372321225,8.33
2017,7,Chamberi,1,Gaztambide,071,0.23274635361081467,0.4617730341973426,20504,0.24038273774653388,4121.88,0.04400606980273141,0.014059753954305799,0.12468267916422573,13.936446359021039,22488,0.017253646389185345,442.39,2.18765866041788,0.25667231991430867,0.3987132672578682,0.007495315427857589,1392,0.4260057471264368,0.0021551724137931034,0.16666666666666666,0.008620689655172414,0.014367816091954023,0.12233191035218784,0.08991462113127001,28.740410196180783,0.03792244489789714,0.022229985212900236,0.08153823423167407,0.012813376787582603,0.0898392296999294,0.35161744022503516,3,1,2139.273308016623,6.42
2017,7,Chamberi,2,Arapiles,072,0.24531333690412427,0.44024871094934787,20198,0.24656543745480838,4191.23,0.046279829604201995,0.019884309472161965,0.13214027476500362,13.850141748118437,24271,0.013802480326315356,418.16,2.185375994215474,0.2419041316845196,0.37886818259531546,0.005891016200294551,1173,0.3887468030690537,0.0025575447570332483,0.1577152600170503,0.01619778346121057,0.013640238704177323,0.12175023690824441,0.09492810349800174,28.740410196180783,0.03792244489789714,0.022229985212900236,0.08153823423167407,0.012813376787582603,0.0898392296999294,0.35161744022503516,6,1,1920.4473643335684,6.24
2017,7,Chamberi,3,Trafalgar,073,0.2669402014949626,0.46295748248988855,20613,0.2954231433506045,4649.63,0.058329254364496645,0.01994818652849741,0.1501727115716753,13.890750501551516,24616,0.018930776730581734,400.67,2.117098445595861,0.21071953010279004,0.3832752613240418,0.003395585738539898,1444,0.3559556786703601,0.00554016620498615,0.1904432132963989,0.006925207756232687,0.02008310249307479,0.12187195320116997,0.09806629834254144,28.740410196180783,0.03792244489789714,0.022229985212900236,0.08153823423167407,0.012813376787582603,0.0898392296999294,0.35161744022503516,3,8,1749.3435959707163,6.31
2017,7,Chamberi,4,Almagro,074,0.2205807953050693,0.5035177790454459,26752,0.23817271589486858,5255.21,0.05959995938673977,0.020775969962453067,0.12015018773466833,14.273419963056158,19766,0.014722250328847516,210.01,2.465331664580733,0.2382475378210986,0.3786490517792457,0.01001669449081803,1036,0.33204633204633205,0.004826254826254826,0.21621621621621623,0.0019305019305019305,0.011583011583011582,0.11742385915207933,0.09647880198320348,28.740410196180783,0.03792244489789714,0.022229985212900236,0.08153823423167407,0.012813376787582603,0.0898392296999294,0.35161744022503516,3,5,1961.8302018492532,4.58
2017,7,Chamberi,5,Ríos Rosas,075,0.24833760540881905,0.47468557054653554,22204,0.23919623339498908,4300.47,0.044700443649107115,0.02068269715823104,0.13241970741550363,13.520148103580501,26919,0.014970838441249674,274.99,2.255170674289542,0.23420199082876636,0.38554600445717924,0.007834757834757835,1241,0.32151490733279614,0.004834810636583401,0.1925866236905721,0.0136986301369863,0.011281224818694601,0.1201753408373268,0.0966974999071288,28.740410196180783,0.03792244489789714,0.022229985212900236,0.08153823423167407,0.012813376787582603,0.0898392296999294,0.35161744022503516,4,2,2846.104919773461,5.37
2017,7,Chamberi,6,Vallehermoso,076,0.1953808996679078,0.5054307116104869,24859,0.19572649572649573,3915.56,0.02891956115071541,0.014163614163614164,0.09963369963369964,12.964921197400356,19874,0.011472275334608031,184.98,2.4150183150183224,0.28130845846604985,0.3855140186915888,0.006234413965087282,735,0.2748299319727891,0,0.17006802721088435,0.009523809523809525,0.014965986394557823,0.10787964174298077,0.07743785850860421,28.740410196180783,0.03792244489789714,0.022229985212900236,0.08153823423167407,0.012813376787582603,0.0898392296999294,0.35161744022503516,6,4,2895.965028339834,4.81
2017,8,Fuencarral-El Pardo,1,El Pardo,081,0.20943175161101346,0.15088224702916816,15289,0.12993039443155452,2076.97,0.012080141426045962,0.017788089713843776,0.0951276102088167,9.223280203849832,3414,0.009373169302870533,0.18,2.6249033255993837,0.2657631113730112,0.4656319290465632,0.08411214953271028,144,0.22916666666666666,0,0.2708333333333333,0.006944444444444444,0.11805555555555555,0.10222612770943175,0.07674282366725249,17.65641242087483,0.19750807987679145,0.11209421778023353,0.008899018204107845,0.05814692931246179,0.062457069141717905,1.6698860263067674,NA,0,15968.221312001373,7.01
2017,8,Fuencarral-El Pardo,2,Fuentelarreina,082,0.14254454517036574,0.553091684434968,28731,0.0969807868252516,3010.15,0.033479349186483105,0.025617566331198535,0.06129917657822507,10.505645823462036,3199,0.009377930603313536,23.12,2.9240622140896586,0.26220275344180227,0.301909307875895,0,24,0.25,0.041666666666666664,0.041666666666666664,0,0.125,0.07127227258518287,0.05564238824632698,17.65641242087483,0.19750807987679145,0.11209421778023353,0.008899018204107845,0.05814692931246179,0.062457069141717905,1.6698860263067674,NA,0,7753.5321488741565,3.78
