anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,n_comercio_menor,n_turismo_alojamiento,n_bares_restaurantes,n_inmobiliarias,n_educacion,n_sanitarias,n_servicios_sociales,n_arte_recreo_ocio,pct_comercio_menor,pct_turismo_alojamiento,pct_bares_restaurantes,pct_inmobiliarias,pct_educacion,pct_sanitarias,pct_servicios_sociales,pct_arte_recreo_ocio,n_locales_activos_total,n_locales_todos_estados,n_uso_vivienda,pct_uso_vivienda
2017,3,Retiro,6,Niño Jesús,036,119,0,57,2,55,24,4,10,0.2537313432835821,0,0.12153518123667377,0.0042643923240938165,0.11727078891257996,0.0511727078891258,0.008528784648187633,0.021321961620469083,469,550,2,0.0036363636363636364
2017,4,Salamanca,1,Recoletos,041,952,23,246,7,17,21,3,20,0.5957446808510638,0.014392991239048811,0.1539424280350438,0.004380475594493116,0.010638297872340425,0.013141426783479349,0.0018773466833541927,0.012515644555694618,1598,1707,0,0
2017,4,Salamanca,2,Goya,042,903,5,316,9,40,48,6,25,0.501388117712382,0.00277623542476402,0.17545807884508607,0.004997223764575236,0.02220988339811216,0.026651860077734593,0.003331482509716824,0.0138811771238201,1801,1945,2,0.0010282776349614395
2017,4,Salamanca,3,Fuente del Berro,043,287,0,117,3,31,28,11,22,0.3329466357308585,0,0.1357308584686775,0.0034802784222737818,0.03596287703016241,0.03248259860788863,0.012761020881670533,0.025522041763341066,862,1064,14,0.013157894736842105
2017,4,Salamanca,4,Guindalera,044,522,6,205,10,81,51,22,37,0.32933753943217664,0.0037854889589905363,0.12933753943217666,0.006309148264984227,0.05110410094637224,0.032176656151419555,0.0138801261829653,0.02334384858044164,1585,1958,20,0.010214504596527068
2017,4,Salamanca,5,Lista,045,480,7,208,5,32,36,3,19,0.43243243243243246,0.006306306306306306,0.1873873873873874,0.0045045045045045045,0.02882882882882883,0.032432432432432434,0.002702702702702703,0.017117117117117116,1110,1183,1,8.453085376162299e-4
2017,4,Salamanca,6,Castellana,046,506,12,211,8,8,29,2,17,0.45340501792114696,0.010752688172043012,0.18906810035842295,0.007168458781362007,0.007168458781362007,0.025985663082437275,0.0017921146953405018,0.015232974910394265,1116,1211,3,0.002477291494632535
2017,5,Chamartin,1,El Viso,051,228,2,136,4,81,33,2,23,0.2676056338028169,0.002347417840375587,0.1596244131455399,0.004694835680751174,0.09507042253521127,0.03873239436619718,0.002347417840375587,0.02699530516431925,852,967,5,0.005170630816959669
2017,5,Chamartin,2,Prosperidad,052,554,3,203,12,41,38,18,13,0.39096683133380383,0.002117148906139732,0.1432604093154552,0.008468595624558928,0.02893436838390967,0.026817219477769938,0.012702893436838392,0.009174311926605505,1417,1829,41,0.02241662110442865
2017,5,Chamartin,3,Ciudad Jardín,053,299,3,150,8,39,32,11,19,0.29285014691478944,0.002938295788442703,0.14691478942213515,0.007835455435847209,0.03819784524975514,0.031341821743388835,0.010773751224289911,0.01860920666013712,1021,1349,16,0.011860637509266123
2017,5,Chamartin,4,Hispanoamérica,054,521,5,235,9,48,56,12,32,0.36155447605829283,0.0034698126301179735,0.16308119361554477,0.006245662734212352,0.033310201249132546,0.0388619014573213,0.008327550312283136,0.02220680083275503,1441,1632,22,0.013480392156862746
2017,5,Chamartin,5,Nueva España,055,223,3,131,6,48,37,11,18,0.26770708283313327,0.003601440576230492,0.15726290516206481,0.007202881152460984,0.057623049219687875,0.04441776710684274,0.013205282112845138,0.021608643457382955,833,992,18,0.018145161290322582
2017,5,Chamartin,6,Castilla,056,160,3,92,5,17,13,7,13,0.3036053130929791,0.0056925996204933585,0.174573055028463,0.009487666034155597,0.03225806451612903,0.024667931688804556,0.013282732447817837,0.024667931688804556,527,730,130,0.1780821917808219
2017,6,Tetuan,1,Bellas Vistas,061,362,6,131,6,35,19,12,11,0.32408236347359,0.005371530886302597,0.11727842435094002,0.005371530886302597,0.03133393017009848,0.017009847806624886,0.010743061772605193,0.009847806624888093,1117,1662,148,0.08904933814681107
2017,6,Tetuan,2,Cuatro Caminos,062,888,13,355,11,37,43,7,46,0.4316966456003889,0.006319883325230919,0.17258142926592124,0.0053475935828877,0.01798736023334954,0.020904229460379193,0.003403014098201264,0.02236266407389402,2057,2589,78,0.030127462340672075
2017,6,Tetuan,3,Castillejos,063,294,10,228,7,21,38,1,21,0.29080118694362017,0.009891196834817012,0.22551928783382788,0.006923837784371909,0.020771513353115726,0.03758654797230465,9.891196834817012e-4,0.020771513353115726,1011,1234,29,0.023500810372771474
2017,6,Tetuan,4,Almenara,064,229,2,105,2,37,22,18,10,0.29701686121919585,0.0025940337224383916,0.13618677042801555,0.0025940337224383916,0.04798962386511025,0.028534370946822308,0.023346303501945526,0.01297016861219196,771,1465,109,0.07440273037542662
2017,6,Tetuan,5,Valdeacederas,065,367,1,90,7,22,16,14,7,0.3814968814968815,0.0010395010395010396,0.09355509355509356,0.007276507276507277,0.02286902286902287,0.016632016632016633,0.014553014553014554,0.007276507276507277,962,1898,192,0.101159114857745
2017,6,Tetuan,6,Berruguete,066,317,1,105,6,27,13,6,12,0.3526140155728587,0.0011123470522803114,0.1167964404894327,0.006674082313681869,0.030033370411568408,0.014460511679644048,0.006674082313681869,0.013348164627363738,899,1520,162,0.10657894736842105
2017,7,Chamberi,1,Gaztambide,071,593,3,232,12,41,43,4,20,0.4260057471264368,0.0021551724137931034,0.16666666666666666,0.008620689655172414,0.029454022988505746,0.03089080459770115,0.0028735632183908046,0.014367816091954023,1392,1601,12,0.007495315427857589
2017,7,Chamberi,2,Arapiles,072,456,3,185,19,51,43,9,16,0.3887468030690537,0.0025575447570332483,0.1577152600170503,0.01619778346121057,0.043478260869565216,0.03665814151747655,0.0076726342710997444,0.013640238704177323,1173,1358,8,0.005891016200294551
2017,7,Chamberi,3,Trafalgar,073,514,8,275,10,37,47,10,29,0.3559556786703601,0.00554016620498615,0.1904432132963989,0.006925207756232687,0.025623268698060944,0.03254847645429363,0.006925207756232687,0.02008310249307479,1444,1767,6,0.003395585738539898
2017,7,Chamberi,4,Almagro,074,344,5,224,2,35,40,4,12,0.33204633204633205,0.004826254826254826,0.21621621621621623,0.0019305019305019305,0.033783783783783786,0.03861003861003861,0.003861003861003861,0.011583011583011582,1036,1198,12,0.01001669449081803
2017,7,Chamberi,5,Ríos Rosas,075,399,6,239,17,41,42,9,14,0.32151490733279614,0.004834810636583401,0.1925866236905721,0.0136986301369863,0.033037872683319904,0.03384367445608381,0.007252215954875101,0.011281224818694601,1241,1404,11,0.007834757834757835
2017,7,Chamberi,6,Vallehermoso,076,202,0,125,7,51,45,18,11,0.2748299319727891,0,0.17006802721088435,0.009523809523809525,0.06938775510204082,0.061224489795918366,0.024489795918367346,0.014965986394557823,735,802,5,0.006234413965087282
2017,8,Fuencarral-El Pardo,1,El Pardo,081,33,0,39,1,6,4,5,17,0.22916666666666666,0,0.2708333333333333,0.006944444444444444,0.041666666666666664,0.027777777777777776,0.034722222222222224,0.11805555555555555,144,214,18,0.08411214953271028
2017,8,Fuencarral-El Pardo,2,Fuentelarreina,082,6,1,1,0,0,2,0,3,0.25,0.041666666666666664,0.041666666666666664,0,0,0.08333333333333333,0,0.125,24,26,0,0
2017,8,Fuencarral-El Pardo,3,Peñagrande,083,361,0,102,12,68,42,19,16,0.37525987525987525,0,0.10602910602910603,0.012474012474012475,0.07068607068607069,0.04365904365904366,0.01975051975051975,0.016632016632016633,962,1167,34,0.02913453299057412
2017,8,Fuencarral-El Pardo,4,Pilar,084,797,0,236,22,65,40,6,25,0.4367123287671233,0,0.1293150684931507,0.012054794520547946,0.03561643835616438,0.021917808219178082,0.0032876712328767125,0.0136986301369863,1825,2533,167,0.06592972759573629
2017,8,Fuencarral-El Pardo,5,La Paz,085,187,3,88,2,28,44,9,14,0.30064308681672025,0.00482315112540193,0.1414790996784566,0.003215434083601286,0.04501607717041801,0.0707395498392283,0.014469453376205787,0.022508038585209004,622,755,10,0.013245033112582781
2017,8,Fuencarral-El Pardo,6,Valverde,086,394,8,244,11,102,57,20,37,0.24625,0.005,0.1525,0.006875,0.06375,0.035625,0.0125,0.023125,1600,2719,108,0.03972048547260022
2017,8,Fuencarral-El Pardo,7,Mirasierra,087,145,1,50,4,37,23,18,17,0.3395784543325527,0.00234192037470726,0.117096018735363,0.00936768149882904,0.08665105386416862,0.053864168618266976,0.04215456674473068,0.03981264637002342,427,476,0,0
2017,8,Fuencarral-El Pardo,8,El Goloso,088,118,1,81,0,61,15,5,23,0.2651685393258427,0.0022471910112359553,0.18202247191011237,0,0.13707865168539327,0.033707865168539325,0.011235955056179775,0.051685393258426963,445,536,1,0.0018656716417910447
2017,9,Moncloa-Aravaca,1,Casa de Campo,091,246,4,154,2,24,18,10,26,0.37962962962962965,0.006172839506172839,0.23765432098765432,0.0030864197530864196,0.037037037037037035,0.027777777777777776,0.015432098765432098,0.040123456790123455,648,809,14,0.0173053152039555
2017,9,Moncloa-Aravaca,2,Argüelles,092,439,12,231,14,54,33,12,19,0.3601312551271534,0.009844134536505332,0.18949958982772763,0.011484823625922888,0.044298605414273995,0.027071369975389663,0.009844134536505332,0.015586546349466776,1219,1466,18,0.01227830832196453
2017,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,154,1,155,4,123,34,13,47,0.1949367088607595,0.0012658227848101266,0.1962025316455696,0.005063291139240506,0.15569620253164557,0.043037974683544304,0.016455696202531647,0.05949367088607595,790,989,31,0.03134479271991911
2017,9,Moncloa-Aravaca,4,Valdezarza,094,207,0,70,5,36,26,6,10,0.33713355048859933,0,0.11400651465798045,0.008143322475570033,0.05863192182410423,0.04234527687296417,0.009771986970684038,0.016286644951140065,614,960,60,0.0625
2017,9,Moncloa-Aravaca,5,Valdemarín,095,15,5,32,0,15,4,9,1,0.14150943396226415,0.04716981132075472,0.3018867924528302,0,0.14150943396226415,0.03773584905660377,0.08490566037735849,0.009433962264150943,106,118,0,0
2017,9,Moncloa-Aravaca,6,El Plantío,096,66,1,32,1,9,8,7,2,0.336734693877551,0.00510204081632653,0.16326530612244897,0.00510204081632653,0.04591836734693878,0.04081632653061224,0.03571428571428571,0.01020408163265306,196,229,1,0.004366812227074236
2017,9,Moncloa-Aravaca,7,Aravaca,097,219,1,63,9,54,25,15,15,0.3520900321543408,0.001607717041800643,0.10128617363344052,0.014469453376205787,0.08681672025723473,0.04019292604501608,0.024115755627009645,0.024115755627009645,622,763,21,0.027522935779816515
2017,10,Latina,1,Los Cármenes,101,74,0,52,2,13,7,4,15,0.23870967741935484,0,0.16774193548387098,0.0064516129032258064,0.041935483870967745,0.02258064516129032,0.012903225806451613,0.04838709677419355,310,731,76,0.1039671682626539
2017,10,Latina,2,Puerta del Angel,102,602,1,176,14,51,41,8,14,0.3970976253298153,6.596306068601583e-4,0.11609498680738786,0.009234828496042216,0.033641160949868076,0.02704485488126649,0.005277044854881266,0.009234828496042216,1516,2954,281,0.09512525389302641
2017,10,Latina,3,Lucero,103,320,0,114,10,43,22,11,18,0.3733955659276546,0,0.13302217036172695,0.011668611435239206,0.050175029171528586,0.025670945157526253,0.012835472578763127,0.021003500583430573,857,1447,125,0.08638562543192813
2017,10,Latina,4,Aluche,104,765,2,268,18,77,90,13,33,0.40115364446775037,0.001048767697954903,0.140534871525957,0.009438909281594127,0.040377556371263765,0.04719454640797063,0.0068169900367068695,0.0173046670162559,1907,2664,178,0.06681681681681682
2017,10,Latina,5,Campamento,105,146,0,51,6,17,12,3,3,0.31808278867102396,0,0.1111111111111111,0.013071895424836602,0.037037037037037035,0.026143790849673203,0.006535947712418301,0.006535947712418301,459,804,67,0.08333333333333333
2017,10,Latina,6,Cuatro Vientos,106,18,0,8,0,9,2,4,3,0.2,0,0.08888888888888889,0,0.1,0.022222222222222223,0.044444444444444446,0.03333333333333333,90,138,0,0
2017,10,Latina,7,Águilas,107,479,0,152,12,39,44,10,21,0.4354545454545454,0,0.13818181818181818,0.01090909090909091,0.035454545454545454,0.04,0.00909090909090909,0.019090909090909092,1100,1546,28,0.018111254851228976
2017,11,Carabanchel,1,Comillas,111,304,1,105,5,18,15,2,17,0.36848484848484847,0.0012121212121212121,0.12727272727272726,0.006060606060606061,0.02181818181818182,0.01818181818181818,0.0024242424242424242,0.020606060606060607,825,1347,56,0.041573867854491464
2017,11,Carabanchel,2,Opañel,112,407,0,150,8,31,28,13,13,0.33442892358258014,0,0.12325390304026294,0.00657354149548069,0.025472473294987676,0.023007395234182416,0.010682004930156122,0.010682004930156122,1217,1890,88,0.04656084656084656
2017,11,Carabanchel,3,San Isidro,113,320,0,129,11,32,27,9,17,0.2885482416591524,0,0.11632100991884581,0.009918845807033363,0.028854824165915238,0.024346257889990983,0.008115419296663661,0.015329125338142471,1109,2043,137,0.06705824767498776
2017,11,Carabanchel,4,Vista Alegre,114,895,4,282,18,55,59,12,22,0.41744402985074625,0.0018656716417910447,0.13152985074626866,0.008395522388059701,0.025652985074626867,0.02751865671641791,0.005597014925373134,0.010261194029850746,2144,3318,124,0.037371910789632305
2017,11,Carabanchel,5,Puerta Bonita,115,320,1,101,3,42,27,10,13,0.34006376195536664,0.0010626992561105207,0.1073326248671626,0.003188097768331562,0.044633368756641874,0.028692879914984058,0.010626992561105207,0.01381509032943677,941,1569,85,0.05417463352453792
2017,11,Carabanchel,6,Buenavista,116,463,0,171,10,54,36,10,24,0.35560675883256526,0,0.1313364055299539,0.007680491551459293,0.041474654377880185,0.027649769585253458,0.007680491551459293,0.018433179723502304,1302,2020,50,0.024752475247524754
2017,11,Carabanchel,7,Abrantes,117,277,0,96,7,26,16,2,10,0.3985611510791367,0,0.1381294964028777,0.010071942446043165,0.03741007194244604,0.02302158273381295,0.0028776978417266188,0.014388489208633094,695,978,37,0.03783231083844581
2017,12,Usera,1,Orcasitas,121,159,0,53,1,23,8,6,7,0.4491525423728814,0,0.1497175141242938,0.002824858757062147,0.06497175141242938,0.022598870056497175,0.01694915254237288,0.01977401129943503,354,447,20,0.0447427293064877
2017,12,Usera,2,Orcasur,122,72,0,29,0,22,5,9,4,0.3076923076923077,0,0.12393162393162394,0,0.09401709401709402,0.021367521367521368,0.038461538461538464,0.017094017094017096,234,404,10,0.024752475247524754
2017,12,Usera,3,San Fermín,123,148,1,65,1,12,7,10,6,0.39050131926121373,0.002638522427440633,0.17150395778364116,0.002638522427440633,0.0316622691292876,0.018469656992084433,0.026385224274406333,0.0158311345646438,379,615,11,0.01788617886178862
2017,12,Usera,4,Almendrales,124,264,1,96,1,19,13,9,10,0.36768802228412256,0.001392757660167131,0.13370473537604458,0.001392757660167131,0.026462395543175487,0.018105849582172703,0.012534818941504178,0.013927576601671309,718,1134,41,0.036155202821869487
2017,12,Usera,5,Moscardó,125,375,1,143,8,27,23,12,13,0.37350597609561753,9.9601593625498e-4,0.14243027888446216,0.00796812749003984,0.026892430278884463,0.022908366533864542,0.01195219123505976,0.012948207171314742,1004,1412,63,0.04461756373937677
2017,12,Usera,6,Zofío,126,101,0,47,2,17,8,4,5,0.28055555555555556,0,0.13055555555555556,0.005555555555555556,0.04722222222222222,0.022222222222222223,0.011111111111111112,0.013888888888888888,360,683,56,0.08199121522693997
2017,12,Usera,7,Pradolongo,127,282,0,110,4,22,16,8,6,0.3464373464373464,0,0.13513513513513514,0.004914004914004914,0.02702702702702703,0.019656019656019656,0.009828009828009828,0.007371007371007371,814,1317,106,0.08048595292331055
2017,13,Puente de Vallecas,1,Entrevías,131,231,0,140,5,44,17,10,17,0.308,0,0.18666666666666668,0.006666666666666667,0.058666666666666666,0.02266666666666667,0.013333333333333334,0.02266666666666667,750,1487,86,0.05783456624075319
2017,13,Puente de Vallecas,2,San Diego,132,701,1,207,8,33,38,21,18,0.4066125290023202,5.80046403712297e-4,0.12006960556844548,0.004640371229698376,0.0191415313225058,0.022041763341067284,0.012180974477958236,0.010440835266821345,1724,3042,253,0.0831689677843524
2017,13,Puente de Vallecas,3,Palomeras Bajas,133,263,0,91,6,59,17,17,18,0.3354591836734694,0,0.11607142857142858,0.007653061224489796,0.07525510204081633,0.021683673469387755,0.021683673469387755,0.02295918367346939,784,1359,107,0.07873436350257543
2017,13,Puente de Vallecas,4,Palomeras Sureste,134,303,0,118,8,44,19,10,11,0.3169456066945607,0,0.12343096234309624,0.008368200836820083,0.04602510460251046,0.0198744769874477,0.010460251046025104,0.011506276150627616,956,1712,164,0.09579439252336448
2017,13,Puente de Vallecas,5,Portazgo,135,361,0,128,3,31,29,5,7,0.40245261984392416,0,0.1426978818283166,0.0033444816053511705,0.03455964325529543,0.032329988851727984,0.005574136008918618,0.007803790412486065,897,1484,93,0.06266846361185983
2017,13,Puente de Vallecas,6,Numancia,136,535,0,189,7,54,33,17,11,0.37230340988169797,0,0.1315240083507307,0.0048712595685455815,0.037578288100208766,0.022964509394572025,0.011830201809324982,0.007654836464857342,1437,2436,246,0.10098522167487685
2017,14,Moratalaz,1,Pavones,141,38,0,19,1,12,9,27,7,0.2261904761904762,0,0.1130952380952381,0.005952380952380952,0.07142857142857142,0.05357142857142857,0.16071428571428573,0.041666666666666664,168,249,13,0.05220883534136546
2017,14,Moratalaz,2,Horcajo,142,37,0,10,0,10,5,1,0,0.37755102040816324,0,0.10204081632653061,0,0.10204081632653061,0.05102040816326531,0.01020408163265306,0,98,129,6,0.046511627906976744
2017,14,Moratalaz,3,Marroquina,143,308,0,119,13,53,31,8,15,0.3684210526315789,0,0.1423444976076555,0.01555023923444976,0.06339712918660287,0.03708133971291866,0.009569377990430622,0.017942583732057416,836,1109,71,0.06402164111812443
2017,14,Moratalaz,4,Media Legua,144,122,0,52,6,23,12,7,15,0.305,0,0.13,0.015,0.0575,0.03,0.0175,0.0375,400,554,11,0.019855595667870037
2017,14,Moratalaz,5,Fontarrón,145,179,0,40,1,19,10,5,6,0.504225352112676,0,0.11267605633802817,0.0028169014084507044,0.05352112676056338,0.028169014084507043,0.014084507042253521,0.016901408450704224,355,415,8,0.01927710843373494
2017,14,Moratalaz,6,Vinateros,146,165,0,32,7,11,10,4,1,0.5030487804878049,0,0.0975609756097561,0.021341463414634148,0.03353658536585366,0.03048780487804878,0.012195121951219513,0.003048780487804878,328,402,14,0.03482587064676617
2017,15,Ciudad Lineal,1,Ventas,151,490,0,175,15,40,41,13,27,0.32215647600262987,0,0.11505588428665352,0.009861932938856016,0.026298487836949377,0.02695595003287311,0.008547008547008548,0.01775147928994083,1521,2811,157,0.05585200996086802
2017,15,Ciudad Lineal,2,Pueblo Nuevo,152,751,1,259,20,56,59,10,29,0.3610576923076923,4.807692307692308e-4,0.12451923076923077,0.009615384615384616,0.026923076923076925,0.028365384615384615,0.004807692307692308,0.013942307692307693,2080,3519,136,0.03864734299516908
2017,15,Ciudad Lineal,3,Quintana,153,459,1,140,10,47,26,13,15,0.3936535162950257,8.576329331046312e-4,0.12006861063464837,0.008576329331046312,0.04030874785591767,0.022298456260720412,0.011149228130360206,0.012864493996569469,1166,1803,72,0.03993344425956739
2017,15,Ciudad Lineal,4,La Concepción,154,310,3,134,7,36,19,2,23,0.3311965811965812,0.003205128205128205,0.14316239316239315,0.007478632478632479,0.038461538461538464,0.0202991452991453,0.002136752136752137,0.024572649572649572,936,1495,108,0.07224080267558529
2017,15,Ciudad Lineal,5,San Pascual,155,187,2,69,2,32,18,10,7,0.34124087591240876,0.0036496350364963502,0.1259124087591241,0.0036496350364963502,0.058394160583941604,0.032846715328467155,0.01824817518248175,0.012773722627737226,548,859,19,0.02211874272409779
2017,15,Ciudad Lineal,6,San Juan Bautista,156,113,1,57,5,20,21,8,8,0.29736842105263156,0.002631578947368421,0.15,0.013157894736842105,0.05263157894736842,0.05526315789473684,0.021052631578947368,0.021052631578947368,380,465,5,0.010752688172043012
2017,15,Ciudad Lineal,7,Colina,157,53,1,27,4,9,16,6,6,0.20306513409961685,0.0038314176245210726,0.10344827586206896,0.01532567049808429,0.034482758620689655,0.06130268199233716,0.022988505747126436,0.022988505747126436,261,367,8,0.021798365122615803
2017,15,Ciudad Lineal,8,Atalaya,158,3,0,5,0,2,2,1,2,0.08823529411764706,0,0.14705882352941177,0,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.058823529411764705,34,41,1,0.024390243902439025
2017,15,Ciudad Lineal,9,Costillares,159,110,5,53,4,24,21,8,10,0.28350515463917525,0.01288659793814433,0.13659793814432988,0.010309278350515464,0.061855670103092786,0.05412371134020619,0.020618556701030927,0.02577319587628866,388,462,5,0.010822510822510822
2017,16,Hortaleza,1,Palomas,161,33,2,20,1,12,2,4,9,0.24812030075187969,0.015037593984962405,0.15037593984962405,0.007518796992481203,0.09022556390977443,0.015037593984962405,0.03007518796992481,0.06766917293233082,133,159,1,0.006289308176100629
2017,16,Hortaleza,2,Piovera,162,57,2,36,7,32,14,8,19,0.2007042253521127,0.007042253521126761,0.1267605633802817,0.02464788732394366,0.11267605633802817,0.04929577464788732,0.028169014084507043,0.06690140845070422,284,329,2,0.0060790273556231
2017,16,Hortaleza,3,Canillas,163,419,1,159,24,90,48,21,33,0.31598793363499245,7.541478129713424e-4,0.11990950226244344,0.01809954751131222,0.06787330316742081,0.03619909502262444,0.01583710407239819,0.024886877828054297,1326,2100,194,0.09238095238095238
2017,16,Hortaleza,4,Pinar del Rey,164,572,3,174,16,64,42,13,28,0.3810792804796802,0.001998667554963358,0.11592271818787475,0.010659560293137908,0.04263824117255163,0.02798134576948701,0.008660892738174551,0.018654230512991338,1501,2784,345,0.12392241379310345
2017,16,Hortaleza,5,Apóstol Santiago,165,83,0,41,2,12,6,2,5,0.3656387665198238,0,0.18061674008810572,0.00881057268722467,0.05286343612334802,0.02643171806167401,0.00881057268722467,0.022026431718061675,227,395,22,0.05569620253164557
2017,16,Hortaleza,6,Valdefuentes,166,155,3,128,7,57,26,9,17,0.2259475218658892,0.004373177842565598,0.18658892128279883,0.01020408163265306,0.08309037900874636,0.037900874635568516,0.013119533527696793,0.02478134110787172,686,1016,10,0.00984251968503937
2017,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,599,4,193,10,62,37,17,25,0.23874053407732165,0.0015942606616181746,0.07692307692307693,0.0039856516540454365,0.024711040255081706,0.014746911119968115,0.006775607811877242,0.00996412913511359,2509,4298,129,0.03001395998138669
2017,17,Villaverde,2,San Cristóbal,172,121,0,46,1,14,6,6,7,0.4306049822064057,0,0.16370106761565836,0.0035587188612099642,0.0498220640569395,0.021352313167259787,0.021352313167259787,0.02491103202846975,281,424,15,0.03537735849056604
2017,17,Villaverde,3,Butarque,173,116,0,44,4,20,7,3,4,0.3493975903614458,0,0.13253012048192772,0.012048192771084338,0.060240963855421686,0.02108433734939759,0.009036144578313253,0.012048192771084338,332,433,8,0.018475750577367205
