anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,renta_neta_media_persona,renta_neta_media_hogar,renta_bruta_media_persona,renta_bruta_media_hogar
2023,12,Usera,5,Moscardó,125,12693,34536,15061,34536
2023,12,Usera,6,Zofío,126,11493,33565,13387,33565
2023,12,Usera,7,Pradolongo,127,9910,30335,11365,30335
2023,13,Puente de Vallecas,1,Entrevías,131,10790,30388,12342,30388
2023,13,Puente de Vallecas,2,San Diego,132,10252,28881,11817,28881
2023,13,Puente de Vallecas,3,Palomeras Bajas,133,13967,37176,16636,37176
2023,13,Puente de Vallecas,4,Palomeras Sureste,134,13353,35288,15740,35288
2023,13,Puente de Vallecas,5,Portazgo,135,11817,31366,13610,31366
2023,13,Puente de Vallecas,6,Numancia,136,12136,32287,14190,32287
2023,14,Moratalaz,1,Pavones,141,16403,42075,19889,42075
2023,14,Moratalaz,2,Horcajo,142,19542,56430,24990,56430
2023,14,Moratalaz,3,Marroquina,143,20036,48415,24968,48415
2023,14,Moratalaz,4,Media Legua,144,17680,43338,21643,43338
2023,14,Moratalaz,5,Fontarrón,145,13983,35719,16558,35719
2023,14,Moratalaz,6,Vinateros,146,15632,37009,18681,37009
2023,15,Ciudad Lineal,1,Ventas,151,15254,37510,18368,37510
2023,15,Ciudad Lineal,2,Pueblo Nuevo,152,14782,38607,17773,38607
2023,15,Ciudad Lineal,3,Quintana,153,16290,39597,19918,39597
2023,15,Ciudad Lineal,4,La Concepción,154,19248,44507,24398,44507
2023,15,Ciudad Lineal,5,San Pascual,155,22329,52645,28602,52645
2023,15,Ciudad Lineal,6,San Juan Bautista,156,28260,71341,38730,71341
2023,15,Ciudad Lineal,7,Colina,157,27706,67412,37465,67412
2023,15,Ciudad Lineal,8,Atalaya,158,33140,86333,45788,86333
2023,15,Ciudad Lineal,9,Costillares,159,29377,79297,40078,79297
2023,16,Hortaleza,1,Palomas,161,34774,98118,50091,98118
2023,16,Hortaleza,2,Piovera,162,34949,98575,50720,98575
2023,16,Hortaleza,3,Canillas,163,19994,49140,25244,49140
2023,16,Hortaleza,4,Pinar del Rey,164,16824,41018,21187,41018
2023,16,Hortaleza,5,Apóstol Santiago,165,18213,47663,22978,47663
2023,16,Hortaleza,6,Valdefuentes,166,25293,71662,34310,71662
2023,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,11511,33273,13396,33273
2023,17,Villaverde,2,San Cristóbal,172,8042,28240,8997,28240
2023,17,Villaverde,3,Butarque,173,13620,39054,16476,39054
2023,17,Villaverde,4,Los Rosales,174,12703,36616,15018,36616
2023,17,Villaverde,5,Ángeles,175,13515,35733,15988,35733
2023,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,11951,32330,13910,32330
2023,18,Villa de Vallecas,2,Santa Eugenia,182,17041,44771,20779,44771
2023,18,Villa de Vallecas,3,Ensanche de Vallecas,183,16757,42838,20869,42838
2023,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,12291,32707,14358,32707
2023,19,Vicalvaro,2,Valdebernardo,192,17593,49196,21864,49196
2023,19,Vicalvaro,3,Valderrivas,193,18168,50969,23049,50969
2023,19,Vicalvaro,4,El Cañaveral,194,19187,49613,24467,49613
2023,20,San Blas-Canillejas,1,Simancas,201,15675,40528,19405,40528
2023,20,San Blas-Canillejas,2,Hellín,202,11986,31930,13880,31930
2023,20,San Blas-Canillejas,3,Amposta,203,10787,29558,12328,29558
2023,20,San Blas-Canillejas,4,Arcos,204,14493,39733,17594,39733
2023,20,San Blas-Canillejas,5,Rosas,205,19981,54543,25396,54543
2023,20,San Blas-Canillejas,6,Rejas,206,19155,48981,24543,48981
2023,20,San Blas-Canillejas,7,Canillejas,207,15070,39548,18232,39548
2023,20,San Blas-Canillejas,8,El Salvador,208,26077,66674,34449,66674
2023,21,Barajas,1,Alameda de Osuna,211,24417,64316,32013,64316
2023,21,Barajas,2,Aeropuerto,212,12420,33236,14642,33236
2023,21,Barajas,3,Casco Histórico de Barajas,213,15952,37694,19276,37694
2023,21,Barajas,4,Timón,214,19498,51725,24837,51725
2023,21,Barajas,5,Corralejos,215,29312,81929,40627,81929
