anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,transacciones_vivienda_barrio,tasa_transacciones_vivienda
2020,2,Arganzuela,1,Imperial,021,170,0.007394197729546344
2020,2,Arganzuela,2,Acacias,022,67,0.0018096369922212619
2020,2,Arganzuela,3,Chopera,023,75,0.0036851415094339623
2020,2,Arganzuela,4,Legazpi,024,95,0.004786858812859014
2020,2,Arganzuela,5,Delicias,025,249,0.008784308191631977
2020,2,Arganzuela,6,Palos de la Frontera,026,181,0.006855800916631946
2020,2,Arganzuela,7,Atocha,027,94,0.07762180016515277
2020,3,Retiro,1,Pacífico,031,204,0.00601397364464491
2020,3,Retiro,2,Adelfas,032,132,0.006997455470737914
2020,3,Retiro,3,Estrella,033,116,0.004950917626973965
2020,3,Retiro,4,Ibiza,034,182,0.008242753623188406
2020,3,Retiro,5,Los Jerónimos,035,65,0.009183385137044362
2020,3,Retiro,6,Niño Jesús,036,77,0.004967741935483871
2020,4,Salamanca,1,Recoletos,041,90,0.005657530802112145
2020,4,Salamanca,2,Goya,042,294,0.009782391694949091
2020,4,Salamanca,3,Fuente del Berro,043,194,0.009101571663148018
2020,4,Salamanca,4,Guindalera,044,512,0.012056988107853526
2020,4,Salamanca,5,Lista,045,169,0.007935389961027375
2020,4,Salamanca,6,Castellana,046,120,0.006910054128757342
2020,5,Chamartin,1,El Viso,051,165,0.009440979573153287
2020,5,Chamartin,2,Prosperidad,052,313,0.008443485298084705
2020,5,Chamartin,3,Ciudad Jardín,053,123,0.0064897377723843195
2020,5,Chamartin,4,Hispanoamérica,054,217,0.006748141928662499
2020,5,Chamartin,5,Nueva España,055,156,0.006220839813374806
2020,5,Chamartin,6,Castilla,056,113,0.006536703881529473
2020,6,Tetuan,1,Bellas Vistas,061,223,0.007428628535261001
2020,6,Tetuan,2,Cuatro Caminos,062,347,0.009816679868733733
2020,6,Tetuan,3,Castillejos,063,179,0.008554360812425329
2020,6,Tetuan,4,Almenara,064,314,0.013595427779702112
2020,6,Tetuan,5,Valdeacederas,065,342,0.012834947083990092
2020,6,Tetuan,6,Berruguete,066,224,0.008630986783801487
2020,7,Chamberi,1,Gaztambide,071,235,0.010017904339670902
2020,7,Chamberi,2,Arapiles,072,224,0.0090351726363343
2020,7,Chamberi,3,Trafalgar,073,189,0.007531680879891607
2020,7,Chamberi,4,Almagro,074,157,0.007888258051550018
2020,7,Chamberi,5,Ríos Rosas,075,204,0.007371007371007371
2020,7,Chamberi,6,Vallehermoso,076,144,0.007033310540197324
2020,8,Fuencarral-El Pardo,1,El Pardo,081,19,0.005450372920252439
2020,8,Fuencarral-El Pardo,2,Fuentelarreina,082,31,0.009351432880844645
2020,8,Fuencarral-El Pardo,3,Peñagrande,083,326,0.007233032326773314
2020,8,Fuencarral-El Pardo,4,Pilar,084,289,0.006151553852703278
2020,8,Fuencarral-El Pardo,5,La Paz,085,111,0.003292107838775692
2020,8,Fuencarral-El Pardo,6,Valverde,086,378,0.005829285218598196
2020,8,Fuencarral-El Pardo,7,Mirasierra,087,245,0.007189600023476245
2020,8,Fuencarral-El Pardo,8,El Goloso,088,170,0.008888888888888889
2020,9,Moncloa-Aravaca,1,Casa de Campo,091,88,0.006637501885653945
2020,9,Moncloa-Aravaca,2,Argüelles,092,189,0.0077026531360802055
2020,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,73,0.004435532871551829
2020,9,Moncloa-Aravaca,4,Valdezarza,094,264,0.00865403527174982
2020,9,Moncloa-Aravaca,5,Valdemarín,095,67,0.009604357798165137
2020,9,Moncloa-Aravaca,6,El Plantío,096,62,0.022071911712353152
2020,9,Moncloa-Aravaca,7,Aravaca,097,195,0.007070340826686004
2020,10,Latina,1,Los Cármenes,101,114,0.0064034151547491995
2020,10,Latina,2,Puerta del Angel,102,320,0.007523746825919308
2020,10,Latina,3,Lucero,103,312,0.008452306775390784
2020,10,Latina,4,Aluche,104,524,0.007751479289940829
2020,10,Latina,5,Campamento,105,151,0.0075848904962829014
2020,10,Latina,6,Cuatro Vientos,106,29,0.0049144212845280465
2020,10,Latina,7,Águilas,107,277,0.005323135461306378
2020,11,Carabanchel,1,Comillas,111,132,0.00571948524632783
2020,11,Carabanchel,2,Opañel,112,171,0.005057675244010648
2020,11,Carabanchel,3,San Isidro,113,346,0.008614036398038191
2020,11,Carabanchel,4,Vista Alegre,114,362,0.0075803580776882
2020,11,Carabanchel,5,Puerta Bonita,115,144,0.003993233687363079
2020,11,Carabanchel,6,Buenavista,116,311,0.006454960564549606
2020,11,Carabanchel,7,Abrantes,117,92,0.002869350965287091
2020,12,Usera,1,Orcasitas,121,100,0.004304963623057385
2020,12,Usera,2,Orcasur,122,74,0.005218249770820111
2020,12,Usera,3,San Fermín,123,155,0.006444638476570621
2020,12,Usera,4,Almendrales,124,532,0.023906888958792075
2020,12,Usera,5,Moscardó,125,127,0.004662432541576416
2020,12,Usera,6,Zofío,126,51,0.0035245335176226677
2020,12,Usera,7,Pradolongo,127,112,0.006244076489937002
2020,13,Puente de Vallecas,1,Entrevías,131,230,0.006460492682789809
2020,13,Puente de Vallecas,2,San Diego,132,445,0.010098488630690327
2020,13,Puente de Vallecas,3,Palomeras Bajas,133,226,0.005506017638746772
2020,13,Puente de Vallecas,4,Palomeras Sureste,134,296,0.006837448892379479
2020,13,Puente de Vallecas,5,Portazgo,135,175,0.006019744762822056
2020,13,Puente de Vallecas,6,Numancia,136,414,0.008520973119828757
2020,14,Moratalaz,1,Pavones,141,42,0.004478089348544621
2020,14,Moratalaz,2,Horcajo,142,9,0.0013951325375910712
2020,14,Moratalaz,3,Marroquina,143,138,0.005053464186319028
2020,14,Moratalaz,4,Media Legua,144,105,0.00583560273439671
2020,14,Moratalaz,5,Fontarrón,145,127,0.00721878019666913
2020,14,Moratalaz,6,Vinateros,146,113,0.0065762672408776115
2020,15,Ciudad Lineal,1,Ventas,151,348,0.007095669195008564
2020,15,Ciudad Lineal,2,Pueblo Nuevo,152,496,0.007782589593924559
2020,15,Ciudad Lineal,3,Quintana,153,182,0.007211919480107782
2020,15,Ciudad Lineal,4,La Concepción,154,149,0.007024988213107025
2020,15,Ciudad Lineal,5,San Pascual,155,90,0.004954310249917428
2020,15,Ciudad Lineal,6,San Juan Bautista,156,57,0.004464285714285714
2020,15,Ciudad Lineal,7,Colina,157,47,0.007178860546815336
2020,15,Ciudad Lineal,8,Atalaya,158,14,0.008928571428571428
2020,15,Ciudad Lineal,9,Costillares,159,119,0.005331063524773766
2020,16,Hortaleza,1,Palomas,161,53,0.007729327694326965
2020,16,Hortaleza,2,Piovera,162,77,0.005137786081270434
2020,16,Hortaleza,3,Canillas,163,229,0.005593551538837323
2020,16,Hortaleza,4,Pinar del Rey,164,358,0.006711157768446311
2020,16,Hortaleza,5,Apóstol Santiago,165,88,0.005636328700441939
2020,16,Hortaleza,6,Valdefuentes,166,392,0.006314636425142563
2020,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,240,0.0051129100979974435
2020,17,Villaverde,2,San Cristóbal,172,133,0.007827212806026366
2020,17,Villaverde,3,Butarque,173,260,0.01294691763768549
2020,17,Villaverde,4,Los Rosales,174,181,0.004731778730523894
2020,17,Villaverde,5,Ángeles,175,212,0.006493506493506494
2020,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,271,0.006590787489663894
2020,18,Villa de Vallecas,2,Santa Eugenia,182,117,0.004728610111950855
2020,18,Villa de Vallecas,3,Ensanche de Vallecas,183,589,0.012030474478645397
2020,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,197,0.00550710052555071
2020,19,Vicalvaro,2,Valdebernardo,192,30,0.0016776646907504754
2020,19,Vicalvaro,3,Valderrivas,193,36,0.0019790006046946293
2020,19,Vicalvaro,4,El Cañaveral,194,685,0.28661087866108786
2020,20,San Blas-Canillejas,1,Simancas,201,257,0.00893571155384027
2020,20,San Blas-Canillejas,2,Hellín,202,101,0.010764147927102206
2020,20,San Blas-Canillejas,3,Amposta,203,85,0.009548416086272748
2020,20,San Blas-Canillejas,4,Arcos,204,260,0.010496144685317508
2020,20,San Blas-Canillejas,5,Rosas,205,98,0.0030760538623308955
2020,20,San Blas-Canillejas,6,Rejas,206,124,0.007151095732410611
2020,20,San Blas-Canillejas,7,Canillejas,207,173,0.005936041723853967
2020,20,San Blas-Canillejas,8,El Salvador,208,61,0.00530019984360066
2020,21,Barajas,1,Alameda de Osuna,211,155,0.0077948202162434
2020,21,Barajas,2,Aeropuerto,212,12,0.006276150627615063
2020,21,Barajas,3,Casco Histórico de Barajas,213,41,0.0053198391073050475
2020,21,Barajas,4,Timón,214,328,0.025452005897416
2020,21,Barajas,5,Corralejos,215,62,0.007982490021887473
2021,1,Centro,1,Palacio,011,176,0.007417084580049728
2021,1,Centro,2,Embajadores,012,733,0.015422487796667227
2021,1,Centro,3,Cortes,013,197,0.018163378203946156
2021,1,Centro,4,Justicia,014,304,0.016608391608391608
2021,1,Centro,5,Universidad,015,525,0.01563430613460393
2021,1,Centro,6,Sol,016,112,0.01391996022868506
2021,2,Arganzuela,1,Imperial,021,196,0.008633600563826976
2021,2,Arganzuela,2,Acacias,022,77,0.0021070490367775833
2021,2,Arganzuela,3,Chopera,023,98,0.004854609402090454
2021,2,Arganzuela,4,Legazpi,024,134,0.00681586978636826
2021,2,Arganzuela,5,Delicias,025,290,0.01016901606003226
2021,2,Arganzuela,6,Palos de la Frontera,026,298,0.011492036558559253
2021,2,Arganzuela,7,Atocha,027,204,0.1406896551724138
2021,3,Retiro,1,Pacífico,031,353,0.01062420995605851
2021,3,Retiro,2,Adelfas,032,219,0.01169934291361718
2021,3,Retiro,3,Estrella,033,174,0.007521397077894009
2021,3,Retiro,4,Ibiza,034,321,0.014802859119206825
2021,3,Retiro,5,Los Jerónimos,035,94,0.013492177407779532
2021,3,Retiro,6,Niño Jesús,036,111,0.007226092051298744
2021,4,Salamanca,1,Recoletos,041,197,0.012546172462106738
2021,4,Salamanca,2,Goya,042,434,0.014660676282809175
2021,4,Salamanca,3,Fuente del Berro,043,287,0.01363096651626692
2021,4,Salamanca,4,Guindalera,044,560,0.013293452974410104
2021,4,Salamanca,5,Lista,045,279,0.013295844452916507
2021,4,Salamanca,6,Castellana,046,182,0.01058324126301099
2021,5,Chamartin,1,El Viso,051,211,0.01212295317437518
2021,5,Chamartin,2,Prosperidad,052,563,0.015425080139181896
2021,5,Chamartin,3,Ciudad Jardín,053,212,0.011342964151952916
2021,5,Chamartin,4,Hispanoamérica,054,289,0.009096345724088005
2021,5,Chamartin,5,Nueva España,055,193,0.007785083296357549
2021,5,Chamartin,6,Castilla,056,152,0.008847497089639115
2021,6,Tetuan,1,Bellas Vistas,061,351,0.011870941558441558
2021,6,Tetuan,2,Cuatro Caminos,062,462,0.013205282112845138
2021,6,Tetuan,3,Castillejos,063,299,0.014477315644216336
2021,6,Tetuan,4,Almenara,064,238,0.010407101316192225
2021,6,Tetuan,5,Valdeacederas,065,388,0.014508469506038964
2021,6,Tetuan,6,Berruguete,066,347,0.013451697937664753
2021,7,Chamberi,1,Gaztambide,071,294,0.012745480556639354
2021,7,Chamberi,2,Arapiles,072,325,0.013332239405997457
2021,7,Chamberi,3,Trafalgar,073,425,0.017170329670329672
2021,7,Chamberi,4,Almagro,074,280,0.014245738997710507
2021,7,Chamberi,5,Ríos Rosas,075,381,0.013929511553085697
2021,7,Chamberi,6,Vallehermoso,076,199,0.009857340994650287
2021,8,Fuencarral-El Pardo,1,El Pardo,081,33,0.009529309846953509
2021,8,Fuencarral-El Pardo,2,Fuentelarreina,082,37,0.010969463385710051
2021,8,Fuencarral-El Pardo,3,Peñagrande,083,415,0.009319141291655439
2021,8,Fuencarral-El Pardo,4,Pilar,084,464,0.01004720453856481
2021,8,Fuencarral-El Pardo,5,La Paz,085,202,0.0060944335495549855
2021,8,Fuencarral-El Pardo,6,Valverde,086,709,0.01102026858990301
2021,8,Fuencarral-El Pardo,7,Mirasierra,087,405,0.011694049028383334
2021,8,Fuencarral-El Pardo,8,El Goloso,088,157,0.00825446898002103
2021,9,Moncloa-Aravaca,1,Casa de Campo,091,126,0.009581749049429657
2021,9,Moncloa-Aravaca,2,Argüelles,092,379,0.015587086160806087
2021,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,143,0.008808673155106566
2021,9,Moncloa-Aravaca,4,Valdezarza,094,311,0.01029017635575555
2021,9,Moncloa-Aravaca,5,Valdemarín,095,74,0.010743321718931475
2021,9,Moncloa-Aravaca,6,El Plantío,096,42,0.014428031604259704
2021,9,Moncloa-Aravaca,7,Aravaca,097,201,0.007270228234528158
2021,10,Latina,1,Los Cármenes,101,135,0.0076465590484282074
2021,10,Latina,2,Puerta del Angel,102,486,0.011510586897825779
2021,10,Latina,3,Lucero,103,389,0.01058906794425087
2021,10,Latina,4,Aluche,104,592,0.00879277566539924
2021,10,Latina,5,Campamento,105,164,0.008337993797346078
2021,10,Latina,6,Cuatro Vientos,106,35,0.005923168048739211
2021,10,Latina,7,Águilas,107,386,0.007476997578692494
2021,11,Carabanchel,1,Comillas,111,157,0.006879929886064855
2021,11,Carabanchel,2,Opañel,112,191,0.005645208961399775
2021,11,Carabanchel,3,San Isidro,113,377,0.009451227155356113
2021,11,Carabanchel,4,Vista Alegre,114,422,0.008929138190050994
2021,11,Carabanchel,5,Puerta Bonita,115,139,0.0038509488848871036
2021,11,Carabanchel,6,Buenavista,116,445,0.009233514545379093
2021,11,Carabanchel,7,Abrantes,117,105,0.003316068721576554
2021,12,Usera,1,Orcasitas,121,95,0.004095886867293266
2021,12,Usera,2,Orcasur,122,75,0.005277230509428652
2021,12,Usera,3,San Fermín,123,165,0.006899435500731758
2021,12,Usera,4,Almendrales,124,141,0.00623259514653229
2021,12,Usera,5,Moscardó,125,160,0.005979520143508483
2021,12,Usera,6,Zofío,126,46,0.003194888178913738
2021,12,Usera,7,Pradolongo,127,97,0.005392783677100128
2021,13,Puente de Vallecas,1,Entrevías,131,382,0.010795229751879274
2021,13,Puente de Vallecas,2,San Diego,132,615,0.014036288942143102
2021,13,Puente de Vallecas,3,Palomeras Bajas,133,261,0.0064260389994091
2021,13,Puente de Vallecas,4,Palomeras Sureste,134,443,0.01028701467583132
2021,13,Puente de Vallecas,5,Portazgo,135,180,0.0062393843807411
2021,13,Puente de Vallecas,6,Numancia,136,623,0.01288867741067919
2021,14,Moratalaz,1,Pavones,141,69,0.00766922307435812
2021,14,Moratalaz,2,Horcajo,142,24,0.00375234521575985
2021,14,Moratalaz,3,Marroquina,143,204,0.007615918763533189
2021,14,Moratalaz,4,Media Legua,144,160,0.009027307605506657
2021,14,Moratalaz,5,Fontarrón,145,187,0.010764448537877044
2021,14,Moratalaz,6,Vinateros,146,182,0.010751417769376182
2021,15,Ciudad Lineal,1,Ventas,151,538,0.01106290226398799
2021,15,Ciudad Lineal,2,Pueblo Nuevo,152,650,0.010311240838859101
2021,15,Ciudad Lineal,3,Quintana,153,352,0.014218200912873126
2021,15,Ciudad Lineal,4,La Concepción,154,306,0.01468964524026691
2021,15,Ciudad Lineal,5,San Pascual,155,164,0.009162523045980222
2021,15,Ciudad Lineal,6,San Juan Bautista,156,94,0.0074936224489795915
2021,15,Ciudad Lineal,7,Colina,157,76,0.011895445296603538
2021,15,Ciudad Lineal,8,Atalaya,158,14,0.008855154965211892
2021,15,Ciudad Lineal,9,Costillares,159,145,0.006547457780186038
2021,16,Hortaleza,1,Palomas,161,76,0.011000144738746562
2021,16,Hortaleza,2,Piovera,162,103,0.006926698049764627
2021,16,Hortaleza,3,Canillas,163,297,0.0073458484825999855
2021,16,Hortaleza,4,Pinar del Rey,164,496,0.009406588404862599
2021,16,Hortaleza,5,Apóstol Santiago,165,110,0.00707941820054061
2021,16,Hortaleza,6,Valdefuentes,166,1202,0.01894912742578784
2021,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,286,0.006106413869672901
2021,17,Villaverde,2,San Cristóbal,172,119,0.006975789905621666
2021,17,Villaverde,3,Butarque,173,71,0.0034190503707984205
2021,17,Villaverde,4,Los Rosales,174,172,0.004530965991412239
2021,17,Villaverde,5,Ángeles,175,259,0.007889606433532351
2021,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,383,0.009483954041204437
2021,18,Villa de Vallecas,2,Santa Eugenia,182,178,0.0072965771674523465
2021,18,Villa de Vallecas,3,Ensanche de Vallecas,183,479,0.009504722597031511
2021,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,341,0.009558514365802382
2021,19,Vicalvaro,2,Valdebernardo,192,57,0.003233492171545269
2021,19,Vicalvaro,3,Valderrivas,193,98,0.005442025766326077
2021,19,Vicalvaro,4,El Cañaveral,194,1682,0.3804569102013119
2021,20,San Blas-Canillejas,1,Simancas,201,324,0.011322337154039698
2021,20,San Blas-Canillejas,2,Hellín,202,161,0.017093109671939697
2021,20,San Blas-Canillejas,3,Amposta,203,123,0.013779968630965719
2021,20,San Blas-Canillejas,4,Arcos,204,438,0.017729204614450517
2021,20,San Blas-Canillejas,5,Rosas,205,150,0.004745183638606814
2021,20,San Blas-Canillejas,6,Rejas,206,255,0.014825581395348838
2021,20,San Blas-Canillejas,7,Canillejas,207,289,0.009943230689833132
2021,20,San Blas-Canillejas,8,El Salvador,208,71,0.00622315715663073
2021,21,Barajas,1,Alameda de Osuna,211,182,0.009214723305149107
2021,21,Barajas,2,Aeropuerto,212,10,0.005197505197505198
2021,21,Barajas,3,Casco Histórico de Barajas,213,75,0.009946949602122016
2021,21,Barajas,4,Timón,214,120,0.008978003890468352
2021,21,Barajas,5,Corralejos,215,89,0.011573472041612484
2022,1,Centro,1,Palacio,011,243,0.010346148933452547
2022,1,Centro,2,Embajadores,012,961,0.020597565157750342
2022,1,Centro,3,Cortes,013,231,0.02126092959042798
2022,1,Centro,4,Justicia,014,409,0.022634200332042057
2022,1,Centro,5,Universidad,015,622,0.01887364971477121
2022,1,Centro,6,Sol,016,127,0.015588560206210874
2022,2,Arganzuela,1,Imperial,021,204,0.009065457938941474
2022,2,Arganzuela,2,Acacias,022,294,0.008136606426258545
2022,2,Arganzuela,3,Chopera,023,185,0.00934201888602737
2022,2,Arganzuela,4,Legazpi,024,156,0.008002872826142718
2022,2,Arganzuela,5,Delicias,025,582,0.02055810667608619
2022,2,Arganzuela,6,Palos de la Frontera,026,382,0.01518162308242588
2022,2,Arganzuela,7,Atocha,027,8,0.0049382716049382715
2022,3,Retiro,1,Pacífico,031,440,0.013406867972820622
2022,3,Retiro,2,Adelfas,032,241,0.012857447716602646
2022,3,Retiro,3,Estrella,033,207,0.009066619946563883
2022,3,Retiro,4,Ibiza,034,360,0.016781652060413946
2022,3,Retiro,5,Los Jerónimos,035,130,0.018656716417910446
2022,3,Retiro,6,Niño Jesús,036,160,0.01055548225359546
2022,4,Salamanca,1,Recoletos,041,288,0.018333439429626328
2022,4,Salamanca,2,Goya,042,535,0.01809633337843323
2022,4,Salamanca,3,Fuente del Berro,043,330,0.01578267731598833
2022,4,Salamanca,4,Guindalera,044,614,0.014666539270017199
2022,4,Salamanca,5,Lista,045,305,0.014631806188534421
2022,4,Salamanca,6,Castellana,046,225,0.013196480938416423
2022,5,Chamartin,1,El Viso,051,220,0.012796649604467194
2022,5,Chamartin,2,Prosperidad,052,502,0.013911597616738257
2022,5,Chamartin,3,Ciudad Jardín,053,282,0.015296989422294549
2022,5,Chamartin,4,Hispanoamérica,054,339,0.010757465173103165
2022,5,Chamartin,5,Nueva España,055,480,0.019683424915935374
2022,5,Chamartin,6,Castilla,056,200,0.011735711770918906
2022,6,Tetuan,1,Bellas Vistas,061,423,0.014558595766649458
2022,6,Tetuan,2,Cuatro Caminos,062,460,0.013312881660058461
2022,6,Tetuan,3,Castillejos,063,366,0.01799410029498525
2022,6,Tetuan,4,Almenara,064,318,0.01403973509933775
2022,6,Tetuan,5,Valdeacederas,065,404,0.015414552253042849
2022,6,Tetuan,6,Berruguete,066,380,0.015173900890468394
2022,7,Chamberi,1,Gaztambide,071,362,0.01590929067416718
2022,7,Chamberi,2,Arapiles,072,334,0.013887733887733887
2022,7,Chamberi,3,Trafalgar,073,441,0.017941415785191213
2022,7,Chamberi,4,Almagro,074,297,0.015295087032650118
2022,7,Chamberi,5,Ríos Rosas,075,400,0.014830744132586853
2022,7,Chamberi,6,Vallehermoso,076,234,0.011726972035682069
2022,8,Fuencarral-El Pardo,1,El Pardo,081,31,0.009085580304806565
2022,8,Fuencarral-El Pardo,2,Fuentelarreina,082,94,0.028051327961802448
2022,8,Fuencarral-El Pardo,3,Peñagrande,083,562,0.012766634106449194
2022,8,Fuencarral-El Pardo,4,Pilar,084,480,0.010550609957138147
2022,8,Fuencarral-El Pardo,5,La Paz,085,229,0.007062887456435247
2022,8,Fuencarral-El Pardo,6,Valverde,086,661,0.010364400401404917
2022,8,Fuencarral-El Pardo,7,Mirasierra,087,312,0.00885081274290091
2022,8,Fuencarral-El Pardo,8,El Goloso,088,167,0.008740252263568326
2022,9,Moncloa-Aravaca,1,Casa de Campo,091,130,0.010114370185948806
2022,9,Moncloa-Aravaca,2,Argüelles,092,359,0.014794972182155367
2022,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,159,0.009782809327508768
2022,9,Moncloa-Aravaca,4,Valdezarza,094,351,0.011748953974895398
2022,9,Moncloa-Aravaca,5,Valdemarín,095,45,0.006376647300552643
2022,9,Moncloa-Aravaca,6,El Plantío,096,21,0.0069767441860465115
2022,9,Moncloa-Aravaca,7,Aravaca,097,121,0.0044170256260495
2022,10,Latina,1,Los Cármenes,101,163,0.009266101983969075
2022,10,Latina,2,Puerta del Angel,102,642,0.015448289138072092
2022,10,Latina,3,Lucero,103,405,0.011196505584429946
2022,10,Latina,4,Aluche,104,695,0.010526794098936717
2022,10,Latina,5,Campamento,105,239,0.0123246699669967
2022,10,Latina,6,Cuatro Vientos,106,41,0.0068619246861924684
2022,10,Latina,7,Águilas,107,463,0.009104674257172634
2022,11,Carabanchel,1,Comillas,111,203,0.009109266322638546
2022,11,Carabanchel,2,Opañel,112,356,0.010658044428477337
2022,11,Carabanchel,3,San Isidro,113,564,0.01426836672738312
2022,11,Carabanchel,4,Vista Alegre,114,549,0.011774546390425942
2022,11,Carabanchel,5,Puerta Bonita,115,388,0.010935122033707232
2022,11,Carabanchel,6,Buenavista,116,563,0.011744336434561308
2022,11,Carabanchel,7,Abrantes,117,243,0.007834160809852345
2022,12,Usera,1,Orcasitas,121,89,0.003857322411476618
2022,12,Usera,2,Orcasur,122,20,0.0013992863639543834
2022,12,Usera,3,San Fermín,123,209,0.008882277943051424
2022,12,Usera,4,Almendrales,124,84,0.0037242296608290845
2022,12,Usera,5,Moscardó,125,202,0.00770551211138661
2022,12,Usera,6,Zofío,126,118,0.008400370185804798
2022,12,Usera,7,Pradolongo,127,15,8.570938803496943e-4
2022,13,Puente de Vallecas,1,Entrevías,131,448,0.012874673104003219
2022,13,Puente de Vallecas,2,San Diego,132,850,0.019743107332822335
2022,13,Puente de Vallecas,3,Palomeras Bajas,133,409,0.010220145430920313
2022,13,Puente de Vallecas,4,Palomeras Sureste,134,620,0.014541360789924244
2022,13,Puente de Vallecas,5,Portazgo,135,298,0.010507386904552026
2022,13,Puente de Vallecas,6,Numancia,136,711,0.01498135232516488
2022,14,Moratalaz,1,Pavones,141,74,0.008444596599338126
2022,14,Moratalaz,2,Horcajo,142,23,0.003614079195474544
2022,14,Moratalaz,3,Marroquina,143,212,0.00803730522803958
2022,14,Moratalaz,4,Media Legua,144,198,0.011373427537480614
2022,14,Moratalaz,5,Fontarrón,145,257,0.01503187693747441
2022,14,Moratalaz,6,Vinateros,146,190,0.01141209682263199
2022,15,Ciudad Lineal,1,Ventas,151,730,0.015216258467952059
2022,15,Ciudad Lineal,2,Pueblo Nuevo,152,866,0.01393313382887666
2022,15,Ciudad Lineal,3,Quintana,153,404,0.016641265395230052
2022,15,Ciudad Lineal,4,La Concepción,154,303,0.014771840873634945
2022,15,Ciudad Lineal,5,San Pascual,155,220,0.012504262816869387
2022,15,Ciudad Lineal,6,San Juan Bautista,156,137,0.011129163281884647
2022,15,Ciudad Lineal,7,Colina,157,76,0.011944051548011944
2022,15,Ciudad Lineal,8,Atalaya,158,22,0.0136986301369863
2022,15,Ciudad Lineal,9,Costillares,159,214,0.009808864646835037
2022,16,Hortaleza,1,Palomas,161,83,0.011956208585422068
2022,16,Hortaleza,2,Piovera,162,105,0.007017309363095636
2022,16,Hortaleza,3,Canillas,163,323,0.008113131719079675
2022,16,Hortaleza,4,Pinar del Rey,164,559,0.010743595164421211
2022,16,Hortaleza,5,Apóstol Santiago,165,146,0.009459021703919664
2022,16,Hortaleza,6,Valdefuentes,166,1363,0.021102664540401616
2022,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,30,6.475006475006475e-4
2022,17,Villaverde,2,San Cristóbal,172,159,0.009535232383808096
2022,17,Villaverde,3,Butarque,173,119,0.0057098987572573295
2022,17,Villaverde,4,Los Rosales,174,223,0.005956037498998424
2022,17,Villaverde,5,Ángeles,175,19,5.754959866727245e-4
2022,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,516,0.013010918076603041
2022,18,Villa de Vallecas,2,Santa Eugenia,182,192,0.007937164117403885
2022,18,Villa de Vallecas,3,Ensanche de Vallecas,183,622,0.012136585365853658
2022,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,414,0.011768050028425242
2022,19,Vicalvaro,2,Valdebernardo,192,68,0.003897071465413491
2022,19,Vicalvaro,3,Valderrivas,193,96,0.005361930294906166
2022,19,Vicalvaro,4,El Cañaveral,194,1188,0.13348314606741574
2022,20,San Blas-Canillejas,1,Simancas,201,383,0.013568088422842567
2022,20,San Blas-Canillejas,2,Hellín,202,188,0.020145735105015
2022,20,San Blas-Canillejas,3,Amposta,203,170,0.019397535371976266
2022,20,San Blas-Canillejas,4,Arcos,204,328,0.01310846455119495
2022,20,San Blas-Canillejas,5,Rosas,205,148,0.004779898588638052
2022,20,San Blas-Canillejas,6,Rejas,206,238,0.013993414863593604
2022,20,San Blas-Canillejas,7,Canillejas,207,315,0.010994380649890056
2022,20,San Blas-Canillejas,8,El Salvador,208,91,0.008042421564295183
2022,21,Barajas,1,Alameda de Osuna,211,322,0.01635015740834772
2022,21,Barajas,2,Aeropuerto,212,18,0.00946372239747634
2022,21,Barajas,3,Casco Histórico de Barajas,213,120,0.01623157040443663
2022,21,Barajas,4,Timón,214,118,0.008673281881661154
2022,21,Barajas,5,Corralejos,215,94,0.012332721070585148
2023,1,Centro,1,Palacio,011,258,0.010912782336519752
2023,1,Centro,2,Embajadores,012,750,0.016136666810103704
2023,1,Centro,3,Cortes,013,180,0.016570008285004142
2023,1,Centro,4,Justicia,014,323,0.01762907979478223
2023,1,Centro,5,Universidad,015,613,0.018607898491333517
2023,1,Centro,6,Sol,016,123,0.016567887931034482
2023,2,Arganzuela,1,Imperial,021,153,0.006812717071867486
2023,2,Arganzuela,2,Acacias,022,217,0.0059933162095727344
2023,2,Arganzuela,3,Chopera,023,191,0.009615384615384616
2023,2,Arganzuela,4,Legazpi,024,173,0.00886497565974891
2023,2,Arganzuela,5,Delicias,025,246,0.008571428571428572
2023,2,Arganzuela,6,Palos de la Frontera,026,332,0.013171989684586391
2023,2,Arganzuela,7,Atocha,027,5,0.002564102564102564
2023,3,Retiro,1,Pacífico,031,329,0.009927280407953895
2023,3,Retiro,2,Adelfas,032,117,0.006190803746229959
2023,3,Retiro,3,Estrella,033,147,0.006470355209296184
2023,3,Retiro,4,Ibiza,034,257,0.011914143989615688
2023,3,Retiro,5,Los Jerónimos,035,82,0.013303049967553536
