ventana,barrio_nombre,indice_gentrificacion,categoria
C,Opañel,-0.05323066083388532,4: Quartile 3+4 (no gentrification dynamic)
C,San Diego,-0.05562051522450696,4: Quartile 3+4 (no gentrification dynamic)
C,Costillares,-0.05674300033440965,4: Quartile 3+4 (no gentrification dynamic)
C,Horcajo,-0.08034661767578663,4: Quartile 3+4 (no gentrification dynamic)
C,Pilar,-0.08744408135015919,4: Quartile 3+4 (no gentrification dynamic)
C,Corralejos,-0.09030297389825892,4: Quartile 3+4 (no gentrification dynamic)
C,Canillas,-0.0931944761563984,4: Quartile 3+4 (no gentrification dynamic)
C,Pueblo Nuevo,-0.10554286265673424,4: Quartile 3+4 (no gentrification dynamic)
C,Pinar del Rey,-0.11614919807923926,4: Quartile 3+4 (no gentrification dynamic)
C,Valdezarza,-0.11659969930118448,4: Quartile 3+4 (no gentrification dynamic)
C,Numancia,-0.11879086492250157,4: Quartile 3+4 (no gentrification dynamic)
C,Arcos,-0.12024613086486567,4: Quartile 3+4 (no gentrification dynamic)
C,Los Cármenes,-0.12246126647121078,4: Quartile 3+4 (no gentrification dynamic)
C,Estrella,-0.1360251998170698,4: Quartile 3+4 (no gentrification dynamic)
C,Fuentelarreina,-0.14001690417428678,4: Quartile 3+4 (no gentrification dynamic)
C,Canillejas,-0.14767165447104091,4: Quartile 3+4 (no gentrification dynamic)
C,Campamento,-0.15069995308918394,4: Quartile 3+4 (no gentrification dynamic)
C,Puerta Bonita,-0.15145364176275167,4: Quartile 3+4 (no gentrification dynamic)
C,Hellín,-0.1527331698990789,4: Quartile 3+4 (no gentrification dynamic)
C,Lucero,-0.15840693923491997,4: Quartile 3+4 (no gentrification dynamic)
C,Santa Eugenia,-0.15966842263754416,4: Quartile 3+4 (no gentrification dynamic)
C,Vinateros,-0.16003101801007424,4: Quartile 3+4 (no gentrification dynamic)
C,Fontarrón,-0.16228220216002606,4: Quartile 3+4 (no gentrification dynamic)
C,Almendrales,-0.1634848306455927,4: Quartile 3+4 (no gentrification dynamic)
C,Vista Alegre,-0.16507115506850167,4: Quartile 3+4 (no gentrification dynamic)
C,Peñagrande,-0.16697050431823401,4: Quartile 3+4 (no gentrification dynamic)
C,Moscardó,-0.17131011088622805,4: Quartile 3+4 (no gentrification dynamic)
C,"Villaverde Alto, Casco Histórico de Villaverde",-0.17312984894019434,4: Quartile 3+4 (no gentrification dynamic)
C,Butarque,-0.18985972417875094,4: Quartile 3+4 (no gentrification dynamic)
C,Aluche,-0.19361863012700506,4: Quartile 3+4 (no gentrification dynamic)
C,Palomeras Bajas,-0.20323869559475932,4: Quartile 3+4 (no gentrification dynamic)
C,Abrantes,-0.20544932621385126,4: Quartile 3+4 (no gentrification dynamic)
C,Cuatro Vientos,-0.2087155033883745,4: Quartile 3+4 (no gentrification dynamic)
C,Buenavista,-0.2104560280877098,4: Quartile 3+4 (no gentrification dynamic)
C,Ángeles,-0.21216917732731136,4: Quartile 3+4 (no gentrification dynamic)
C,Casco Histórico de Vallecas,-0.2180185436681436,4: Quartile 3+4 (no gentrification dynamic)
C,Alameda de Osuna,-0.2189466383172146,4: Quartile 3+4 (no gentrification dynamic)
C,Apóstol Santiago,-0.22034979489182732,4: Quartile 3+4 (no gentrification dynamic)
C,Marroquina,-0.22275158576195814,4: Quartile 3+4 (no gentrification dynamic)
C,Media Legua,-0.22464202003601041,4: Quartile 3+4 (no gentrification dynamic)
C,Amposta,-0.22688852428049017,4: Quartile 3+4 (no gentrification dynamic)
C,La Paz,-0.22768606987996107,4: Quartile 3+4 (no gentrification dynamic)
C,Zofío,-0.23400441991226467,4: Quartile 3+4 (no gentrification dynamic)
C,Palomeras Sureste,-0.23769806994671483,4: Quartile 3+4 (no gentrification dynamic)
C,Valdebernardo,-0.24029226545482865,4: Quartile 3+4 (no gentrification dynamic)
C,Rosas,-0.24191477825278523,4: Quartile 3+4 (no gentrification dynamic)
C,Pradolongo,-0.25841009017741823,4: Quartile 3+4 (no gentrification dynamic)
C,Orcasur,-0.2616472917845992,4: Quartile 3+4 (no gentrification dynamic)
C,Portazgo,-0.2656721590204781,4: Quartile 3+4 (no gentrification dynamic)
C,San Fermín,-0.26816451350212006,4: Quartile 3+4 (no gentrification dynamic)
C,Los Rosales,-0.27753216052771396,4: Quartile 3+4 (no gentrification dynamic)
C,Águilas,-0.28099909268008194,4: Quartile 3+4 (no gentrification dynamic)
C,Entrevías,-0.2855430548283577,4: Quartile 3+4 (no gentrification dynamic)
C,Pavones,-0.3157236905109028,4: Quartile 3+4 (no gentrification dynamic)
C,San Cristóbal,-0.32071683728058115,4: Quartile 3+4 (no gentrification dynamic)
C,Valderrivas,-0.33931052760232994,4: Quartile 3+4 (no gentrification dynamic)
C,El Pardo,-0.36246291261610436,4: Quartile 3+4 (no gentrification dynamic)
C,Orcasitas,-0.36760302802004885,4: Quartile 3+4 (no gentrification dynamic)
D,Justicia,0.8887527994497484,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Cortes,0.8551205448386401,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Recoletos,0.8052272559020499,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,Universidad,0.7694503191139611,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Embajadores,0.6190772849397744,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Castellana,0.5690202335231567,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,Palacio,0.547138217161777,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Atocha,0.5436496844272973,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Trafalgar,0.4790407379158662,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Sol,0.4726885478580972,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Almagro,0.46606531598177064,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,Goya,0.45643068331927455,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Argüelles,0.407855533850672,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,Lista,0.39071637305199497,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,Ríos Rosas,0.37515892581306526,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,Los Jerónimos,0.34416275537584223,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,Atalaya,0.33429034553583165,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,Castillejos,0.29662758655486504,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Arapiles,0.28698442445044997,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Gaztambide,0.2788695401091837,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Cuatro Caminos,0.27277728761128134,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Ibiza,0.25486172226825604,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Palos de la Frontera,0.24027333108920812,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Castilla,0.2210065289231889,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,El Viso,0.21017304153556632,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,Piovera,0.19397358905362005,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,Ciudad Jardín,0.18921928023733808,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Guindalera,0.16868425207486815,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Hispanoamérica,0.15908336081567084,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,Vallehermoso,0.15345842439107726,"1: Quartile 1, elitized at t0 (super-gentrification dynamic)"
D,Prosperidad,0.149203834884743,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Fuente del Berro,0.1460894213862826,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Casco Histórico de Barajas,0.14395489340421258,"2: Quartile 1, not elitized at t0 (gentrification dynamic)"
D,Bellas Vistas,0.1353913002980433,3: Quartile 2 (slight gentrification trend)
D,Berruguete,0.12638652712702145,3: Quartile 2 (slight gentrification trend)
D,Quintana,0.12000238465282274,3: Quartile 2 (slight gentrification trend)
D,Delicias,0.11825065679489706,3: Quartile 2 (slight gentrification trend)
D,Chopera,0.10297457499287477,3: Quartile 2 (slight gentrification trend)
D,Acacias,0.10087398768831937,3: Quartile 2 (slight gentrification trend)
D,Valdeacederas,0.10034988747963934,3: Quartile 2 (slight gentrification trend)
D,Puerta del Angel,0.08808239206460433,3: Quartile 2 (slight gentrification trend)
D,Valdemarín,0.08567460176466045,3: Quartile 2 (slight gentrification trend)
D,Ciudad Universitaria,0.08382931972230787,3: Quartile 2 (slight gentrification trend)
D,Nueva España,0.077598232865157,3: Quartile 2 (slight gentrification trend)
D,San Juan Bautista,0.07603187213707886,3: Quartile 2 (slight gentrification trend)
D,Colina,0.07033664322440963,3: Quartile 2 (slight gentrification trend)
D,Comillas,0.06480517949255978,3: Quartile 2 (slight gentrification trend)
D,Almenara,0.059505738077851804,3: Quartile 2 (slight gentrification trend)
D,Pacífico,0.05906440809500672,3: Quartile 2 (slight gentrification trend)
D,Rejas,0.05199485115788813,3: Quartile 2 (slight gentrification trend)
D,Legazpi,0.04156121624077484,3: Quartile 2 (slight gentrification trend)
D,San Diego,0.022893703767529233,3: Quartile 2 (slight gentrification trend)
D,Niño Jesús,0.020219214372999294,3: Quartile 2 (slight gentrification trend)
D,Adelfas,0.019191325898778124,3: Quartile 2 (slight gentrification trend)
D,Pradolongo,0.017098936321104194,3: Quartile 2 (slight gentrification trend)
D,Imperial,0.01490251571654097,3: Quartile 2 (slight gentrification trend)
D,Aeropuerto,0.012221583885106536,3: Quartile 2 (slight gentrification trend)
D,Valdefuentes,0.012067511274899722,3: Quartile 2 (slight gentrification trend)
D,Ventas,0.011009916206154713,3: Quartile 2 (slight gentrification trend)
D,Opañel,0.00830003478849322,3: Quartile 2 (slight gentrification trend)
D,Simancas,0.00452848128663894,3: Quartile 2 (slight gentrification trend)
D,La Concepción,0.004354135589381145,3: Quartile 2 (slight gentrification trend)
D,El Plantío,0.0019595039063666497,3: Quartile 2 (slight gentrification trend)
D,El Salvador,1.3591624366407717e-4,3: Quartile 2 (slight gentrification trend)
D,Aravaca,-3.3602577905605946e-5,3: Quartile 2 (slight gentrification trend)
D,Casa de Campo,-0.005007072790992532,3: Quartile 2 (slight gentrification trend)
D,Ensanche de Vallecas,-0.00780059559951912,4: Quartile 3+4 (no gentrification dynamic)
D,San Isidro,-0.023429266066426063,4: Quartile 3+4 (no gentrification dynamic)
D,Moscardó,-0.0314522336093381,4: Quartile 3+4 (no gentrification dynamic)
D,Almendrales,-0.03890502857862678,4: Quartile 3+4 (no gentrification dynamic)
D,Cuatro Vientos,-0.04172886228688619,4: Quartile 3+4 (no gentrification dynamic)
D,Vista Alegre,-0.05017376716654408,4: Quartile 3+4 (no gentrification dynamic)
D,Abrantes,-0.05033888810665732,4: Quartile 3+4 (no gentrification dynamic)
D,Hellín,-0.05213329984427059,4: Quartile 3+4 (no gentrification dynamic)
D,Los Cármenes,-0.05432720980792855,4: Quartile 3+4 (no gentrification dynamic)
D,Pueblo Nuevo,-0.05503030330654028,4: Quartile 3+4 (no gentrification dynamic)
D,Ángeles,-0.05967209966359769,4: Quartile 3+4 (no gentrification dynamic)
D,Puerta Bonita,-0.05998801549376188,4: Quartile 3+4 (no gentrification dynamic)
D,Horcajo,-0.06162331583014627,4: Quartile 3+4 (no gentrification dynamic)
D,Orcasur,-0.06417554220203267,4: Quartile 3+4 (no gentrification dynamic)
D,El Goloso,-0.07254562733618801,4: Quartile 3+4 (no gentrification dynamic)
D,Valverde,-0.08320101185479396,4: Quartile 3+4 (no gentrification dynamic)
D,Pilar,-0.08437697364357596,4: Quartile 3+4 (no gentrification dynamic)
D,Amposta,-0.088989556849505,4: Quartile 3+4 (no gentrification dynamic)
D,Buenavista,-0.08973538356642924,4: Quartile 3+4 (no gentrification dynamic)
D,Zofío,-0.09047819570220553,4: Quartile 3+4 (no gentrification dynamic)
D,Fuentelarreina,-0.09605116992647879,4: Quartile 3+4 (no gentrification dynamic)
D,San Pascual,-0.09704763432616453,4: Quartile 3+4 (no gentrification dynamic)
D,Estrella,-0.09852956059058805,4: Quartile 3+4 (no gentrification dynamic)
D,"Villaverde Alto, Casco Histórico de Villaverde",-0.10071722295770157,4: Quartile 3+4 (no gentrification dynamic)
D,Fontarrón,-0.10183707914957132,4: Quartile 3+4 (no gentrification dynamic)
D,Palomas,-0.10457091706777485,4: Quartile 3+4 (no gentrification dynamic)
D,Costillares,-0.10581738723264844,4: Quartile 3+4 (no gentrification dynamic)
D,Numancia,-0.10777528244353458,4: Quartile 3+4 (no gentrification dynamic)
D,Corralejos,-0.1116171322949977,4: Quartile 3+4 (no gentrification dynamic)
D,Timón,-0.12484892240924671,4: Quartile 3+4 (no gentrification dynamic)
D,Campamento,-0.13166964617474652,4: Quartile 3+4 (no gentrification dynamic)
D,Valdezarza,-0.13400154092526556,4: Quartile 3+4 (no gentrification dynamic)
D,Mirasierra,-0.1407482236471079,4: Quartile 3+4 (no gentrification dynamic)
D,Lucero,-0.14245277361780423,4: Quartile 3+4 (no gentrification dynamic)
D,San Cristóbal,-0.1473672910136071,4: Quartile 3+4 (no gentrification dynamic)
D,Palomeras Sureste,-0.14779630052022308,4: Quartile 3+4 (no gentrification dynamic)
D,Vinateros,-0.14962544634703367,4: Quartile 3+4 (no gentrification dynamic)
D,Canillejas,-0.15507615328141386,4: Quartile 3+4 (no gentrification dynamic)
D,Pinar del Rey,-0.15511761205637362,4: Quartile 3+4 (no gentrification dynamic)
D,Palomeras Bajas,-0.15860720085047808,4: Quartile 3+4 (no gentrification dynamic)
D,Canillas,-0.16114237487532032,4: Quartile 3+4 (no gentrification dynamic)
D,Casco Histórico de Vallecas,-0.162113687335732,4: Quartile 3+4 (no gentrification dynamic)
D,Peñagrande,-0.1638780899168487,4: Quartile 3+4 (no gentrification dynamic)
D,Casco Histórico de Vicálvaro,-0.1716384310085429,4: Quartile 3+4 (no gentrification dynamic)
D,Los Rosales,-0.1753418063782793,4: Quartile 3+4 (no gentrification dynamic)
D,Butarque,-0.1873155742100069,4: Quartile 3+4 (no gentrification dynamic)
D,Rosas,-0.19053375094794636,4: Quartile 3+4 (no gentrification dynamic)
D,Portazgo,-0.19717945219394273,4: Quartile 3+4 (no gentrification dynamic)
D,La Paz,-0.20829989253314032,4: Quartile 3+4 (no gentrification dynamic)
D,San Fermín,-0.21426638987568772,4: Quartile 3+4 (no gentrification dynamic)
D,Aluche,-0.22241474084071233,4: Quartile 3+4 (no gentrification dynamic)
D,Media Legua,-0.22302161362737344,4: Quartile 3+4 (no gentrification dynamic)
D,Entrevías,-0.23014526335997498,4: Quartile 3+4 (no gentrification dynamic)
D,Marroquina,-0.2387636133391327,4: Quartile 3+4 (no gentrification dynamic)
D,Águilas,-0.24778415756934927,4: Quartile 3+4 (no gentrification dynamic)
D,Apóstol Santiago,-0.2590108389413785,4: Quartile 3+4 (no gentrification dynamic)
D,Valdebernardo,-0.2601955928872667,4: Quartile 3+4 (no gentrification dynamic)
D,Santa Eugenia,-0.26379328889429704,4: Quartile 3+4 (no gentrification dynamic)
D,Arcos,-0.2701932632731316,4: Quartile 3+4 (no gentrification dynamic)
D,El Pardo,-0.2891209910933645,4: Quartile 3+4 (no gentrification dynamic)
D,Orcasitas,-0.3043946928186884,4: Quartile 3+4 (no gentrification dynamic)
D,Alameda de Osuna,-0.31383523461034357,4: Quartile 3+4 (no gentrification dynamic)
D,Valderrivas,-0.32085366669705645,4: Quartile 3+4 (no gentrification dynamic)
D,Pavones,-0.5416838922815517,4: Quartile 3+4 (no gentrification dynamic)
