anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,precio_vivienda_declarado_barrio
2022,21,Barajas,3,Casco Histórico de Barajas,213,3202.44
2022,21,Barajas,4,Timón,214,3505.72
2022,21,Barajas,5,Corralejos,215,3673.5
2023,1,Centro,1,Palacio,011,5659.44
2023,1,Centro,2,Embajadores,012,4825.25
2023,1,Centro,3,Cortes,013,6099.39
2023,1,Centro,4,Justicia,014,7568.22
2023,1,Centro,5,Universidad,015,5710.69
2023,1,Centro,6,Sol,016,5687.75
2023,2,Arganzuela,1,Imperial,021,4351.64
2023,2,Arganzuela,2,Acacias,022,4699.92
2023,2,Arganzuela,3,Chopera,023,4173.01
2023,2,Arganzuela,4,Legazpi,024,5137.8
2023,2,Arganzuela,5,Delicias,025,4338.14
2023,2,Arganzuela,6,Palos de la Frontera,026,4640.72
2023,2,Arganzuela,7,Atocha,027,NA
2023,3,Retiro,1,Pacífico,031,4756.3
2023,3,Retiro,2,Adelfas,032,4412.55
2023,3,Retiro,3,Estrella,033,4446.83
2023,3,Retiro,4,Ibiza,034,6694.29
2023,3,Retiro,5,Los Jerónimos,035,7785.27
2023,3,Retiro,6,Niño Jesús,036,5875.44
2023,4,Salamanca,1,Recoletos,041,11905.33
2023,4,Salamanca,2,Goya,042,7497.63
2023,4,Salamanca,3,Fuente del Berro,043,5701.33
2023,4,Salamanca,4,Guindalera,044,5305.78
2023,4,Salamanca,5,Lista,045,7426.62
2023,4,Salamanca,6,Castellana,046,8983.97
2023,5,Chamartin,1,El Viso,051,7235.62
2023,5,Chamartin,2,Prosperidad,052,5010.83
2023,5,Chamartin,3,Ciudad Jardín,053,5627.01
2023,5,Chamartin,4,Hispanoamérica,054,6322.94
2023,5,Chamartin,5,Nueva España,055,7026.52
2023,5,Chamartin,6,Castilla,056,4596.6
2023,6,Tetuan,1,Bellas Vistas,061,4005.91
2023,6,Tetuan,2,Cuatro Caminos,062,5096.26
2023,6,Tetuan,3,Castillejos,063,4949.86
2023,6,Tetuan,4,Almenara,064,4046.93
2023,6,Tetuan,5,Valdeacederas,065,5060.01
2023,6,Tetuan,6,Berruguete,066,3674.61
2023,7,Chamberi,1,Gaztambide,071,6618.75
2023,7,Chamberi,2,Arapiles,072,6431.52
2023,7,Chamberi,3,Trafalgar,073,6628.31
2023,7,Chamberi,4,Almagro,074,8249.9
2023,7,Chamberi,5,Ríos Rosas,075,6592.8
2023,7,Chamberi,6,Vallehermoso,076,6090.19
2023,8,Fuencarral-El Pardo,1,El Pardo,081,3282.62
2023,8,Fuencarral-El Pardo,2,Fuentelarreina,082,4462.11
2023,8,Fuencarral-El Pardo,3,Peñagrande,083,4013.27
2023,8,Fuencarral-El Pardo,4,Pilar,084,3957.97
2023,8,Fuencarral-El Pardo,5,La Paz,085,3800.94
2023,8,Fuencarral-El Pardo,6,Valverde,086,3852.75
2023,8,Fuencarral-El Pardo,7,Mirasierra,087,6127.26
2023,8,Fuencarral-El Pardo,8,El Goloso,088,5731.1
2023,9,Moncloa-Aravaca,1,Casa de Campo,091,4250.27
2023,9,Moncloa-Aravaca,2,Argüelles,092,5730.29
2023,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,4531.6
2023,9,Moncloa-Aravaca,4,Valdezarza,094,3303.39
2023,9,Moncloa-Aravaca,5,Valdemarín,095,4994.74
2023,9,Moncloa-Aravaca,6,El Plantío,096,NA
2023,9,Moncloa-Aravaca,7,Aravaca,097,4564.22
2023,10,Latina,1,Los Cármenes,101,2722.75
2023,10,Latina,2,Puerta del Angel,102,2883.88
2023,10,Latina,3,Lucero,103,2608.14
2023,10,Latina,4,Aluche,104,2484.34
2023,10,Latina,5,Campamento,105,2502.57
2023,10,Latina,6,Cuatro Vientos,106,3375.62
2023,10,Latina,7,Águilas,107,2491.21
2023,11,Carabanchel,1,Comillas,111,2781.64
2023,11,Carabanchel,2,Opañel,112,2468.48
2023,11,Carabanchel,3,San Isidro,113,2600.56
2023,11,Carabanchel,4,Vista Alegre,114,2443.73
2023,11,Carabanchel,5,Puerta Bonita,115,2196.36
2023,11,Carabanchel,6,Buenavista,116,2678.66
2023,11,Carabanchel,7,Abrantes,117,2130.72
2023,12,Usera,1,Orcasitas,121,1758.15
2023,12,Usera,2,Orcasur,122,NA
2023,12,Usera,3,San Fermín,123,2036.52
2023,12,Usera,4,Almendrales,124,2687.09
2023,12,Usera,5,Moscardó,125,2700.19
2023,12,Usera,6,Zofío,126,2103.87
2023,12,Usera,7,Pradolongo,127,NA
2023,13,Puente de Vallecas,1,Entrevías,131,1963.83
2023,13,Puente de Vallecas,2,San Diego,132,2278.05
2023,13,Puente de Vallecas,3,Palomeras Bajas,133,2200.42
2023,13,Puente de Vallecas,4,Palomeras Sureste,134,1994.56
2023,13,Puente de Vallecas,5,Portazgo,135,2039.79
2023,13,Puente de Vallecas,6,Numancia,136,2232.74
2023,14,Moratalaz,1,Pavones,141,2525.56
2023,14,Moratalaz,2,Horcajo,142,3687.51
2023,14,Moratalaz,3,Marroquina,143,3152.65
2023,14,Moratalaz,4,Media Legua,144,2831.98
2023,14,Moratalaz,5,Fontarrón,145,2617.66
2023,14,Moratalaz,6,Vinateros,146,2655
2023,15,Ciudad Lineal,1,Ventas,151,3020.43
2023,15,Ciudad Lineal,2,Pueblo Nuevo,152,2861.24
2023,15,Ciudad Lineal,3,Quintana,153,3549.06
2023,15,Ciudad Lineal,4,La Concepción,154,4474.03
2023,15,Ciudad Lineal,5,San Pascual,155,4374.19
2023,15,Ciudad Lineal,6,San Juan Bautista,156,4663.75
2023,15,Ciudad Lineal,7,Colina,157,5025.68
2023,15,Ciudad Lineal,8,Atalaya,158,5327.85
2023,15,Ciudad Lineal,9,Costillares,159,4574.53
2023,16,Hortaleza,1,Palomas,161,5139.42
2023,16,Hortaleza,2,Piovera,162,5811.22
2023,16,Hortaleza,3,Canillas,163,3718.95
2023,16,Hortaleza,4,Pinar del Rey,164,3268.81
2023,16,Hortaleza,5,Apóstol Santiago,165,2960.4
2023,16,Hortaleza,6,Valdefuentes,166,4533.78
2023,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,NA
2023,17,Villaverde,2,San Cristóbal,172,1503.63
2023,17,Villaverde,3,Butarque,173,2251.01
2023,17,Villaverde,4,Los Rosales,174,2058.92
2023,17,Villaverde,5,Ángeles,175,NA
2023,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,2091.64
2023,18,Villa de Vallecas,2,Santa Eugenia,182,2222.32
2023,18,Villa de Vallecas,3,Ensanche de Vallecas,183,3197.51
2023,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,2740.64
2023,19,Vicalvaro,2,Valdebernardo,192,2504.12
2023,19,Vicalvaro,3,Valderrivas,193,3500.64
2023,19,Vicalvaro,4,El Cañaveral,194,2819.96
2023,20,San Blas-Canillejas,1,Simancas,201,2829
2023,20,San Blas-Canillejas,2,Hellín,202,1965.71
2023,20,San Blas-Canillejas,3,Amposta,203,1863.48
2023,20,San Blas-Canillejas,4,Arcos,204,2239.88
2023,20,San Blas-Canillejas,5,Rosas,205,3700.37
2023,20,San Blas-Canillejas,6,Rejas,206,2959.07
2023,20,San Blas-Canillejas,7,Canillejas,207,2557.01
2023,20,San Blas-Canillejas,8,El Salvador,208,3745.67
2023,21,Barajas,1,Alameda de Osuna,211,3486.44
2023,21,Barajas,2,Aeropuerto,212,NA
2023,21,Barajas,3,Casco Histórico de Barajas,213,3285.62
2023,21,Barajas,4,Timón,214,3745.13
2023,21,Barajas,5,Corralejos,215,4119.66
2024,1,Centro,1,Palacio,011,6399.01
2024,1,Centro,2,Embajadores,012,5229.59
2024,1,Centro,3,Cortes,013,6300.68
2024,1,Centro,4,Justicia,014,7913.82
2024,1,Centro,5,Universidad,015,6301.63
2024,1,Centro,6,Sol,016,7043.79
2024,2,Arganzuela,1,Imperial,021,5720.86
2024,2,Arganzuela,2,Acacias,022,4860.58
2024,2,Arganzuela,3,Chopera,023,4608.71
2024,2,Arganzuela,4,Legazpi,024,5125.54
2024,2,Arganzuela,5,Delicias,025,4743.7
2024,2,Arganzuela,6,Palos de la Frontera,026,5090.81
2024,2,Arganzuela,7,Atocha,027,6501.6
2024,3,Retiro,1,Pacífico,031,5105.6
2024,3,Retiro,2,Adelfas,032,4851.81
2024,3,Retiro,3,Estrella,033,5225.07
2024,3,Retiro,4,Ibiza,034,7528.5
2024,3,Retiro,5,Los Jerónimos,035,9382.2
2024,3,Retiro,6,Niño Jesús,036,6534.45
2024,4,Salamanca,1,Recoletos,041,12389.95
2024,4,Salamanca,2,Goya,042,7581.47
2024,4,Salamanca,3,Fuente del Berro,043,5975.19
2024,4,Salamanca,4,Guindalera,044,5657.4
2024,4,Salamanca,5,Lista,045,8087.78
2024,4,Salamanca,6,Castellana,046,9792.99
2024,5,Chamartin,1,El Viso,051,7883.12
2024,5,Chamartin,2,Prosperidad,052,5499.09
2024,5,Chamartin,3,Ciudad Jardín,053,6705.35
2024,5,Chamartin,4,Hispanoamérica,054,6570.69
2024,5,Chamartin,5,Nueva España,055,7252.24
2024,5,Chamartin,6,Castilla,056,5429.22
2024,6,Tetuan,1,Bellas Vistas,061,4355.09
2024,6,Tetuan,2,Cuatro Caminos,062,5479.99
2024,6,Tetuan,3,Castillejos,063,5472.11
2024,6,Tetuan,4,Almenara,064,4385.78
2024,6,Tetuan,5,Valdeacederas,065,4452.47
2024,6,Tetuan,6,Berruguete,066,4282.9
2024,7,Chamberi,1,Gaztambide,071,6657.11
2024,7,Chamberi,2,Arapiles,072,6654.11
2024,7,Chamberi,3,Trafalgar,073,7322.66
2024,7,Chamberi,4,Almagro,074,9287.64
2024,7,Chamberi,5,Ríos Rosas,075,6792.64
2024,7,Chamberi,6,Vallehermoso,076,5997.21
2024,8,Fuencarral-El Pardo,1,El Pardo,081,3124.98
2024,8,Fuencarral-El Pardo,2,Fuentelarreina,082,4597.66
2024,8,Fuencarral-El Pardo,3,Peñagrande,083,4647.79
2024,8,Fuencarral-El Pardo,4,Pilar,084,4318.47
2024,8,Fuencarral-El Pardo,5,La Paz,085,4250.25
2024,8,Fuencarral-El Pardo,6,Valverde,086,4046.65
2024,8,Fuencarral-El Pardo,7,Mirasierra,087,5841.08
2024,8,Fuencarral-El Pardo,8,El Goloso,088,5882.25
2024,9,Moncloa-Aravaca,1,Casa de Campo,091,4444.8
2024,9,Moncloa-Aravaca,2,Argüelles,092,6425.21
2024,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,5356.93
2024,9,Moncloa-Aravaca,4,Valdezarza,094,3683.14
2024,9,Moncloa-Aravaca,5,Valdemarín,095,4761
2024,9,Moncloa-Aravaca,6,El Plantío,096,4470.67
2024,9,Moncloa-Aravaca,7,Aravaca,097,5203.49
2024,10,Latina,1,Los Cármenes,101,2971.74
2024,10,Latina,2,Puerta del Angel,102,3293.67
2024,10,Latina,3,Lucero,103,2852.81
2024,10,Latina,4,Aluche,104,2686.61
2024,10,Latina,5,Campamento,105,2819.36
2024,10,Latina,6,Cuatro Vientos,106,3502.69
2024,10,Latina,7,Águilas,107,2620.47
2024,11,Carabanchel,1,Comillas,111,3309.39
2024,11,Carabanchel,2,Opañel,112,2821.21
2024,11,Carabanchel,3,San Isidro,113,3094.47
2024,11,Carabanchel,4,Vista Alegre,114,2587.19
2024,11,Carabanchel,5,Puerta Bonita,115,2425.96
2024,11,Carabanchel,6,Buenavista,116,3180.34
2024,11,Carabanchel,7,Abrantes,117,2385.79
2024,12,Usera,1,Orcasitas,121,2022.97
2024,12,Usera,2,Orcasur,122,2855.32
2024,12,Usera,3,San Fermín,123,2317.21
2024,12,Usera,4,Almendrales,124,2915.03
2024,12,Usera,5,Moscardó,125,2786.36
2024,12,Usera,6,Zofío,126,2488.09
2024,12,Usera,7,Pradolongo,127,2231.88
2024,13,Puente de Vallecas,1,Entrevías,131,2138.82
2024,13,Puente de Vallecas,2,San Diego,132,2508.13
2024,13,Puente de Vallecas,3,Palomeras Bajas,133,2487.89
2024,13,Puente de Vallecas,4,Palomeras Sureste,134,2245.45
2024,13,Puente de Vallecas,5,Portazgo,135,2313.93
2024,13,Puente de Vallecas,6,Numancia,136,2730.31
2024,14,Moratalaz,1,Pavones,141,2815.4
2024,14,Moratalaz,2,Horcajo,142,4665.3
2024,14,Moratalaz,3,Marroquina,143,3490.79
2024,14,Moratalaz,4,Media Legua,144,3283.15
2024,14,Moratalaz,5,Fontarrón,145,2790.09
2024,14,Moratalaz,6,Vinateros,146,3003.98
2024,15,Ciudad Lineal,1,Ventas,151,3325
2024,15,Ciudad Lineal,2,Pueblo Nuevo,152,3114
2024,15,Ciudad Lineal,3,Quintana,153,3860.46
2024,15,Ciudad Lineal,4,La Concepción,154,4859
2024,15,Ciudad Lineal,5,San Pascual,155,4738.42
2024,15,Ciudad Lineal,6,San Juan Bautista,156,5430.97
2024,15,Ciudad Lineal,7,Colina,157,5770.88
2024,15,Ciudad Lineal,8,Atalaya,158,5759.98
2024,15,Ciudad Lineal,9,Costillares,159,5471.11
2024,16,Hortaleza,1,Palomas,161,4816.65
2024,16,Hortaleza,2,Piovera,162,5759.74
2024,16,Hortaleza,3,Canillas,163,3972.21
2024,16,Hortaleza,4,Pinar del Rey,164,3481.8
2024,16,Hortaleza,5,Apóstol Santiago,165,3687.85
2024,16,Hortaleza,6,Valdefuentes,166,5338.82
2024,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,2105.98
2024,17,Villaverde,2,San Cristóbal,172,1578.57
2024,17,Villaverde,3,Butarque,173,2577.41
2024,17,Villaverde,4,Los Rosales,174,2319.11
2024,17,Villaverde,5,Ángeles,175,2233.31
2024,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,2372.31
2024,18,Villa de Vallecas,2,Santa Eugenia,182,2557.98
2024,18,Villa de Vallecas,3,Ensanche de Vallecas,183,3351.13
2024,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,2912.09
2024,19,Vicalvaro,2,Valdebernardo,192,3293.99
2024,19,Vicalvaro,3,Valderrivas,193,3577.1
2024,19,Vicalvaro,4,El Cañaveral,194,3331.02
2024,20,San Blas-Canillejas,1,Simancas,201,3065.16
2024,20,San Blas-Canillejas,2,Hellín,202,2026.74
2024,20,San Blas-Canillejas,3,Amposta,203,2143.18
2024,20,San Blas-Canillejas,4,Arcos,204,2560.86
2024,20,San Blas-Canillejas,5,Rosas,205,3752.62
2024,20,San Blas-Canillejas,6,Rejas,206,3056.14
2024,20,San Blas-Canillejas,7,Canillejas,207,2978.61
2024,20,San Blas-Canillejas,8,El Salvador,208,4067.12
2024,21,Barajas,1,Alameda de Osuna,211,3867.03
2024,21,Barajas,2,Aeropuerto,212,NA
2024,21,Barajas,3,Casco Histórico de Barajas,213,3560.6
2024,21,Barajas,4,Timón,214,4094.58
2024,21,Barajas,5,Corralejos,215,3985.7
2025,1,Centro,1,Palacio,011,6895.15
2025,1,Centro,2,Embajadores,012,6054.75
2025,1,Centro,3,Cortes,013,7246.75
2025,1,Centro,4,Justicia,014,9541.9
2025,1,Centro,5,Universidad,015,7135.43
2025,1,Centro,6,Sol,016,7696.61
2025,2,Arganzuela,1,Imperial,021,5855.12
2025,2,Arganzuela,2,Acacias,022,5736.45
2025,2,Arganzuela,3,Chopera,023,5473.88
2025,2,Arganzuela,4,Legazpi,024,7113.37
2025,2,Arganzuela,5,Delicias,025,5426.01
2025,2,Arganzuela,6,Palos de la Frontera,026,5784.65
2025,2,Arganzuela,7,Atocha,027,6810.36
2025,3,Retiro,1,Pacífico,031,6286.22
2025,3,Retiro,2,Adelfas,032,5741.86
2025,3,Retiro,3,Estrella,033,6590.79
2025,3,Retiro,4,Ibiza,034,9264.05
2025,3,Retiro,5,Los Jerónimos,035,9950.49
2025,3,Retiro,6,Niño Jesús,036,7639.04
2025,4,Salamanca,1,Recoletos,041,14108.83
2025,4,Salamanca,2,Goya,042,9638.66
2025,4,Salamanca,3,Fuente del Berro,043,7598.53
2025,4,Salamanca,4,Guindalera,044,6722.25
2025,4,Salamanca,5,Lista,045,10066.56
2025,4,Salamanca,6,Castellana,046,11685.39
2025,5,Chamartin,1,El Viso,051,9382.09
2025,5,Chamartin,2,Prosperidad,052,6448.55
2025,5,Chamartin,3,Ciudad Jardín,053,7558.9
2025,5,Chamartin,4,Hispanoamérica,054,7860.68
2025,5,Chamartin,5,Nueva España,055,8183.21
2025,5,Chamartin,6,Castilla,056,5913.07
2025,6,Tetuan,1,Bellas Vistas,061,5223.92
2025,6,Tetuan,2,Cuatro Caminos,062,6496.82
2025,6,Tetuan,3,Castillejos,063,6438
2025,6,Tetuan,4,Almenara,064,4987.49
2025,6,Tetuan,5,Valdeacederas,065,5274.19
2025,6,Tetuan,6,Berruguete,066,4789.99
2025,7,Chamberi,1,Gaztambide,071,7413.6
2025,7,Chamberi,2,Arapiles,072,7591.52
2025,7,Chamberi,3,Trafalgar,073,8568.41
2025,7,Chamberi,4,Almagro,074,10795.41
2025,7,Chamberi,5,Ríos Rosas,075,7915.16
2025,7,Chamberi,6,Vallehermoso,076,6752.36
2025,8,Fuencarral-El Pardo,1,El Pardo,081,3704.98
2025,8,Fuencarral-El Pardo,2,Fuentelarreina,082,5341.25
2025,8,Fuencarral-El Pardo,3,Peñagrande,083,5467.26
2025,8,Fuencarral-El Pardo,4,Pilar,084,5064.58
2025,8,Fuencarral-El Pardo,5,La Paz,085,5106.44
2025,8,Fuencarral-El Pardo,6,Valverde,086,4878.72
2025,8,Fuencarral-El Pardo,7,Mirasierra,087,6402.83
2025,8,Fuencarral-El Pardo,8,El Goloso,088,7247.17
2025,9,Moncloa-Aravaca,1,Casa de Campo,091,5378.62
2025,9,Moncloa-Aravaca,2,Argüelles,092,7554.87
2025,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,5822.75
2025,9,Moncloa-Aravaca,4,Valdezarza,094,4484.04
2025,9,Moncloa-Aravaca,5,Valdemarín,095,6710.42
2025,9,Moncloa-Aravaca,6,El Plantío,096,5946.59
2025,9,Moncloa-Aravaca,7,Aravaca,097,5644.82
2025,10,Latina,1,Los Cármenes,101,3502.59
2025,10,Latina,2,Puerta del Angel,102,4033.3
2025,10,Latina,3,Lucero,103,3310.43
2025,10,Latina,4,Aluche,104,3360.3
2025,10,Latina,5,Campamento,105,3295.84
2025,10,Latina,6,Cuatro Vientos,106,4673.53
2025,10,Latina,7,Águilas,107,3231.64
2025,11,Carabanchel,1,Comillas,111,4105.51
2025,11,Carabanchel,2,Opañel,112,3500.89
2025,11,Carabanchel,3,San Isidro,113,3670.03
2025,11,Carabanchel,4,Vista Alegre,114,3213.22
2025,11,Carabanchel,5,Puerta Bonita,115,2905.06
2025,11,Carabanchel,6,Buenavista,116,3291.57
2025,11,Carabanchel,7,Abrantes,117,2912.9
2025,12,Usera,1,Orcasitas,121,2357.51
2025,12,Usera,2,Orcasur,122,3403.28
2025,12,Usera,3,San Fermín,123,2755.18
2025,12,Usera,4,Almendrales,124,4323.83
2025,12,Usera,5,Moscardó,125,3739.18
2025,12,Usera,6,Zofío,126,3089.05
2025,12,Usera,7,Pradolongo,127,3390.16
2025,13,Puente de Vallecas,1,Entrevías,131,2430.16
2025,13,Puente de Vallecas,2,San Diego,132,3078.32
2025,13,Puente de Vallecas,3,Palomeras Bajas,133,2985.52
2025,13,Puente de Vallecas,4,Palomeras Sureste,134,2701.36
2025,13,Puente de Vallecas,5,Portazgo,135,2703.76
2025,13,Puente de Vallecas,6,Numancia,136,3239.46
2025,14,Moratalaz,1,Pavones,141,3721.75
2025,14,Moratalaz,2,Horcajo,142,4736.6
2025,14,Moratalaz,3,Marroquina,143,4301.17
2025,14,Moratalaz,4,Media Legua,144,3876.72
2025,14,Moratalaz,5,Fontarrón,145,3770.04
2025,14,Moratalaz,6,Vinateros,146,3899.66
2025,15,Ciudad Lineal,1,Ventas,151,4133.07
2025,15,Ciudad Lineal,2,Pueblo Nuevo,152,3794.82
2025,15,Ciudad Lineal,3,Quintana,153,4436.01
2025,15,Ciudad Lineal,4,La Concepción,154,5658.13
2025,15,Ciudad Lineal,5,San Pascual,155,5566.9
2025,15,Ciudad Lineal,6,San Juan Bautista,156,5764.6
2025,15,Ciudad Lineal,7,Colina,157,6519.78
2025,15,Ciudad Lineal,8,Atalaya,158,7800.28
2025,15,Ciudad Lineal,9,Costillares,159,5957.08
2025,16,Hortaleza,1,Palomas,161,5435.02
2025,16,Hortaleza,2,Piovera,162,6502.07
2025,16,Hortaleza,3,Canillas,163,4785.95
2025,16,Hortaleza,4,Pinar del Rey,164,4266.54
2025,16,Hortaleza,5,Apóstol Santiago,165,4162.46
2025,16,Hortaleza,6,Valdefuentes,166,5977.26
2025,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,2928.26
2025,17,Villaverde,2,San Cristóbal,172,1909.6
2025,17,Villaverde,3,Butarque,173,3143.01
2025,17,Villaverde,4,Los Rosales,174,2807.4
2025,17,Villaverde,5,Ángeles,175,2956.03
2025,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,2915.21
2025,18,Villa de Vallecas,2,Santa Eugenia,182,2899.99
2025,18,Villa de Vallecas,3,Ensanche de Vallecas,183,3552.31
2025,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,3355.2
2025,19,Vicalvaro,2,Valdebernardo,192,4117.97
2025,19,Vicalvaro,3,Valderrivas,193,3546.72
2025,19,Vicalvaro,4,El Cañaveral,194,4587.55
2025,20,San Blas-Canillejas,1,Simancas,201,3690.7
2025,20,San Blas-Canillejas,2,Hellín,202,2498.86
2025,20,San Blas-Canillejas,3,Amposta,203,2544.1
2025,20,San Blas-Canillejas,4,Arcos,204,3145.08
2025,20,San Blas-Canillejas,5,Rosas,205,4493.65
2025,20,San Blas-Canillejas,6,Rejas,206,3580.16
2025,20,San Blas-Canillejas,7,Canillejas,207,3409.64
2025,20,San Blas-Canillejas,8,El Salvador,208,4735.53
2025,21,Barajas,1,Alameda de Osuna,211,5052.01
2025,21,Barajas,2,Aeropuerto,212,NA
2025,21,Barajas,3,Casco Histórico de Barajas,213,3962.41
2025,21,Barajas,4,Timón,214,4418.93
2025,21,Barajas,5,Corralejos,215,4890.3
