anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,n_altas_internas,n_altas_internas_esp,n_altas_internas_ext,n_bajas_internas,n_bajas_internas_esp,n_bajas_internas_ext,n_altas_externas,n_altas_externas_esp,n_altas_externas_ext,n_bajas_externas,n_bajas_externas_esp,n_bajas_externas_ext,n_entradas_totales,n_salidas_totales,poblacion_total_barrio,tasa_altas_internas,tasa_bajas_internas,tasa_altas_externas,tasa_bajas_externas,tasa_entradas_totales,tasa_salidas_totales
2017,5,Chamartin,3,Ciudad Jardín,053,1114,882,232,1205,864,341,1056,557,499,495,389,106,2170,1700,18370,0.06064235166031573,0.06559608056614044,0.05748502994011976,0.02694610778443114,0.1181273816004355,0.09254218835057158
2017,5,Chamartin,4,Hispanoamérica,054,1903,1682,221,1949,1677,272,1316,931,385,739,647,92,3219,2688,31342,0.06071724842064961,0.06218492757322443,0.04198838619105354,0.02357858464679982,0.10270563461170315,0.08576351222002425
2017,5,Chamartin,5,Nueva España,055,1806,1552,254,1738,1491,247,1229,786,443,606,510,96,3035,2344,24156,0.07476403378042722,0.07194899817850638,0.050877628746481204,0.025086934923000497,0.12564166252690842,0.09703593310150688
2017,5,Chamartin,6,Castilla,056,944,792,152,987,803,184,978,645,333,470,400,70,1922,1457,16648,0.05670350792888035,0.059286400768861124,0.058745795290725614,0.028231619413743393,0.11544930321960596,0.08751802018260452
2017,6,Tetuan,1,Bellas Vistas,061,2389,1332,1057,2559,1441,1118,2056,886,1170,933,646,287,4445,3492,28437,0.08401026831240989,0.08998839540035869,0.07230017231072194,0.03280936807680135,0.15631044062313185,0.12279776347716004
2017,6,Tetuan,2,Cuatro Caminos,062,2236,1485,751,2512,1699,813,2235,1247,988,1053,790,263,4471,3565,34040,0.06568742655699178,0.07379553466509989,0.06565804935370152,0.030934195064629848,0.13134547591069332,0.10472972972972973
2017,6,Tetuan,3,Castillejos,063,1368,983,385,1495,1028,467,1471,869,602,630,503,127,2839,2125,20040,0.06826347305389222,0.07460079840319361,0.07340319361277445,0.03143712574850299,0.14166666666666666,0.1060379241516966
2017,6,Tetuan,4,Almenara,064,1476,1017,459,1403,959,444,1363,761,602,650,516,134,2839,2053,22039,0.06697218567085621,0.06365987567493987,0.06184491129361586,0.029493171196515268,0.12881709696447208,0.09315304687145515
2017,6,Tetuan,5,Valdeacederas,065,2041,1189,852,2131,1317,814,1761,748,1013,956,672,284,3802,3087,25277,0.08074534161490683,0.0843058907307038,0.06966807769909404,0.03782094394113225,0.15041341931400087,0.12212683467183606
2017,6,Tetuan,6,Berruguete,066,2087,1142,945,2281,1343,938,1835,810,1025,901,625,276,3922,3182,24373,0.08562753866983958,0.0935871661264514,0.07528822877774587,0.036967135764985844,0.16091576744758546,0.13055430189143724
2017,7,Chamberi,1,Gaztambide,071,1203,900,303,1358,1021,337,1548,1014,534,664,556,108,2751,2022,22488,0.053495197438633936,0.060387762362148704,0.0688367129135539,0.029526858769121308,0.12233191035218784,0.08991462113127001
2017,7,Chamberi,2,Arapiles,072,1356,1010,346,1546,1156,390,1599,1035,564,758,609,149,2955,2304,24271,0.05586914424621977,0.06369741667010012,0.06588109266202463,0.031230686827901612,0.12175023690824441,0.09492810349800174
2017,7,Chamberi,3,Trafalgar,073,1338,1004,334,1680,1264,416,1662,1032,630,734,624,110,3000,2414,24616,0.05435489112772181,0.06824829379265518,0.06751706207344817,0.029818004549886253,0.12187195320116997,0.09806629834254144
2017,7,Chamberi,4,Almagro,074,1064,802,262,1366,1009,357,1257,753,504,541,436,105,2321,1907,19766,0.053829808762521504,0.06910857027218456,0.06359405038955783,0.027370231711018923,0.11742385915207933,0.09647880198320348
2017,7,Chamberi,5,Ríos Rosas,075,1452,1133,319,1777,1385,392,1783,1166,617,826,686,140,3235,2603,26919,0.053939596567480215,0.06601285337493963,0.06623574426984657,0.03068464653218916,0.1201753408373268,0.0966974999071288
2017,7,Chamberi,6,Vallehermoso,076,979,819,160,984,837,147,1165,807,358,555,490,65,2144,1539,19874,0.049260340142900275,0.04951192512830834,0.058619301600080505,0.027925933380295864,0.10787964174298077,0.07743785850860421
2017,8,Fuencarral-El Pardo,1,El Pardo,081,167,153,14,139,126,13,182,150,32,123,114,9,349,262,3414,0.048916227299355595,0.040714704159343876,0.053309900410076154,0.03602811950790861,0.10222612770943175,0.07674282366725249
2017,8,Fuencarral-El Pardo,2,Fuentelarreina,082,128,113,15,114,93,21,100,59,41,64,55,9,228,178,3199,0.04001250390747108,0.035636136292591436,0.03125976867771178,0.02000625195373554,0.07127227258518287,0.05564238824632698
2017,8,Fuencarral-El Pardo,3,Peñagrande,083,1970,1481,489,2072,1599,473,1550,877,673,991,789,202,3520,3063,44341,0.044428407117566134,0.04672876119167362,0.034956360930064725,0.0223495185043188,0.07938476804763087,0.06907827969599242
2017,8,Fuencarral-El Pardo,4,Pilar,084,2578,1857,721,2599,1884,715,1986,1107,879,1178,964,214,4564,3777,45947,0.0561081245783185,0.056565172916621324,0.043223714279495944,0.02563823535813002,0.09933183885781444,0.08220340827475134
2017,8,Fuencarral-El Pardo,5,La Paz,085,1248,1030,218,1297,1102,195,948,627,321,702,620,82,2196,1999,33890,0.03682502213042195,0.038270876364709355,0.02797285334907052,0.02071407494836235,0.06479787547949248,0.0589849513130717
2017,8,Fuencarral-El Pardo,6,Valverde,086,4139,3124,1015,3783,2885,898,3440,1852,1588,1823,1439,384,7579,5606,60065,0.06890868226088404,0.0629817697494381,0.05727128943644385,0.030350453675185216,0.1261799716973279,0.09333222342462333
2017,8,Fuencarral-El Pardo,7,Mirasierra,087,2332,2147,185,1575,1427,148,959,706,253,591,515,76,3291,2166,30900,0.07546925566343042,0.050970873786407765,0.031035598705501617,0.01912621359223301,0.10650485436893203,0.07009708737864077
2017,8,Fuencarral-El Pardo,8,El Goloso,088,1404,1278,126,1191,1055,136,810,589,221,526,474,52,2214,1717,17422,0.08058776259901275,0.06836184135001722,0.04649293996096889,0.030191711628974858,0.12708070255998163,0.09855355297899208
2017,9,Moncloa-Aravaca,1,Casa de Campo,091,571,472,99,583,455,128,589,403,186,325,284,41,1160,908,12893,0.04428759792135267,0.045218335530908246,0.04568370433568603,0.02520747692546343,0.0899713022570387,0.07042581245637168
2017,9,Moncloa-Aravaca,2,Argüelles,092,1166,852,314,1443,1043,400,1680,1064,616,745,627,118,2846,2188,24064,0.04845412234042553,0.059965093085106384,0.06981382978723404,0.030959109042553192,0.11826795212765957,0.09092420212765957
2017,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,715,583,132,809,592,217,840,491,349,383,328,55,1555,1192,16090,0.044437538844002485,0.05027967681789931,0.05220633934120572,0.023803604723430703,0.0966438781852082,0.07408328154133002
2017,9,Moncloa-Aravaca,4,Valdezarza,094,1558,1122,436,1562,1085,477,1191,628,563,671,515,156,2749,2233,29306,0.05316317477649628,0.05329966559748857,0.04064014195045383,0.022896335221456357,0.09380331672695011,0.07619600081894493
2017,9,Moncloa-Aravaca,5,Valdemarín,095,481,410,71,444,346,98,366,236,130,219,185,34,847,663,6438,0.07471264367816093,0.06896551724137931,0.05684995340167754,0.03401677539608574,0.13156259707983847,0.10298229263746506
2017,9,Moncloa-Aravaca,6,El Plantío,096,74,63,11,97,84,13,137,89,48,107,88,19,211,204,2720,0.027205882352941177,0.03566176470588235,0.05036764705882353,0.039338235294117646,0.07757352941176471,0.075
2017,9,Moncloa-Aravaca,7,Aravaca,097,1582,1299,283,1239,970,269,1297,843,454,1032,852,180,2879,2271,25724,0.06149898927071995,0.0481651376146789,0.05041984139325144,0.040118177577359665,0.11191883066397139,0.08828331519203857
2017,10,Latina,1,Los Cármenes,101,943,616,327,926,634,292,834,387,447,490,367,123,1777,1416,17097,0.05515587529976019,0.0541615488097327,0.04878048780487805,0.02865999883020413,0.10393636310463825,0.082821547639936835
2017,10,Latina,2,Puerta del Angel,102,2651,1549,1102,2793,1687,1106,2534,1060,1474,1361,965,396,5185,4154,41131,0.06445260265979431,0.06790498650652792,0.06160803287058423,0.03308939729158056,0.12606063553037855,0.10099438379810849
2017,10,Latina,3,Lucero,103,2015,1201,814,2073,1233,840,1755,665,1090,917,656,261,3770,2990,35385,0.0569450332061608,0.05858414582450191,0.04959728698601102,0.025914935707220574,0.10654232019217183,0.08449908153172248
2017,10,Latina,4,Aluche,104,3553,2066,1487,3548,2205,1343,3060,1281,1779,1585,1161,424,6613,5133,65487,0.05425504298563073,0.0541786919541283,0.04672683127949059,0.024203276986272084,0.10098187426512133,0.07838196894040038
2017,10,Latina,5,Campamento,105,1157,647,510,1180,642,538,1189,470,719,661,450,211,2346,1841,18840,0.06141188959660297,0.06263269639065817,0.0631104033970276,0.03508492569002123,0.12452229299363057,0.09771762208067941
2017,10,Latina,6,Cuatro Vientos,106,391,339,52,248,224,24,219,170,49,186,170,16,610,434,5490,0.07122040072859745,0.04517304189435337,0.03989071038251366,0.033879781420765025,0.1111111111111111,0.0790528233151184
2017,10,Latina,7,Águilas,107,2445,1642,803,2314,1570,744,1899,950,949,1331,1006,325,4344,3645,51051,0.04789328318740083,0.045327221797810034,0.03719809602162543,0.026071967248437838,0.08509137920902626,0.07139918904624787
2017,11,Carabanchel,1,Comillas,111,1362,887,475,1434,900,534,1239,541,698,722,522,200,2601,2156,22166,0.06144545700622575,0.0646936749977443,0.05589641793738157,0.0325724081927276,0.11734187494360733,0.09726608319047189
2017,11,Carabanchel,2,Opañel,112,2298,1301,997,2352,1303,1049,1882,665,1217,950,639,311,4180,3302,32095,0.07159993768499766,0.0732824427480916,0.05863841719894065,0.02959962610998598,0.1302383548839383,0.10288206885807759
2017,11,Carabanchel,3,San Isidro,113,2847,1708,1139,2791,1629,1162,2236,864,1371,1127,758,369,5083,3918,38090,0.07474402730375426,0.07327382515095826,0.05870307167235495,0.02958781832501969,0.1334470989761092,0.10286164347597794
2017,11,Carabanchel,4,Vista Alegre,114,3357,1884,1473,3346,1985,1361,2645,915,1730,1240,815,425,6002,4586,44500,0.07543820224719101,0.07519101123595506,0.05943820224719101,0.027865168539325844,0.134876404494382,0.10305617977528089
2017,11,Carabanchel,5,Puerta Bonita,115,2679,1553,1126,2290,1355,935,2221,822,1399,1160,776,384,4900,3450,33075,0.08099773242630386,0.0692365835222978,0.0671504157218443,0.03507180650037793,0.14814814814814814,0.10430839002267574
2017,11,Carabanchel,6,Buenavista,116,2800,2001,799,2281,1573,708,1942,926,1016,1381,1069,312,4742,3662,45332,0.06176652254478073,0.050317656401658875,0.04283949527927292,0.03046413129797935,0.10460601782405365,0.08078178769963823
2017,11,Carabanchel,7,Abrantes,117,2095,1260,835,2009,1258,751,1692,609,1083,956,652,304,3787,2965,29447,0.07114476856725643,0.06822426732774137,0.0574591639216219,0.03246510680205114,0.12860393248887833,0.10068937412979251
2017,12,Usera,1,Orcasitas,121,1119,856,263,902,679,223,612,351,261,499,425,74,1731,1401,22448,0.049848538845331435,0.04018175338560228,0.027263007840342125,0.022229151817533856,0.07711154668567356,0.062410905203136136
2017,12,Usera,2,Orcasur,122,866,557,309,687,498,189,602,265,337,453,334,119,1468,1140,13383,0.06470895912725098,0.05133378166330419,0.04498244040947471,0.03384891279982067,0.1096913995367257,0.08518269446312486
2017,12,Usera,3,San Fermín,123,1533,934,599,1353,854,499,1034,358,676,676,471,205,2567,2029,22969,0.06674213069789717,0.0589054813008838,0.04501719709173233,0.02943097217989464,0.1117593277896295,0.08833645348077844
2017,12,Usera,4,Almendrales,124,1792,954,838,1696,889,807,1500,463,1037,795,460,335,3292,2491,20590,0.08703254006799417,0.08237008256435163,0.07285089849441477,0.03861097620203983,0.15988343856240894,0.12098105876639145
2017,12,Usera,5,Moscardó,125,2048,992,1056,2272,1118,1154,1870,559,1311,922,542,380,3918,3194,25422,0.0805601447565101,0.08937141058925341,0.07355833530013374,0.0362677995437023,0.15411848005664386,0.1256392101329557
2017,12,Usera,6,Zofío,126,1113,590,523,1037,600,437,838,266,572,423,280,143,1951,1460,13489,0.08251167618059159,0.07687745570464823,0.06212469419527022,0.0313588850174216,0.1446363703758618,0.10823634072206983
2017,12,Usera,7,Pradolongo,127,1758,774,984,1693,805,888,1393,369,1024,775,435,340,3151,2468,16881,0.10414074995557135,0.10029026716426752,0.0825188081274806,0.045909602511699545,0.18665955808305196,0.14619986967596707
2017,13,Puente de Vallecas,1,Entrevías,131,2343,1456,887,2148,1468,680,1491,626,865,882,663,219,3834,3030,33646,0.06963680675266005,0.06384116982702252,0.04431433156987458,0.026214111632883553,0.11395113832253463,0.09005528145990609
2017,13,Puente de Vallecas,2,San Diego,132,4249,2285,1964,4313,2358,1955,3204,1085,2118,1492,902,590,7453,5805,39323,0.10805381074689113,0.10968135696666073,0.08147903262721562,0.037942171248378814,0.18953284337410675,0.14762352821503955
2017,13,Puente de Vallecas,3,Palomeras Bajas,133,2415,1594,821,2350,1586,764,1572,636,936,980,723,257,3987,3330,39393,0.06130530804965349,0.05965526870256137,0.039905566978904884,0.024877516310004316,0.10121087502855837,0.08453278501256568
2017,13,Puente de Vallecas,4,Palomeras Sureste,134,2382,1689,693,2405,1704,701,1622,738,884,1094,845,249,4004,3499,42080,0.056606463878327,0.057153041825095056,0.038545627376425855,0.025998098859315588,0.09515209125475285,0.08315114068441065
2017,13,Puente de Vallecas,5,Portazgo,135,1894,1223,671,1738,1184,554,1252,568,684,775,579,196,3146,2513,27762,0.06822275052229666,0.06260355882141055,0.045097615445573086,0.027915856206325192,0.11332036596786975,0.09051941502773575
2017,13,Puente de Vallecas,6,Numancia,136,3678,2083,1595,3815,2246,1569,2927,1117,1810,1484,1043,441,6605,5299,46019,0.07992350985462526,0.08290054108085791,0.06360416349768575,0.03224754992503097,0.143527673352311,0.11514809100588887
2017,14,Moratalaz,1,Pavones,141,397,279,118,355,269,86,320,141,179,226,165,61,717,581,9152,0.043378496503496504,0.038789335664335664,0.03496503496503497,0.024694055944055944,0.07834353146853147,0.063483391608391615
2017,14,Moratalaz,2,Horcajo,142,251,224,27,308,283,25,92,75,17,124,100,24,343,432,6453,0.038896637222997056,0.047729738106307144,0.014256934759026809,0.019215868588253526,0.05315357198202386,0.06694560669456066
2017,14,Moratalaz,3,Marroquina,143,1018,816,202,1013,808,205,678,392,286,480,422,58,1696,1493,27427,0.037116709811499615,0.03693440770044117,0.024720166259525285,0.01750100266161082,0.0618368760710249,0.05443541036205199
2017,14,Moratalaz,4,Media Legua,144,748,562,186,876,660,216,603,319,284,379,311,68,1351,1255,17862,0.04187660956219908,0.04904266039637219,0.03375881760161236,0.021218228641809427,0.07563542716381144,0.07026088903818162
2017,14,Moratalaz,5,Fontarrón,145,1080,739,341,1027,711,316,736,326,410,403,303,100,1816,1430,16770,0.06440071556350627,0.06124031007751938,0.04388789505068575,0.024031007751937984,0.10828861061419201,0.08527131782945736
2017,14,Moratalaz,6,Vinateros,146,821,572,249,786,541,245,589,286,303,382,289,93,1410,1168,16831,0.04877903867862872,0.04669954251084309,0.034994949795021095,0.02269621531697463,0.08377398847364981,0.06939575782781772
2017,15,Ciudad Lineal,1,Ventas,151,2894,1821,1071,2989,1938,1049,2567,1111,1456,1314,978,336,5461,4303,47437,0.061007230642747226,0.0630098867972258,0.05411387735312098,0.027699896705103613,0.11512110799586821,0.0907097835023294
2017,15,Ciudad Lineal,2,Pueblo Nuevo,152,3684,2264,1420,3947,2503,1444,3291,1421,1870,1583,1151,432,6975,5530,60581,0.06081114540862647,0.06515244053416087,0.054323962958683414,0.026130304881068322,0.11513510836730988,0.0912827454152292
2017,15,Ciudad Lineal,3,Quintana,153,1816,1119,697,1949,1183,766,1628,656,972,786,553,233,3444,2735,24250,0.07488659793814433,0.08037113402061856,0.0671340206185567,0.032412371134020616,0.14202061855670103,0.11278350515463917
2017,15,Ciudad Lineal,4,La Concepción,154,1104,766,338,1191,802,389,1173,590,583,541,438,103,2277,1732,20590,0.05361826129188927,0.05784361340456532,0.056969402622632344,0.02627489072365226,0.11058766391452161,0.08411850412821759
2017,15,Ciudad Lineal,5,San Pascual,155,759,621,138,832,674,158,617,359,258,400,314,86,1376,1232,18146,0.04182739997795657,0.04585032514052684,0.03400198390829935,0.02204342554833021,0.07582938388625593,0.06789375068885704
2017,15,Ciudad Lineal,6,San Juan Bautista,156,566,470,96,706,554,152,577,317,260,313,262,51,1143,1019,12404,0.04563044179297001,0.05691712350854563,0.046517252499193806,0.02523379554982264,0.09214769429216382,0.08215091905836827
2017,15,Ciudad Lineal,7,Colina,157,374,309,65,363,271,92,360,216,144,167,135,32,734,530,6147,0.06084268748983244,0.05905319668130796,0.05856515373352855,0.02716772409305352,0.11940784122336098,0.08622092077436147
2017,15,Ciudad Lineal,8,Atalaya,158,85,75,10,107,89,18,90,68,22,52,49,3,175,159,1562,0.05441741357234315,0.06850192061459667,0.05761843790012804,0.03329065300896287,0.11203585147247119,0.10179257362355953
2017,15,Ciudad Lineal,9,Costillares,159,981,858,123,1056,939,117,853,662,191,591,533,58,1834,1647,22008,0.044574700109051256,0.04798255179934569,0.03875863322428208,0.026853871319520176,0.08333333333333333,0.07483642311886586
2017,16,Hortaleza,1,Palomas,161,313,265,48,299,255,44,242,142,100,150,114,36,555,449,6680,0.046856287425149704,0.04476047904191617,0.03622754491017964,0.02245508982035928,0.08308383233532934,0.06721556886227545
2017,16,Hortaleza,2,Piovera,162,926,748,178,818,631,187,695,377,318,377,287,90,1621,1195,14499,0.0638664735499,0.056417683978205395,0.04793434029933099,0.02600179322711911,0.11180081384923098,0.0824194772053245
2017,16,Hortaleza,3,Canillas,163,1749,1359,390,1790,1417,373,1426,778,648,904,737,166,3175,2694,40606,0.043072452346943804,0.04408215534650052,0.035117962862631136,0.02226271979510417,0.07819041520957494,0.06634487514160468
2017,16,Hortaleza,4,Pinar del Rey,164,2646,1921,725,2646,1842,804,2045,1079,966,1209,962,246,4691,3855,52106,0.050781100065251605,0.050781100065251605,0.03924691974052892,0.023202702184009518,0.09002801980578053,0.07398380224926113
2017,16,Hortaleza,5,Apóstol Santiago,165,675,500,175,666,517,149,640,430,210,457,405,52,1315,1123,15225,0.04433497536945813,0.04374384236453202,0.042036124794745486,0.030016420361247947,0.08637110016420362,0.07376026272577997
2017,16,Hortaleza,6,Valdefuentes,166,3915,3372,543,2850,2346,504,3006,1883,1123,1827,1521,306,6921,4677,51735,0.07567410843722819,0.05508843142939983,0.0581037982023775,0.035314583937373155,0.13377790663960568,0.09040301536677298
2017,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,3242,2019,1223,2811,1788,1023,2314,894,1420,1591,1135,456,5556,4402,43593,0.07436973826072993,0.0644828298121258,0.05308191682150804,0.0364966852476315,0.12745165508223796,0.1009795150597573
2017,17,Villaverde,2,San Cristóbal,172,1548,780,767,1523,831,692,1288,383,905,637,377,260,2836,2160,15257,0.10146162417251098,0.0998230320508619,0.08442026610736056,0.04175132725961853,0.18588189027987154,0.14157435931048043
2017,17,Villaverde,3,Butarque,173,1634,1167,467,801,549,252,748,365,383,556,436,120,2382,1357,17290,0.0945054945054945,0.04632735685367265,0.043262001156738,0.032157316367842685,0.1377674956622325,0.07848467322151532
2017,17,Villaverde,4,Los Rosales,174,2364,1399,965,2224,1402,822,1813,620,1193,1164,783,381,4177,3388,36572,0.06463961500601553,0.06081154981953407,0.04957344416493492,0.03182762769331729,0.11421305917095045,0.09263917751285136
2017,17,Villaverde,5,Ángeles,175,1719,1122,597,1697,1091,606,1392,523,869,833,614,219,3111,2530,30332,0.056672820783331135,0.05594751417644732,0.0458921271264671,0.027462745615191877,0.10256494790979823,0.0834102597916392
2017,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,2681,1838,843,2807,2019,788,1742,839,903,1068,740,328,4423,3875,79849,0.03357587446304901,0.03515385289734373,0.02181617803604303,0.01337524577640296,0.055392052499092036,0.0485290986737467
2017,18,Villa de Vallecas,2,Santa Eugenia,182,1009,719,290,837,596,241,661,386,275,497,424,73,1670,1334,24186,0.04171834945836434,0.03460679732076408,0.02732986024973125,0.020549077978996112,0.0690482097080956,0.05515587529976019
2017,18,Villa de Vallecas,3,Ensanche de Vallecas,183,4199,3496,703,2535,2171,364,1999,1341,658,1402,1188,214,6198,3937,NA,NA,NA,NA,NA,NA,NA
2017,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,2083,1297,786,1856,1189,667,1550,676,874,1052,754,298,3633,2908,51449,0.040486695562595966,0.036074559272289065,0.030126921806060372,0.020447433380629362,0.07061361736865635,0.05652199265291842
2017,19,Vicalvaro,2,Valdebernardo,192,530,432,98,582,472,110,423,247,176,342,270,72,953,924,18543,0.028582214312678638,0.03138650703769617,0.022811842743892575,0.018443617537615274,0.05139405705657121,0.04983012457531144
2017,19,Vicalvaro,3,Valderrivas,193,596,539,57,583,500,83,336,247,89,354,313,41,932,937,NA,NA,NA,NA,NA,NA,NA
2017,19,Vicalvaro,4,El Cañaveral,194,327,291,36,0,0,0,212,189,23,5,5,0,539,5,NA,NA,NA,NA,NA,NA,NA
2017,20,San Blas-Canillejas,1,Simancas,201,1997,1343,654,1744,1191,553,1619,749,870,813,603,210,3616,2557,26560,0.07518825301204819,0.06566265060240964,0.06095632530120482,0.030609939759036146,0.13614457831325302,0.09627259036144578
