anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,poblacion_total_barrio,pob_25_39_barrio,pct_pob_25_39
2019,16,Hortaleza,1,Palomas,161,6798,927,0.13636363636363635
2019,16,Hortaleza,2,Piovera,162,14929,2284,0.1529908232299551
2019,16,Hortaleza,3,Canillas,163,40698,7457,0.18322767703572657
2019,16,Hortaleza,4,Pinar del Rey,164,52830,9940,0.18815067196668558
2019,16,Hortaleza,5,Apóstol Santiago,165,15467,2767,0.17889700653003168
2019,16,Hortaleza,6,Valdefuentes,166,57958,12029,0.20754684426653783
2019,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,45324,9119,0.20119583443650163
2019,17,Villaverde,2,San Cristóbal,172,16091,3720,0.23118513454726244
2019,17,Villaverde,3,Butarque,173,18912,3736,0.19754653130287647
2019,17,Villaverde,4,Los Rosales,174,37695,6922,0.18363178140336914
2019,17,Villaverde,5,Ángeles,175,31254,5826,0.18640813975811096
2019,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,40352,8181,0.20274088025376685
2019,18,Villa de Vallecas,2,Santa Eugenia,182,24388,4683,0.1920206659012629
2019,18,Villa de Vallecas,3,Ensanche de Vallecas,183,45895,13275,0.28924719468351673
2019,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,34928,6897,0.19746335318369215
2019,19,Vicalvaro,2,Valdebernardo,192,17680,2462,0.13925339366515838
2019,19,Vicalvaro,3,Valderrivas,193,18158,2011,0.11075008260821677
2019,19,Vicalvaro,4,El Cañaveral,194,1528,495,0.3239528795811518
2019,20,San Blas-Canillejas,1,Simancas,201,28006,5875,0.209776476469328
2019,20,San Blas-Canillejas,2,Hellín,202,9205,1771,0.19239543726235742
2019,20,San Blas-Canillejas,3,Amposta,203,8598,1779,0.2069085833914864
2019,20,San Blas-Canillejas,4,Arcos,204,24298,4206,0.17310066672154087
2019,20,San Blas-Canillejas,5,Rosas,205,31713,4055,0.12786554409863463
2019,20,San Blas-Canillejas,6,Rejas,206,16740,3852,0.23010752688172043
2019,20,San Blas-Canillejas,7,Canillejas,207,28667,5723,0.19963721352077302
2019,20,San Blas-Canillejas,8,El Salvador,208,11372,1834,0.16127330284910307
2019,21,Barajas,1,Alameda de Osuna,211,19573,2964,0.15143309661268073
2019,21,Barajas,2,Aeropuerto,212,1864,413,0.22156652360515022
2019,21,Barajas,3,Casco Histórico de Barajas,213,7585,1890,0.24917600527356626
2019,21,Barajas,4,Timón,214,12402,2778,0.223996129656507
2019,21,Barajas,5,Corralejos,215,7646,940,0.12294009939837823
2020,1,Centro,1,Palacio,011,23695,6465,0.2728423718083984
2020,1,Centro,2,Embajadores,012,47224,16042,0.33970015246484836
2020,1,Centro,3,Cortes,013,10793,3325,0.30807004539979616
2020,1,Centro,4,Justicia,014,18092,5568,0.3077603360601371
2020,1,Centro,5,Universidad,015,33540,11273,0.3361061419200954
2020,1,Centro,6,Sol,016,7647,2387,0.31214855498888455
2020,2,Arganzuela,1,Imperial,021,22991,4658,0.20260101778956982
2020,2,Arganzuela,2,Acacias,022,37024,8003,0.21615708729472774
2020,2,Arganzuela,3,Chopera,023,20352,5002,0.2457743710691824
2020,2,Arganzuela,4,Legazpi,024,19846,4136,0.20840471631563035
2020,2,Arganzuela,5,Delicias,025,28346,6445,0.22736894094404855
2020,2,Arganzuela,6,Palos de la Frontera,026,26401,7093,0.26866406575508506
2020,2,Arganzuela,7,Atocha,027,1211,208,0.1717588769611891
2020,3,Retiro,1,Pacífico,031,33921,7206,0.21243477491819227
2020,3,Retiro,2,Adelfas,032,18864,3904,0.20695504664970313
2020,3,Retiro,3,Estrella,033,23430,3882,0.16568501920614598
2020,3,Retiro,4,Ibiza,034,22080,4578,0.20733695652173914
2020,3,Retiro,5,Los Jerónimos,035,7078,1302,0.1839502684374117
2020,3,Retiro,6,Niño Jesús,036,15500,2520,0.1625806451612903
2020,4,Salamanca,1,Recoletos,041,15908,3365,0.21152879054563742
2020,4,Salamanca,2,Goya,042,30054,7227,0.24046715911359554
2020,4,Salamanca,3,Fuente del Berro,043,21315,4962,0.23279380717804363
2020,4,Salamanca,4,Guindalera,044,42465,9538,0.22460850111856823
2020,4,Salamanca,5,Lista,045,21297,5242,0.2461379537023994
2020,4,Salamanca,6,Castellana,046,17366,4073,0.23453875388690545
2020,5,Chamartin,1,El Viso,051,17477,3654,0.20907478400183097
2020,5,Chamartin,2,Prosperidad,052,37070,8507,0.22948475856487727
2020,5,Chamartin,3,Ciudad Jardín,053,18953,4407,0.2325225557959162
2020,5,Chamartin,4,Hispanoamérica,054,32157,6018,0.1871443231644743
2020,5,Chamartin,5,Nueva España,055,25077,4877,0.1944809985245444
2020,5,Chamartin,6,Castilla,056,17287,3795,0.21952912593278187
2020,6,Tetuan,1,Bellas Vistas,061,30019,8024,0.2672973783270595
2020,6,Tetuan,2,Cuatro Caminos,062,35348,9232,0.2611746067670024
2020,6,Tetuan,3,Castillejos,063,20925,5574,0.2663799283154122
2020,6,Tetuan,4,Almenara,064,23096,5627,0.24363526151714582
2020,6,Tetuan,5,Valdeacederas,065,26646,7320,0.2747129024994371
2020,6,Tetuan,6,Berruguete,066,25953,6948,0.2677147150618426
2020,7,Chamberi,1,Gaztambide,071,23458,5950,0.25364481200443345
2020,7,Chamberi,2,Arapiles,072,24792,6465,0.2607696030977735
2020,7,Chamberi,3,Trafalgar,073,25094,6918,0.2756834303020642
2020,7,Chamberi,4,Almagro,074,19903,4438,0.22298146008139477
2020,7,Chamberi,5,Ríos Rosas,075,27676,6974,0.2519872813990461
2020,7,Chamberi,6,Vallehermoso,076,20474,4196,0.2049428543518609
2020,8,Fuencarral-El Pardo,1,El Pardo,081,3486,699,0.20051635111876076
2020,8,Fuencarral-El Pardo,2,Fuentelarreina,082,3315,465,0.14027149321266968
2020,8,Fuencarral-El Pardo,3,Peñagrande,083,45071,8093,0.17956113687293382
2020,8,Fuencarral-El Pardo,4,Pilar,084,46980,9670,0.20583226905065985
2020,8,Fuencarral-El Pardo,5,La Paz,085,33717,6104,0.1810362725034849
2020,8,Fuencarral-El Pardo,6,Valverde,086,64845,12578,0.19397023671832833
2020,8,Fuencarral-El Pardo,7,Mirasierra,087,34077,5453,0.16001995480822842
2020,8,Fuencarral-El Pardo,8,El Goloso,088,19125,3123,0.1632941176470588
2020,9,Moncloa-Aravaca,1,Casa de Campo,091,13258,2571,0.19392065168200331
2020,9,Moncloa-Aravaca,2,Argüelles,092,24537,5603,0.22834902392305498
2020,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,16458,3214,0.19528496779681614
2020,9,Moncloa-Aravaca,4,Valdezarza,094,30506,6040,0.19799383727791253
2020,9,Moncloa-Aravaca,5,Valdemarín,095,6976,1000,0.143348623853211
2020,9,Moncloa-Aravaca,6,El Plantío,096,2809,410,0.14595941616233535
2020,9,Moncloa-Aravaca,7,Aravaca,097,27580,4188,0.15184916606236404
2020,10,Latina,1,Los Cármenes,101,17803,3476,0.1952479919114756
2020,10,Latina,2,Puerta del Angel,102,42532,9941,0.23372989748894948
2020,10,Latina,3,Lucero,103,36913,7293,0.19757267087475958
2020,10,Latina,4,Aluche,104,67600,12538,0.1854733727810651
2020,10,Latina,5,Campamento,105,19908,4178,0.2098653807514567
2020,10,Latina,6,Cuatro Vientos,106,5901,1156,0.1958990001694628
2020,10,Latina,7,Águilas,107,52037,8706,0.16730403366835137
2020,11,Carabanchel,1,Comillas,111,23079,5272,0.2284327743836388
2020,11,Carabanchel,2,Opañel,112,33810,7443,0.22014196983141082
2020,11,Carabanchel,3,San Isidro,113,40167,8896,0.2214753404536062
2020,11,Carabanchel,4,Vista Alegre,114,47755,10241,0.21444874882211287
2020,11,Carabanchel,5,Puerta Bonita,115,36061,7716,0.21397077174787166
2020,11,Carabanchel,6,Buenavista,116,48180,8290,0.17206309672063097
2020,11,Carabanchel,7,Abrantes,117,32063,6249,0.19489754545738078
2020,12,Usera,1,Orcasitas,121,23229,3628,0.15618408024452193
2020,12,Usera,2,Orcasur,122,14181,2897,0.2042874268387279
2020,12,Usera,3,San Fermín,123,24051,4460,0.1854392748742256
2020,12,Usera,4,Almendrales,124,22253,5030,0.22603693883970702
2020,12,Usera,5,Moscardó,125,27239,6218,0.22827563420096186
2020,12,Usera,6,Zofío,126,14470,3087,0.2133379405666897
2020,12,Usera,7,Pradolongo,127,17937,4247,0.23677315047109326
2020,13,Puente de Vallecas,1,Entrevías,131,35601,7238,0.20330889581753323
2020,13,Puente de Vallecas,2,San Diego,132,44066,11107,0.252053737575455
2020,13,Puente de Vallecas,3,Palomeras Bajas,133,41046,7793,0.18986015689713978
2020,13,Puente de Vallecas,4,Palomeras Sureste,134,43291,8894,0.2054468596244023
2020,13,Puente de Vallecas,5,Portazgo,135,29071,6097,0.20972790753672044
2020,13,Puente de Vallecas,6,Numancia,136,48586,11287,0.23230971884905116
2020,14,Moratalaz,1,Pavones,141,9379,1555,0.16579592707111632
2020,14,Moratalaz,2,Horcajo,142,6451,858,0.13300263525034878
2020,14,Moratalaz,3,Marroquina,143,27308,4402,0.16119818368243738
2020,14,Moratalaz,4,Media Legua,144,17993,3323,0.18468293225143112
2020,14,Moratalaz,5,Fontarrón,145,17593,3384,0.19234922980730973
2020,14,Moratalaz,6,Vinateros,146,17183,3005,0.17488215096316126
2020,15,Ciudad Lineal,1,Ventas,151,49044,10388,0.21180980344180736
2020,15,Ciudad Lineal,2,Pueblo Nuevo,152,63732,13537,0.2124050712357999
2020,15,Ciudad Lineal,3,Quintana,153,25236,5875,0.2328023458551276
2020,15,Ciudad Lineal,4,La Concepción,154,21210,4312,0.2033003300330033
2020,15,Ciudad Lineal,5,San Pascual,155,18166,3210,0.17670373224705493
2020,15,Ciudad Lineal,6,San Juan Bautista,156,12768,2175,0.17034774436090225
2020,15,Ciudad Lineal,7,Colina,157,6547,1225,0.1871085993584848
2020,15,Ciudad Lineal,8,Atalaya,158,1568,229,0.14604591836734693
2020,15,Ciudad Lineal,9,Costillares,159,22322,3488,0.1562583997849655
2020,16,Hortaleza,1,Palomas,161,6857,929,0.1354819892081085
2020,16,Hortaleza,2,Piovera,162,14987,2276,0.15186494962300662
2020,16,Hortaleza,3,Canillas,163,40940,7362,0.17982413287738153
2020,16,Hortaleza,4,Pinar del Rey,164,53344,10051,0.18841856628674264
2020,16,Hortaleza,5,Apóstol Santiago,165,15613,2838,0.18177160058925254
2020,16,Hortaleza,6,Valdefuentes,166,62078,12494,0.2012629272850285
2020,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,46940,9669,0.205986365573072
2020,17,Villaverde,2,San Cristóbal,172,16992,3983,0.23440442561205274
2020,17,Villaverde,3,Butarque,173,20082,3966,0.19749028981177175
2020,17,Villaverde,4,Los Rosales,174,38252,7078,0.18503607654501725
2020,17,Villaverde,5,Ángeles,175,32648,6284,0.19247733398676795
2020,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,41118,8326,0.20249039350162945
2020,18,Villa de Vallecas,2,Santa Eugenia,182,24743,4751,0.19201390292203854
2020,18,Villa de Vallecas,3,Ensanche de Vallecas,183,48959,13284,0.2713290712637105
2020,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,35772,7041,0.19682992284468298
2020,19,Vicalvaro,2,Valdebernardo,192,17882,2634,0.14729895984789174
2020,19,Vicalvaro,3,Valderrivas,193,18191,1932,0.10620636578527844
2020,19,Vicalvaro,4,El Cañaveral,194,2390,738,0.3087866108786611
2020,20,San Blas-Canillejas,1,Simancas,201,28761,6069,0.21101491603212683
2020,20,San Blas-Canillejas,2,Hellín,202,9383,1875,0.19982947884471916
2020,20,San Blas-Canillejas,3,Amposta,203,8902,1920,0.21568186924286678
2020,20,San Blas-Canillejas,4,Arcos,204,24771,4350,0.17560857454281215
2020,20,San Blas-Canillejas,5,Rosas,205,31859,4099,0.12866066103769735
2020,20,San Blas-Canillejas,6,Rejas,206,17340,3816,0.22006920415224915
2020,20,San Blas-Canillejas,7,Canillejas,207,29144,5862,0.20113917101290146
2020,20,San Blas-Canillejas,8,El Salvador,208,11509,1865,0.16204709357893823
2020,21,Barajas,1,Alameda de Osuna,211,19885,2843,0.14297208951470958
2020,21,Barajas,2,Aeropuerto,212,1912,426,0.22280334728033474
2020,21,Barajas,3,Casco Histórico de Barajas,213,7707,1903,0.24691838588296353
2020,21,Barajas,4,Timón,214,12887,2772,0.21510048886474742
2020,21,Barajas,5,Corralejos,215,7767,925,0.11909360113299858
2021,1,Centro,1,Palacio,011,23729,6428,0.2708921572759071
2021,1,Centro,2,Embajadores,012,47528,16051,0.3377167143578522
2021,1,Centro,3,Cortes,013,10846,3368,0.31052922736492716
2021,1,Centro,4,Justicia,014,18304,5662,0.3093312937062937
2021,1,Centro,5,Universidad,015,33580,11329,0.33737343656938656
2021,1,Centro,6,Sol,016,8046,2542,0.31593338304747703
2021,2,Arganzuela,1,Imperial,021,22702,4540,0.1999823804070126
2021,2,Arganzuela,2,Acacias,022,36544,7860,0.2150831873905429
2021,2,Arganzuela,3,Chopera,023,20187,4911,0.24327537524149204
2021,2,Arganzuela,4,Legazpi,024,19660,4071,0.20707019328585963
2021,2,Arganzuela,5,Delicias,025,28518,6489,0.22754050073637702
2021,2,Arganzuela,6,Palos de la Frontera,026,25931,6895,0.26589795997069143
2021,2,Arganzuela,7,Atocha,027,1450,263,0.1813793103448276
2021,3,Retiro,1,Pacífico,031,33226,7018,0.2112201288147836
2021,3,Retiro,2,Adelfas,032,18719,3856,0.20599390993108607
2021,3,Retiro,3,Estrella,033,23134,3769,0.1629203769343823
2021,3,Retiro,4,Ibiza,034,21685,4482,0.20668664975789716
2021,3,Retiro,5,Los Jerónimos,035,6967,1268,0.18200086120281325
2021,3,Retiro,6,Niño Jesús,036,15361,2503,0.16294512076036716
2021,4,Salamanca,1,Recoletos,041,15702,3325,0.21175646414469496
2021,4,Salamanca,2,Goya,042,29603,7092,0.23957031381954533
2021,4,Salamanca,3,Fuente del Berro,043,21055,4855,0.23058655901211114
2021,4,Salamanca,4,Guindalera,044,42126,9512,0.22579879409390874
2021,4,Salamanca,5,Lista,045,20984,5132,0.24456728936332445
2021,4,Salamanca,6,Castellana,046,17197,3944,0.22934232715008432
2021,5,Chamartin,1,El Viso,051,17405,3659,0.21022694627980465
2021,5,Chamartin,2,Prosperidad,052,36499,8278,0.22680073426669223
2021,5,Chamartin,3,Ciudad Jardín,053,18690,4270,0.22846441947565543
2021,5,Chamartin,4,Hispanoamérica,054,31771,5873,0.18485411224072268
2021,5,Chamartin,5,Nueva España,055,24791,4815,0.1942237102174176
2021,5,Chamartin,6,Castilla,056,17180,3881,0.2259022118742724
2021,6,Tetuan,1,Bellas Vistas,061,29568,7850,0.2654897186147186
2021,6,Tetuan,2,Cuatro Caminos,062,34986,9130,0.2609615274681301
2021,6,Tetuan,3,Castillejos,063,20653,5540,0.2682419019028712
2021,6,Tetuan,4,Almenara,064,22869,5589,0.24439197166469895
2021,6,Tetuan,5,Valdeacederas,065,26743,7373,0.2756983135773847
2021,6,Tetuan,6,Berruguete,066,25796,6873,0.26643665684602263
2021,7,Chamberi,1,Gaztambide,071,23067,5820,0.2523084926518403
2021,7,Chamberi,2,Arapiles,072,24377,6306,0.258686466751446
2021,7,Chamberi,3,Trafalgar,073,24752,6727,0.2717760180995475
2021,7,Chamberi,4,Almagro,074,19655,4347,0.2211650979394556
2021,7,Chamberi,5,Ríos Rosas,075,27352,6901,0.25230330505995907
2021,7,Chamberi,6,Vallehermoso,076,20188,4139,0.20502278581335448
2021,8,Fuencarral-El Pardo,1,El Pardo,081,3463,688,0.19867167196072769
2021,8,Fuencarral-El Pardo,2,Fuentelarreina,082,3373,455,0.13489475244589386
2021,8,Fuencarral-El Pardo,3,Peñagrande,083,44532,7816,0.1755142369532022
2021,8,Fuencarral-El Pardo,4,Pilar,084,46182,9435,0.20430037677017018
2021,8,Fuencarral-El Pardo,5,La Paz,085,33145,5769,0.1740534017197164
2021,8,Fuencarral-El Pardo,6,Valverde,086,64336,11867,0.18445349415568266
2021,8,Fuencarral-El Pardo,7,Mirasierra,087,34633,5494,0.15863482805416798
2021,8,Fuencarral-El Pardo,8,El Goloso,088,19020,2826,0.14858044164037854
2021,9,Moncloa-Aravaca,1,Casa de Campo,091,13150,2529,0.192319391634981
2021,9,Moncloa-Aravaca,2,Argüelles,092,24315,5631,0.23158544108574955
2021,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,16234,3150,0.19403720586423556
2021,9,Moncloa-Aravaca,4,Valdezarza,094,30223,5944,0.19667140919167522
2021,9,Moncloa-Aravaca,5,Valdemarín,095,6888,973,0.14126016260162602
2021,9,Moncloa-Aravaca,6,El Plantío,096,2911,438,0.15046375815870836
2021,9,Moncloa-Aravaca,7,Aravaca,097,27647,4246,0.15357905016819184
2021,10,Latina,1,Los Cármenes,101,17655,3471,0.1966015293118097
2021,10,Latina,2,Puerta del Angel,102,42222,9919,0.23492492065747714
2021,10,Latina,3,Lucero,103,36736,7340,0.19980400696864112
2021,10,Latina,4,Aluche,104,67328,12540,0.18625237642585551
2021,10,Latina,5,Campamento,105,19669,4115,0.20921246631755555
2021,10,Latina,6,Cuatro Vientos,106,5909,1056,0.17871044169910305
2021,10,Latina,7,Águilas,107,51625,8625,0.16707021791767554
2021,11,Carabanchel,1,Comillas,111,22820,5244,0.22979842243645926
2021,11,Carabanchel,2,Opañel,112,33834,7586,0.2242123307915115
2021,11,Carabanchel,3,San Isidro,113,39889,8849,0.22184060768632957
2021,11,Carabanchel,4,Vista Alegre,114,47261,10065,0.21296629356128732
2021,11,Carabanchel,5,Puerta Bonita,115,36095,7793,0.21590247956780717
2021,11,Carabanchel,6,Buenavista,116,48194,8110,0.1682782089056729
2021,11,Carabanchel,7,Abrantes,117,31664,6149,0.1941953006568974
2021,12,Usera,1,Orcasitas,121,23194,3595,0.15499698197809778
2021,12,Usera,2,Orcasur,122,14212,2909,0.20468618069237265
2021,12,Usera,3,San Fermín,123,23915,4468,0.1868283504076939
2021,12,Usera,4,Almendrales,124,22623,5102,0.225522698139062
2021,12,Usera,5,Moscardó,125,26758,6007,0.22449360938784663
2021,12,Usera,6,Zofío,126,14398,3082,0.21405750798722045
2021,12,Usera,7,Pradolongo,127,17987,4283,0.23811641741257575
2021,13,Puente de Vallecas,1,Entrevías,131,35386,7206,0.2036398575707907
2021,13,Puente de Vallecas,2,San Diego,132,43815,11034,0.2518315645326943
2021,13,Puente de Vallecas,3,Palomeras Bajas,133,40616,7783,0.19162399054559778
2021,13,Puente de Vallecas,4,Palomeras Sureste,134,43064,8814,0.20467211592049042
2021,13,Puente de Vallecas,5,Portazgo,135,28849,5999,0.207944816111477
2021,13,Puente de Vallecas,6,Numancia,136,48337,11053,0.22866541158946563
2021,14,Moratalaz,1,Pavones,141,8997,1493,0.16594420362343004
2021,14,Moratalaz,2,Horcajo,142,6396,859,0.13430268918073796
2021,14,Moratalaz,3,Marroquina,143,26786,4306,0.16075561860673487
2021,14,Moratalaz,4,Media Legua,144,17724,3209,0.1810539381629429
2021,14,Moratalaz,5,Fontarrón,145,17372,3368,0.19387520147363574
2021,14,Moratalaz,6,Vinateros,146,16928,2960,0.17485822306238186
2021,15,Ciudad Lineal,1,Ventas,151,48631,10423,0.2143283091032469
2021,15,Ciudad Lineal,2,Pueblo Nuevo,152,63038,13315,0.2112218027221676
2021,15,Ciudad Lineal,3,Quintana,153,24757,5707,0.23052066082320152
2021,15,Ciudad Lineal,4,La Concepción,154,20831,4185,0.20090250108012098
2021,15,Ciudad Lineal,5,San Pascual,155,17899,3142,0.17554053299066988
2021,15,Ciudad Lineal,6,San Juan Bautista,156,12544,2086,0.16629464285714285
2021,15,Ciudad Lineal,7,Colina,157,6389,1156,0.18093598372202221
2021,15,Ciudad Lineal,8,Atalaya,158,1581,242,0.15306767868437698
2021,15,Ciudad Lineal,9,Costillares,159,22146,3461,0.15628104398085432
2021,16,Hortaleza,1,Palomas,161,6909,944,0.1366333767549573
2021,16,Hortaleza,2,Piovera,162,14870,2250,0.15131136516476126
2021,16,Hortaleza,3,Canillas,163,40431,7140,0.17659716554129257
2021,16,Hortaleza,4,Pinar del Rey,164,52729,9858,0.18695594454664416
2021,16,Hortaleza,5,Apóstol Santiago,165,15538,2751,0.1770498133607929
2021,16,Hortaleza,6,Valdefuentes,166,63433,11935,0.1881512777261047
2021,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,46836,9628,0.2055683662140234
2021,17,Villaverde,2,San Cristóbal,172,17059,4061,0.23805615803974442
2021,17,Villaverde,3,Butarque,173,20766,4055,0.1952711162477126
2021,17,Villaverde,4,Los Rosales,174,37961,7004,0.1845051500223914
2021,17,Villaverde,5,Ángeles,175,32828,6509,0.19827586206896552
2021,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,40384,8079,0.20005447702060222
2021,18,Villa de Vallecas,2,Santa Eugenia,182,24395,4685,0.19204755072760812
2021,18,Villa de Vallecas,3,Ensanche de Vallecas,183,50396,12840,0.2547821255655211
2021,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,35675,6933,0.19433777154870358
2021,19,Vicalvaro,2,Valdebernardo,192,17628,2660,0.1508963013387792
2021,19,Vicalvaro,3,Valderrivas,193,18008,1858,0.1031763660595291
2021,19,Vicalvaro,4,El Cañaveral,194,4421,1606,0.36326622935987335
2021,20,San Blas-Canillejas,1,Simancas,201,28616,5978,0.2089041095890411
2021,20,San Blas-Canillejas,2,Hellín,202,9419,1980,0.2102133984499416
2021,20,San Blas-Canillejas,3,Amposta,203,8926,1917,0.21476585256553887
2021,20,San Blas-Canillejas,4,Arcos,204,24705,4376,0.17713013560008095
2021,20,San Blas-Canillejas,5,Rosas,205,31611,4131,0.13068235740723166
2021,20,San Blas-Canillejas,6,Rejas,206,17200,3631,0.2111046511627907
2021,20,San Blas-Canillejas,7,Canillejas,207,29065,5824,0.20037846206777912
2021,20,San Blas-Canillejas,8,El Salvador,208,11409,1909,0.16732404242264878
2021,21,Barajas,1,Alameda de Osuna,211,19751,2691,0.1362462660118475
2021,21,Barajas,2,Aeropuerto,212,1924,426,0.22141372141372143
2021,21,Barajas,3,Casco Histórico de Barajas,213,7540,1815,0.24071618037135278
2021,21,Barajas,4,Timón,214,13366,2812,0.2103845578333084
2021,21,Barajas,5,Corralejos,215,7690,893,0.11612483745123538
2022,1,Centro,1,Palacio,011,23487,6330,0.2695107932047516
2022,1,Centro,2,Embajadores,012,46656,15387,0.3297968106995885
2022,1,Centro,3,Cortes,013,10865,3360,0.3092498849516797
2022,1,Centro,4,Justicia,014,18070,5547,0.30697288323187605
2022,1,Centro,5,Universidad,015,32956,10784,0.3272241776914674
2022,1,Centro,6,Sol,016,8147,2562,0.31447158463238
2022,2,Arganzuela,1,Imperial,021,22503,4394,0.19526285384171
2022,2,Arganzuela,2,Acacias,022,36133,7576,0.2096698309024991
2022,2,Arganzuela,3,Chopera,023,19803,4722,0.23844871989092561
2022,2,Arganzuela,4,Legazpi,024,19493,3964,0.20335505053095984
2022,2,Arganzuela,5,Delicias,025,28310,6323,0.22334864005651714
2022,2,Arganzuela,6,Palos de la Frontera,026,25162,6500,0.25832604721405295
2022,2,Arganzuela,7,Atocha,027,1620,340,0.20987654320987653
2022,3,Retiro,1,Pacífico,031,32819,6895,0.2100917151649959
2022,3,Retiro,2,Adelfas,032,18744,3821,0.20385189927443448
2022,3,Retiro,3,Estrella,033,22831,3582,0.15689194516227936
2022,3,Retiro,4,Ibiza,034,21452,4370,0.2037106097333582
2022,3,Retiro,5,Los Jerónimos,035,6968,1263,0.18125717566016072
2022,3,Retiro,6,Niño Jesús,036,15158,2421,0.15971764084971632
2022,4,Salamanca,1,Recoletos,041,15709,3281,0.20886116239098607
2022,4,Salamanca,2,Goya,042,29564,7075,0.23931132458395346
2022,4,Salamanca,3,Fuente del Berro,043,20909,4703,0.22492706490028216
2022,4,Salamanca,4,Guindalera,044,41864,9362,0.22362889356009938
2022,4,Salamanca,5,Lista,045,20845,4996,0.23967378268169826
2022,4,Salamanca,6,Castellana,046,17050,3838,0.22510263929618768
2022,5,Chamartin,1,El Viso,051,17192,3559,0.20701489064681247
2022,5,Chamartin,2,Prosperidad,052,36085,8113,0.22483026188166827
2022,5,Chamartin,3,Ciudad Jardín,053,18435,4121,0.22354217521019798
2022,5,Chamartin,4,Hispanoamérica,054,31513,5706,0.18106813061276297
2022,5,Chamartin,5,Nueva España,055,24386,4583,0.18793570081194128
2022,5,Chamartin,6,Castilla,056,17042,3833,0.22491491608966083
2022,6,Tetuan,1,Bellas Vistas,061,29055,7634,0.2627430734813285
2022,6,Tetuan,2,Cuatro Caminos,062,34553,8863,0.256504500332822
2022,6,Tetuan,3,Castillejos,063,20340,5330,0.26204523107177974
2022,6,Tetuan,4,Almenara,064,22650,5525,0.24392935982339956
2022,6,Tetuan,5,Valdeacederas,065,26209,7073,0.2698691289251784
2022,6,Tetuan,6,Berruguete,066,25043,6581,0.2627880046320329
2022,7,Chamberi,1,Gaztambide,071,22754,5546,0.24373736485892591
2022,7,Chamberi,2,Arapiles,072,24050,6056,0.2518087318087318
2022,7,Chamberi,3,Trafalgar,073,24580,6662,0.271033360455655
2022,7,Chamberi,4,Almagro,074,19418,4320,0.22247399320218353
2022,7,Chamberi,5,Ríos Rosas,075,26971,6658,0.24685773608690817
2022,7,Chamberi,6,Vallehermoso,076,19954,4014,0.20116267415054626
2022,8,Fuencarral-El Pardo,1,El Pardo,081,3412,657,0.1925556858147714
2022,8,Fuencarral-El Pardo,2,Fuentelarreina,082,3351,457,0.13637720083557148
2022,8,Fuencarral-El Pardo,3,Peñagrande,083,44021,7507,0.17053224597351263
2022,8,Fuencarral-El Pardo,4,Pilar,084,45495,9092,0.19984613693812506
2022,8,Fuencarral-El Pardo,5,La Paz,085,32423,5356,0.16519137649199642
2022,8,Fuencarral-El Pardo,6,Valverde,086,63776,11361,0.17813911189162068
2022,8,Fuencarral-El Pardo,7,Mirasierra,087,35251,5573,0.15809480582111146
2022,8,Fuencarral-El Pardo,8,El Goloso,088,19107,2662,0.13932066781807714
2022,9,Moncloa-Aravaca,1,Casa de Campo,091,12853,2384,0.18548198864078425
2022,9,Moncloa-Aravaca,2,Argüelles,092,24265,5555,0.22893055841747373
2022,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,16253,3026,0.18618101273611026
2022,9,Moncloa-Aravaca,4,Valdezarza,094,29875,5780,0.19347280334728034
2022,9,Moncloa-Aravaca,5,Valdemarín,095,7057,988,0.1400028340654669
2022,9,Moncloa-Aravaca,6,El Plantío,096,3010,437,0.1451827242524917
2022,9,Moncloa-Aravaca,7,Aravaca,097,27394,4251,0.1551799664160035
2022,10,Latina,1,Los Cármenes,101,17591,3506,0.1993064635324882
2022,10,Latina,2,Puerta del Angel,102,41558,9589,0.23073776408874344
2022,10,Latina,3,Lucero,103,36172,7123,0.19692026982196173
2022,10,Latina,4,Aluche,104,66022,11879,0.17992487352700615
2022,10,Latina,5,Campamento,105,19392,4027,0.20766295379537955
2022,10,Latina,6,Cuatro Vientos,106,5975,1032,0.17271966527196653
2022,10,Latina,7,Águilas,107,50853,8292,0.16305822665329478
2022,11,Carabanchel,1,Comillas,111,22285,4933,0.22135965896342832
2022,11,Carabanchel,2,Opañel,112,33402,7553,0.226124184180588
2022,11,Carabanchel,3,San Isidro,113,39528,8649,0.21880692167577415
2022,11,Carabanchel,4,Vista Alegre,114,46626,9748,0.2090679020289109
2022,11,Carabanchel,5,Puerta Bonita,115,35482,7551,0.21281213009413225
2022,11,Carabanchel,6,Buenavista,116,47938,7890,0.16458759230672954
