anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,total_hogares,hog_mujer_sola_16_64,hog_hombre_solo_16_64,hog_dos_adultos_sin_menores,hog_dos_adultos_1_menor,hog_dos_adultos_2_menores,hog_dos_adultos_3mas_menores,hog_mujer_adulta_con_menores,hog_hombre_adulto_con_menores
2021,16,Hortaleza,6,Valdefuentes,166,21598,1774,2110,2717,2461,3266,812,928,327
2021,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,16592,1086,1267,1953,966,766,226,366,51
2021,17,Villaverde,2,San Cristóbal,172,5177,255,363,517,240,189,144,112,13
2021,17,Villaverde,3,Butarque,173,7254,497,657,1034,841,913,134,323,48
2021,17,Villaverde,4,Los Rosales,174,13258,766,881,1582,693,617,142,241,53
2021,17,Villaverde,5,Ángeles,175,12540,688,777,1291,620,424,98,255,33
2021,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,14886,1023,1219,1847,994,734,222,381,52
2021,18,Villa de Vallecas,2,Santa Eugenia,182,9050,413,422,948,473,445,60,133,25
2021,18,Villa de Vallecas,3,Ensanche de Vallecas,183,19797,2608,2917,3439,2468,2508,378,925,199
2021,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,13371,835,943,1523,760,611,189,293,37
2021,19,Vicalvaro,2,Valdebernardo,192,6109,402,403,757,351,269,58,106,26
2021,19,Vicalvaro,3,Valderrivas,193,6307,452,547,772,823,1163,108,288,67
2021,19,Vicalvaro,4,El Cañaveral,194,1804,179,306,437,288,217,26,49,8
2021,20,San Blas-Canillejas,1,Simancas,201,11044,960,1100,1543,677,601,84,271,44
2021,20,San Blas-Canillejas,2,Hellín,202,3703,236,294,408,175,142,23,61,7
2021,20,San Blas-Canillejas,3,Amposta,203,3393,243,296,382,177,134,27,96,8
2021,20,San Blas-Canillejas,4,Arcos,204,9076,538,681,1127,565,477,93,196,31
2021,20,San Blas-Canillejas,5,Rosas,205,11112,648,667,1217,764,821,105,260,51
2021,20,San Blas-Canillejas,6,Rejas,206,6825,721,862,1035,587,619,108,237,53
2021,20,San Blas-Canillejas,7,Canillejas,207,11039,668,740,1272,561,434,85,206,32
2021,20,San Blas-Canillejas,8,El Salvador,208,4359,302,282,462,224,202,34,83,17
2021,21,Barajas,1,Alameda de Osuna,211,7359,338,372,610,465,604,113,171,46
2021,21,Barajas,2,Aeropuerto,212,704,37,72,87,53,37,13,15,7
2021,21,Barajas,3,Casco Histórico de Barajas,213,3160,337,343,520,178,99,18,49,10
2021,21,Barajas,4,Timón,214,4933,474,475,673,548,491,97,194,41
2021,21,Barajas,5,Corralejos,215,2600,190,204,294,233,334,73,105,37
2022,1,Centro,1,Palacio,011,11683,1844,2110,2182,358,211,36,147,39
2022,1,Centro,2,Embajadores,012,22704,3976,4574,4533,710,377,80,309,56
2022,1,Centro,3,Cortes,013,5595,996,1090,1116,145,81,13,56,10
2022,1,Centro,4,Justicia,014,8991,1477,1928,1769,275,146,29,103,19
2022,1,Centro,5,Universidad,015,16983,3036,3519,3412,490,293,46,189,46
2022,1,Centro,6,Sol,016,3971,623,835,813,118,33,9,36,10
2022,2,Arganzuela,1,Imperial,021,9643,1019,928,1397,453,437,54,134,18
2022,2,Arganzuela,2,Acacias,022,15492,1712,1317,2040,716,577,104,239,53
2022,2,Arganzuela,3,Chopera,023,8662,996,824,1296,426,301,43,124,20
2022,2,Arganzuela,4,Legazpi,024,7688,814,907,1322,630,661,124,198,44
2022,2,Arganzuela,5,Delicias,025,11936,1362,1319,1810,746,712,99,218,49
2022,2,Arganzuela,6,Palos de la Frontera,026,11680,1565,1612,1916,468,328,63,156,29
2022,2,Arganzuela,7,Atocha,027,624,68,77,108,51,53,12,12,4
2022,3,Retiro,1,Pacífico,031,14675,1550,1333,1934,598,507,87,218,44
2022,3,Retiro,2,Adelfas,032,7880,782,748,1131,452,372,81,157,33
2022,3,Retiro,3,Estrella,033,8722,441,438,665,341,439,165,107,28
2022,3,Retiro,4,Ibiza,034,9366,1037,893,1140,433,395,104,159,39
2022,3,Retiro,5,Los Jerónimos,035,2761,235,259,281,85,116,42,36,14
2022,3,Retiro,6,Niño Jesús,036,5669,365,328,447,258,279,119,87,19
2022,4,Salamanca,1,Recoletos,041,6680,950,837,812,195,186,67,88,23
2022,4,Salamanca,2,Goya,042,13198,1735,1340,1916,521,428,108,163,51
2022,4,Salamanca,3,Fuente del Berro,043,9268,1157,864,1246,396,367,68,131,31
2022,4,Salamanca,4,Guindalera,044,17869,2107,1701,2374,748,731,196,250,60
2022,4,Salamanca,5,Lista,045,9231,1235,921,1241,331,257,104,128,33
2022,4,Salamanca,6,Castellana,046,6992,929,810,860,173,156,87,69,18
2022,5,Chamartin,1,El Viso,051,6158,541,526,648,220,216,119,79,27
2022,5,Chamartin,2,Prosperidad,052,16024,1826,1513,2107,724,614,137,237,63
2022,5,Chamartin,3,Ciudad Jardín,053,8067,932,828,1115,378,331,88,138,22
2022,5,Chamartin,4,Hispanoamérica,054,12473,1148,1034,1298,579,589,204,201,41
2022,5,Chamartin,5,Nueva España,055,9216,973,836,931,372,454,252,157,37
2022,5,Chamartin,6,Castilla,056,6706,624,604,830,264,270,136,82,29
2022,6,Tetuan,1,Bellas Vistas,061,12039,1460,1440,1742,519,358,68,193,30
2022,6,Tetuan,2,Cuatro Caminos,062,15211,1944,1778,2047,574,496,134,193,53
2022,6,Tetuan,3,Castillejos,063,9367,1275,1201,1301,337,268,64,122,32
2022,6,Tetuan,4,Almenara,064,9398,1003,1058,1481,426,292,77,181,26
2022,6,Tetuan,5,Valdeacederas,065,10872,1369,1366,1865,597,326,73,216,30
2022,6,Tetuan,6,Berruguete,066,10423,1321,1275,1679,466,342,55,189,31
2022,7,Chamberi,1,Gaztambide,071,10457,1422,1186,1342,356,329,82,112,30
2022,7,Chamberi,2,Arapiles,072,11196,1528,1276,1586,446,341,77,153,38
2022,7,Chamberi,3,Trafalgar,073,11743,1877,1622,1819,436,344,87,175,43
2022,7,Chamberi,4,Almagro,074,8050,972,926,985,276,263,87,119,33
2022,7,Chamberi,5,Ríos Rosas,075,12086,1630,1330,1598,494,440,130,173,45
2022,7,Chamberi,6,Vallehermoso,076,8380,927,770,846,274,339,118,94,26
2022,8,Fuencarral-El Pardo,1,El Pardo,081,1305,82,110,120,69,72,10,25,13
2022,8,Fuencarral-El Pardo,2,Fuentelarreina,082,1138,64,47,57,27,49,57,14,8
2022,8,Fuencarral-El Pardo,3,Peñagrande,083,17123,1096,1012,1660,832,860,207,334,92
2022,8,Fuencarral-El Pardo,4,Pilar,084,19458,1554,1436,2356,895,694,107,308,49
2022,8,Fuencarral-El Pardo,5,La Paz,085,12495,518,463,856,483,600,153,155,43
2022,8,Fuencarral-El Pardo,6,Valverde,086,23067,1763,2104,2826,1948,2561,679,839,259
2022,8,Fuencarral-El Pardo,7,Mirasierra,087,11294,635,632,888,738,1105,592,323,104
2022,8,Fuencarral-El Pardo,8,El Goloso,088,5930,476,550,599,691,1048,365,343,118
2022,9,Moncloa-Aravaca,1,Casa de Campo,091,5579,500,568,721,241,215,25,112,13
2022,9,Moncloa-Aravaca,2,Argüelles,092,10534,1231,1270,1485,376,329,93,145,40
2022,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,6207,467,540,612,233,303,94,97,26
2022,9,Moncloa-Aravaca,4,Valdezarza,094,12497,974,975,1451,694,563,107,270,50
2022,9,Moncloa-Aravaca,5,Valdemarín,095,2036,127,166,155,102,189,127,75,24
2022,9,Moncloa-Aravaca,6,El Plantío,096,936,41,51,73,43,76,33,21,9
2022,9,Moncloa-Aravaca,7,Aravaca,097,8855,512,537,762,495,588,284,234,62
2022,10,Latina,1,Los Cármenes,101,6667,508,581,882,344,222,69,157,26
2022,10,Latina,2,Puerta del Angel,102,17613,1896,1894,2537,781,488,102,309,42
2022,10,Latina,3,Lucero,103,14274,1045,1176,1596,676,509,102,256,33
2022,10,Latina,4,Aluche,104,26858,1676,1626,2623,1196,927,148,408,64
2022,10,Latina,5,Campamento,105,7455,510,567,801,338,254,80,118,26
2022,10,Latina,6,Cuatro Vientos,106,2246,278,294,304,248,267,37,101,29
2022,10,Latina,7,Águilas,107,20858,1242,1387,2126,1080,838,126,366,51
2022,11,Carabanchel,1,Comillas,111,9577,872,910,1240,462,266,50,172,35
2022,11,Carabanchel,2,Opañel,112,13278,1184,1098,1755,610,374,90,220,34
2022,11,Carabanchel,3,San Isidro,113,15391,1391,1385,1979,804,498,130,303,36
2022,11,Carabanchel,4,Vista Alegre,114,17561,1237,1168,1949,804,526,108,301,50
2022,11,Carabanchel,5,Puerta Bonita,115,12741,915,956,1538,714,455,131,290,33
2022,11,Carabanchel,6,Buenavista,116,17555,1383,1603,2131,1488,1647,218,554,102
2022,11,Carabanchel,7,Abrantes,117,11161,745,753,1206,595,577,102,236,39
2022,12,Usera,1,Orcasitas,121,8472,462,514,873,572,541,93,201,34
2022,12,Usera,2,Orcasur,122,4803,323,400,614,277,213,68,101,17
2022,12,Usera,3,San Fermín,123,8310,509,653,1016,540,406,109,238,40
2022,12,Usera,4,Almendrales,124,8083,625,647,983,505,388,71,170,18
2022,12,Usera,5,Moscardó,125,9836,758,791,1186,464,279,62,186,23
2022,12,Usera,6,Zofío,126,5035,337,337,638,225,166,42,98,7
2022,12,Usera,7,Pradolongo,127,6004,406,432,671,317,163,51,133,16
2022,13,Puente de Vallecas,1,Entrevías,131,12723,782,913,1454,648,476,144,278,36
2022,13,Puente de Vallecas,2,San Diego,132,16277,1559,1812,2367,866,543,194,418,39
2022,13,Puente de Vallecas,3,Palomeras Bajas,133,15141,1165,1147,1895,738,499,118,321,44
2022,13,Puente de Vallecas,4,Palomeras Sureste,134,16157,1055,1210,2121,910,736,137,362,52
2022,13,Puente de Vallecas,5,Portazgo,135,10854,775,829,1272,561,395,111,236,36
2022,13,Puente de Vallecas,6,Numancia,136,18438,1622,1724,2500,874,538,150,378,51
2022,14,Moratalaz,1,Pavones,141,3283,173,174,392,147,125,24,46,15
2022,14,Moratalaz,2,Horcajo,142,2190,154,139,269,130,127,28,58,15
2022,14,Moratalaz,3,Marroquina,143,10803,661,573,1042,467,367,77,153,32
2022,14,Moratalaz,4,Media Legua,144,7149,501,451,720,289,212,58,122,17
2022,14,Moratalaz,5,Fontarrón,145,6889,460,512,784,332,249,41,140,20
2022,14,Moratalaz,6,Vinateros,146,7216,570,521,762,351,249,37,121,19
2022,15,Ciudad Lineal,1,Ventas,151,20000,1804,1665,2489,938,591,79,336,58
2022,15,Ciudad Lineal,2,Pueblo Nuevo,152,24195,1817,1833,2857,1184,802,135,421,69
2022,15,Ciudad Lineal,3,Quintana,153,10378,1113,981,1426,470,277,40,182,25
2022,15,Ciudad Lineal,4,La Concepción,154,9042,935,798,1141,461,299,57,177,41
2022,15,Ciudad Lineal,5,San Pascual,155,7506,634,581,833,333,311,68,150,32
2022,15,Ciudad Lineal,6,San Juan Bautista,156,4888,383,407,498,263,315,82,112,31
2022,15,Ciudad Lineal,7,Colina,157,2628,259,228,301,150,139,36,81,25
2022,15,Ciudad Lineal,8,Atalaya,158,598,57,60,59,23,34,12,20,8
2022,15,Ciudad Lineal,9,Costillares,159,8005,512,477,742,339,404,203,156,60
2022,16,Hortaleza,1,Palomas,161,2281,93,129,193,144,184,71,58,16
2022,16,Hortaleza,2,Piovera,162,4952,294,351,476,289,386,147,112,23
2022,16,Hortaleza,3,Canillas,163,16069,1136,1048,1698,801,736,131,285,47
2022,16,Hortaleza,4,Pinar del Rey,164,21434,1522,1498,2443,1092,852,153,441,66
2022,16,Hortaleza,5,Apóstol Santiago,165,5843,333,436,677,247,230,61,111,29
2022,16,Hortaleza,6,Valdefuentes,166,22710,1807,2257,2846,2614,3355,858,955,307
2022,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,16642,1155,1317,1989,940,711,222,400,56
2022,17,Villaverde,2,San Cristóbal,172,5180,254,405,568,244,169,148,127,11
2022,17,Villaverde,3,Butarque,173,7349,512,664,1048,861,852,124,304,46
2022,17,Villaverde,4,Los Rosales,174,13284,780,875,1637,678,550,146,262,43
2022,17,Villaverde,5,Ángeles,175,12836,736,839,1400,654,472,92,252,42
2022,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,14874,1030,1226,1868,985,720,208,391,47
2022,18,Villa de Vallecas,2,Santa Eugenia,182,9055,414,438,959,462,425,63,132,25
2022,18,Villa de Vallecas,3,Ensanche de Vallecas,183,20240,2661,2979,3461,2464,2513,379,931,222
2022,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,13392,872,1005,1594,775,590,179,303,37
2022,19,Vicalvaro,2,Valdebernardo,192,6095,387,375,771,299,234,56,95,29
2022,19,Vicalvaro,3,Valderrivas,193,6305,446,532,789,804,1019,95,265,56
2022,19,Vicalvaro,4,El Cañaveral,194,3615,373,585,901,533,425,56,103,23
2022,20,San Blas-Canillejas,1,Simancas,201,11128,981,1127,1631,679,538,91,271,47
2022,20,San Blas-Canillejas,2,Hellín,202,3698,231,305,428,195,145,24,73,4
2022,20,San Blas-Canillejas,3,Amposta,203,3396,255,311,387,163,129,35,86,11
2022,20,San Blas-Canillejas,4,Arcos,204,9232,558,725,1131,583,488,95,206,32
2022,20,San Blas-Canillejas,5,Rosas,205,11076,644,667,1238,706,733,91,240,52
2022,20,San Blas-Canillejas,6,Rejas,206,6809,730,854,1042,564,593,86,237,60
2022,20,San Blas-Canillejas,7,Canillejas,207,11032,687,743,1290,559,427,93,229,32
2022,20,San Blas-Canillejas,8,El Salvador,208,4367,293,286,473,228,212,27,76,15
2022,21,Barajas,1,Alameda de Osuna,211,7428,344,378,609,452,597,122,178,44
2022,21,Barajas,2,Aeropuerto,212,689,42,63,86,45,31,16,13,8
2022,21,Barajas,3,Casco Histórico de Barajas,213,3155,333,341,518,186,84,20,50,16
2022,21,Barajas,4,Timón,214,4462,437,410,612,413,409,72,161,35
2022,21,Barajas,5,Corralejos,215,2611,195,220,289,228,304,64,95,34
2023,1,Centro,1,Palacio,011,11768,1870,2122,2203,352,199,36,151,38
2023,1,Centro,2,Embajadores,012,22794,4085,4682,4510,689,379,81,296,55
2023,1,Centro,3,Cortes,013,5580,982,1080,1127,143,76,14,50,13
2023,1,Centro,4,Justicia,014,9132,1551,1949,1794,243,157,30,108,21
2023,1,Centro,5,Universidad,015,17046,3134,3607,3369,480,282,37,168,46
2023,1,Centro,6,Sol,016,3998,635,835,837,113,37,8,30,12
2023,2,Arganzuela,1,Imperial,021,9720,1008,961,1444,452,421,52,138,27
2023,2,Arganzuela,2,Acacias,022,15624,1724,1381,2072,716,572,98,237,49
2023,2,Arganzuela,3,Chopera,023,8724,986,822,1396,415,307,37,146,21
2023,2,Arganzuela,4,Legazpi,024,7777,837,906,1324,628,613,123,189,45
2023,2,Arganzuela,5,Delicias,025,12142,1406,1322,1920,722,696,96,205,59
2023,2,Arganzuela,6,Palos de la Frontera,026,11762,1568,1607,1992,466,300,66,161,30
2023,2,Arganzuela,7,Atocha,027,743,73,78,146,60,59,18,19,6
2023,3,Retiro,1,Pacífico,031,14847,1589,1368,1963,607,526,90,209,37
2023,3,Retiro,2,Adelfas,032,7959,792,742,1181,449,370,77,142,31
2023,3,Retiro,3,Estrella,033,8720,462,416,683,343,435,156,109,34
2023,3,Retiro,4,Ibiza,034,9378,1031,896,1129,414,395,104,158,39
2023,3,Retiro,5,Los Jerónimos,035,2744,203,257,298,90,102,39,36,12
2023,3,Retiro,6,Niño Jesús,036,5695,365,357,461,248,278,111,87,20
2023,4,Salamanca,1,Recoletos,041,6716,1005,850,805,183,170,66,87,25
2023,4,Salamanca,2,Goya,042,13279,1851,1344,1848,482,406,107,180,41
2023,4,Salamanca,3,Fuente del Berro,043,9345,1167,922,1296,408,357,74,130,27
2023,4,Salamanca,4,Guindalera,044,18143,2177,1754,2484,745,733,204,232,57
2023,4,Salamanca,5,Lista,045,9340,1287,936,1293,313,251,112,130,28
2023,4,Salamanca,6,Castellana,046,7054,983,865,864,168,162,92,71,17
2023,5,Chamartin,1,El Viso,051,6195,553,544,642,232,220,129,72,35
2023,5,Chamartin,2,Prosperidad,052,16211,1875,1543,2226,709,602,133,235,62
2023,5,Chamartin,3,Ciudad Jardín,053,8148,953,821,1169,374,322,82,133,29
2023,5,Chamartin,4,Hispanoamérica,054,12547,1162,1038,1298,595,578,207,210,38
2023,5,Chamartin,5,Nueva España,055,9275,991,868,916,400,450,241,148,45
2023,5,Chamartin,6,Castilla,056,6757,609,638,824,287,268,136,88,37
2023,6,Tetuan,1,Bellas Vistas,061,12185,1515,1431,1810,513,346,66,176,36
2023,6,Tetuan,2,Cuatro Caminos,062,15324,1987,1792,2106,568,487,126,203,45
2023,6,Tetuan,3,Castillejos,063,9525,1350,1222,1371,347,275,60,109,35
2023,6,Tetuan,4,Almenara,064,9560,1032,1134,1487,400,289,75,197,29
2023,6,Tetuan,5,Valdeacederas,065,11061,1418,1438,1909,593,312,55,214,42
2023,6,Tetuan,6,Berruguete,066,10656,1398,1323,1718,463,330,56,202,35
2023,7,Chamberi,1,Gaztambide,071,10610,1457,1234,1386,389,315,82,102,28
2023,7,Chamberi,2,Arapiles,072,11347,1563,1314,1631,437,354,82,147,40
2023,7,Chamberi,3,Trafalgar,073,11905,1914,1700,1875,432,355,75,174,46
2023,7,Chamberi,4,Almagro,074,8109,1000,933,1019,267,258,91,108,35
2023,7,Chamberi,5,Ríos Rosas,075,12253,1682,1361,1661,499,451,117,176,43
2023,7,Chamberi,6,Vallehermoso,076,8443,935,775,895,278,361,116,90,26
2023,8,Fuencarral-El Pardo,1,El Pardo,081,1316,91,107,129,67,69,14,24,13
2023,8,Fuencarral-El Pardo,2,Fuentelarreina,082,1158,58,45,58,29,47,67,14,14
2023,8,Fuencarral-El Pardo,3,Peñagrande,083,17370,1089,1035,1717,849,864,226,342,82
2023,8,Fuencarral-El Pardo,4,Pilar,084,19653,1600,1445,2459,872,716,107,319,53
2023,8,Fuencarral-El Pardo,5,La Paz,085,12517,487,484,827,465,602,157,156,44
2023,8,Fuencarral-El Pardo,6,Valverde,086,23483,1795,2124,2987,1944,2434,620,821,257
2023,8,Fuencarral-El Pardo,7,Mirasierra,087,11425,587,641,915,705,1111,628,306,106
2023,8,Fuencarral-El Pardo,8,El Goloso,088,5965,479,533,597,689,994,353,325,112
2023,9,Moncloa-Aravaca,1,Casa de Campo,091,5615,497,596,750,252,213,22,102,13
2023,9,Moncloa-Aravaca,2,Argüelles,092,10711,1282,1345,1516,383,340,91,137,37
2023,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,6277,467,569,621,240,306,99,99,32
2023,9,Moncloa-Aravaca,4,Valdezarza,094,12715,1018,1011,1486,687,562,102,287,52
2023,9,Moncloa-Aravaca,5,Valdemarín,095,2078,132,176,152,100,183,112,74,30
2023,9,Moncloa-Aravaca,6,El Plantío,096,953,47,55,71,40,73,40,18,8
2023,9,Moncloa-Aravaca,7,Aravaca,097,8930,511,518,740,488,577,287,235,63
2023,10,Latina,1,Los Cármenes,101,6760,492,597,929,346,230,66,146,17
2023,10,Latina,2,Puerta del Angel,102,18239,2000,2016,2826,750,454,108,296,43
2023,10,Latina,3,Lucero,103,14396,1091,1195,1624,651,489,95,250,32
2023,10,Latina,4,Aluche,104,27043,1717,1700,2637,1197,882,141,431,68
2023,10,Latina,5,Campamento,105,7505,512,544,833,330,245,72,121,23
2023,10,Latina,6,Cuatro Vientos,106,2342,305,313,327,256,237,33,92,28
2023,10,Latina,7,Águilas,107,20965,1235,1391,2225,1011,779,131,366,61
2023,11,Carabanchel,1,Comillas,111,9679,909,921,1299,461,249,53,185,30
2023,11,Carabanchel,2,Opañel,112,13463,1295,1161,1780,606,351,91,232,34
2023,11,Carabanchel,3,San Isidro,113,15593,1404,1400,2056,774,474,134,307,31
2023,11,Carabanchel,4,Vista Alegre,114,17773,1273,1193,2017,793,502,111,280,44
2023,11,Carabanchel,5,Puerta Bonita,115,12904,944,964,1498,704,446,123,281,27
2023,11,Carabanchel,6,Buenavista,116,17942,1423,1661,2191,1409,1530,214,562,101
2023,11,Carabanchel,7,Abrantes,117,11237,752,716,1242,595,519,106,232,36
2023,12,Usera,1,Orcasitas,121,8512,477,525,890,563,484,82,187,35
2023,12,Usera,2,Orcasur,122,4835,342,397,612,255,211,69,99,15
2023,12,Usera,3,San Fermín,123,8343,513,667,1081,481,355,104,232,33
2023,12,Usera,4,Almendrales,124,8129,639,688,1012,466,354,73,178,29
2023,12,Usera,5,Moscardó,125,9937,750,816,1239,499,263,63,221,19
2023,12,Usera,6,Zofío,126,5107,357,335,650,207,153,37,108,12
2023,12,Usera,7,Pradolongo,127,6095,409,433,703,294,184,50,139,12
2023,13,Puente de Vallecas,1,Entrevías,131,12790,799,951,1427,616,454,156,302,34
2023,13,Puente de Vallecas,2,San Diego,132,16743,1603,1902,2454,864,523,200,471,46
2023,13,Puente de Vallecas,3,Palomeras Bajas,133,15269,1167,1144,1930,706,478,120,319,42
2023,13,Puente de Vallecas,4,Palomeras Sureste,134,16410,1095,1264,2193,859,728,125,372,56
2023,13,Puente de Vallecas,5,Portazgo,135,10941,810,814,1320,536,375,121,238,32
2023,13,Puente de Vallecas,6,Numancia,136,18715,1656,1767,2518,814,497,137,387,50
2023,14,Moratalaz,1,Pavones,141,3298,172,188,388,143,123,19,49,16
2023,14,Moratalaz,2,Horcajo,142,2200,168,141,269,105,114,30,56,10
2023,14,Moratalaz,3,Marroquina,143,10837,653,605,1075,435,363,76,147,29
2023,14,Moratalaz,4,Media Legua,144,7142,513,469,744,263,226,65,133,13
2023,14,Moratalaz,5,Fontarrón,145,6957,469,548,801,342,230,49,134,19
2023,14,Moratalaz,6,Vinateros,146,7244,579,517,808,335,242,25,123,20
2023,15,Ciudad Lineal,1,Ventas,151,20841,1833,1842,2882,910,585,71,306,48
2023,15,Ciudad Lineal,2,Pueblo Nuevo,152,24463,1887,1902,3020,1166,745,129,390,71
2023,15,Ciudad Lineal,3,Quintana,153,10680,1125,1005,1563,482,284,54,162,32
2023,15,Ciudad Lineal,4,La Concepción,154,9241,957,857,1198,447,296,55,180,38
2023,15,Ciudad Lineal,5,San Pascual,155,7838,696,626,938,378,320,65,128,26
2023,15,Ciudad Lineal,6,San Juan Bautista,156,4967,407,414,531,269,311,82,111,27
2023,15,Ciudad Lineal,7,Colina,157,2726,283,256,336,146,138,31,77,20
2023,15,Ciudad Lineal,8,Atalaya,158,604,61,57,58,24,40,15,17,6
2023,15,Ciudad Lineal,9,Costillares,159,8107,532,474,729,341,397,200,151,59
2023,16,Hortaleza,1,Palomas,161,2300,96,126,179,144,192,65,56,22
2023,16,Hortaleza,2,Piovera,162,5025,310,340,512,282,388,134,96,31
2023,16,Hortaleza,3,Canillas,163,16218,1175,1116,1743,775,743,129,291,53
2023,16,Hortaleza,4,Pinar del Rey,164,21565,1569,1545,2480,1080,808,150,445,76
2023,16,Hortaleza,5,Apóstol Santiago,165,5881,349,452,653,252,226,68,96,30
2023,16,Hortaleza,6,Valdefuentes,166,23751,1818,2308,3049,2704,3442,872,947,317
2023,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,16874,1106,1326,2024,910,650,234,379,51
2023,17,Villaverde,2,San Cristóbal,172,5220,264,392,557,207,184,162,122,12
2023,17,Villaverde,3,Butarque,173,7464,541,639,1067,829,761,103,294,42
2023,17,Villaverde,4,Los Rosales,174,13365,795,880,1562,678,507,132,256,31
2023,17,Villaverde,5,Ángeles,175,13423,833,906,1492,702,477,92,283,31
2023,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,15035,1067,1245,1917,941,673,232,399,48
2023,18,Villa de Vallecas,2,Santa Eugenia,182,9075,426,451,939,463,406,60,139,27
2023,18,Villa de Vallecas,3,Ensanche de Vallecas,183,20925,2699,2995,3680,2468,2455,359,943,209
2023,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,13509,888,1028,1645,758,589,176,294,41
2023,19,Vicalvaro,2,Valdebernardo,192,6137,376,362,788,269,228,48,88,25
2023,19,Vicalvaro,3,Valderrivas,193,6328,475,521,818,737,812,79,244,59
2023,19,Vicalvaro,4,El Cañaveral,194,5169,480,816,1269,818,585,82,145,47
2023,20,San Blas-Canillejas,1,Simancas,201,11275,1014,1154,1663,702,475,80,268,52
2023,20,San Blas-Canillejas,2,Hellín,202,3696,225,290,410,205,127,24,83,9
2023,20,San Blas-Canillejas,3,Amposta,203,3471,267,312,404,169,117,33,94,3
2023,20,San Blas-Canillejas,4,Arcos,204,9317,577,739,1158,557,457,84,214,37
2023,20,San Blas-Canillejas,5,Rosas,205,11122,653,647,1295,655,677,81,223,48
2023,20,San Blas-Canillejas,6,Rejas,206,6963,726,892,1035,575,544,88,238,63
2023,20,San Blas-Canillejas,7,Canillejas,207,11156,693,771,1303,560,407,86,215,30
2023,20,San Blas-Canillejas,8,El Salvador,208,4374,309,292,474,213,217,25,68,22
2023,21,Barajas,1,Alameda de Osuna,211,7458,355,378,606,461,564,114,152,39
2023,21,Barajas,2,Aeropuerto,212,702,52,62,85,52,30,13,13,9
2023,21,Barajas,3,Casco Histórico de Barajas,213,3187,352,354,512,185,73,21,55,13
2023,21,Barajas,4,Timón,214,4520,450,397,629,401,419,59,153,37
2023,21,Barajas,5,Corralejos,215,2651,209,218,312,223,277,59,90,33
2024,1,Centro,1,Palacio,011,12415,2130,2408,2279,358,202,37,155,41
2024,1,Centro,2,Embajadores,012,24315,4664,5262,4701,708,382,82,307,53
2024,1,Centro,3,Cortes,013,5968,1198,1224,1116,155,73,14,60,16
2024,1,Centro,4,Justicia,014,9737,1841,2227,1800,240,151,36,114,19
2024,1,Centro,5,Universidad,015,18090,3553,4058,3513,490,278,34,180,46
2024,1,Centro,6,Sol,016,4293,777,945,835,113,40,9,36,19
2024,2,Arganzuela,1,Imperial,021,10011,1102,1088,1454,453,407,52,139,30
2024,2,Arganzuela,2,Acacias,022,16075,1813,1543,2127,720,571,89,240,49
2024,2,Arganzuela,3,Chopera,023,9066,1115,947,1454,438,296,39,144,24
2024,2,Arganzuela,4,Legazpi,024,8077,914,970,1425,617,593,112,202,46
2024,2,Arganzuela,5,Delicias,025,12635,1555,1436,2058,721,680,102,219,54
2024,2,Arganzuela,6,Palos de la Frontera,026,12254,1718,1829,2035,486,297,54,174,29
2024,2,Arganzuela,7,Atocha,027,793,82,77,153,81,54,17,21,6
2024,3,Retiro,1,Pacífico,031,15350,1718,1466,2055,629,538,90,228,60
2024,3,Retiro,2,Adelfas,032,8155,852,789,1250,451,381,84,143,35
2024,3,Retiro,3,Estrella,033,8903,513,490,693,342,455,151,117,38
2024,3,Retiro,4,Ibiza,034,9784,1185,978,1196,446,400,101,161,41
2024,3,Retiro,5,Los Jerónimos,035,2861,252,295,311,99,113,40,35,14
2024,3,Retiro,6,Niño Jesús,036,5872,392,413,494,253,292,113,95,20
2024,4,Salamanca,1,Recoletos,041,7154,1173,985,898,189,167,77,89,33
2024,4,Salamanca,2,Goya,042,14100,2175,1619,1942,503,410,111,197,41
2024,4,Salamanca,3,Fuente del Berro,043,9701,1303,1025,1314,431,352,75,138,28
2024,4,Salamanca,4,Guindalera,044,18907,2416,2050,2560,770,772,199,243,55
2024,4,Salamanca,5,Lista,045,9893,1536,1144,1374,325,254,113,125,25
2024,4,Salamanca,6,Castellana,046,7795,1255,1159,950,186,167,77,91,20
2024,5,Chamartin,1,El Viso,051,6497,668,657,655,230,249,145,76,34
2024,5,Chamartin,2,Prosperidad,052,16895,2108,1731,2289,757,614,130,245,66
2024,5,Chamartin,3,Ciudad Jardín,053,8504,1106,934,1178,399,346,72,142,30
