anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,total_hogares,hog_mujer_sola_16_64,hog_hombre_solo_16_64,hog_dos_adultos_sin_menores,hog_dos_adultos_1_menor,hog_dos_adultos_2_menores,hog_dos_adultos_3mas_menores,hog_mujer_adulta_con_menores,hog_hombre_adulto_con_menores
2019,9,Moncloa-Aravaca,1,Casa de Campo,091,5606,496,544,733,269,212,34,95,15
2019,9,Moncloa-Aravaca,2,Argüelles,092,10401,1244,1199,1380,396,323,99,140,35
2019,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,6140,516,506,625,242,294,97,98,25
2019,9,Moncloa-Aravaca,4,Valdezarza,094,12207,954,869,1340,676,563,96,256,66
2019,9,Moncloa-Aravaca,5,Valdemarín,095,1913,123,141,179,95,176,141,97,27
2019,9,Moncloa-Aravaca,6,El Plantío,096,856,34,47,64,32,64,41,17,12
2019,9,Moncloa-Aravaca,7,Aravaca,097,8527,468,513,722,499,664,324,267,66
2019,10,Latina,1,Los Cármenes,101,6586,482,538,851,364,292,83,149,23
2019,10,Latina,2,Puerta del Angel,102,17487,1790,1754,2389,810,545,109,329,59
2019,10,Latina,3,Lucero,103,14133,984,1057,1478,773,564,100,250,49
2019,10,Latina,4,Aluche,104,26603,1528,1419,2520,1206,968,137,438,65
2019,10,Latina,5,Campamento,105,7401,479,537,799,361,288,95,127,29
2019,10,Latina,6,Cuatro Vientos,106,2193,291,328,282,262,295,44,107,26
2019,10,Latina,7,Águilas,107,20814,1196,1305,2082,1105,919,125,388,54
2019,11,Carabanchel,1,Comillas,111,9528,881,815,1174,464,275,55,187,30
2019,11,Carabanchel,2,Opañel,112,13100,1158,1048,1602,663,424,85,212,36
2019,11,Carabanchel,3,San Isidro,113,15099,1314,1259,1855,816,561,114,321,34
2019,11,Carabanchel,4,Vista Alegre,114,17277,1190,1059,1852,834,569,111,337,52
2019,11,Carabanchel,5,Puerta Bonita,115,12497,881,882,1424,768,575,134,300,31
2019,11,Carabanchel,6,Buenavista,116,17143,1341,1587,1965,1606,1910,259,576,115
2019,11,Carabanchel,7,Abrantes,117,11036,706,694,1165,703,688,144,262,49
2019,12,Usera,1,Orcasitas,121,8436,445,498,868,628,678,103,211,39
2019,12,Usera,2,Orcasur,122,4724,340,382,597,296,235,66,123,21
2019,12,Usera,3,San Fermín,123,8263,492,661,930,629,588,127,269,37
2019,12,Usera,4,Almendrales,124,7646,572,585,874,410,339,74,163,20
2019,12,Usera,5,Moscardó,125,9763,729,718,1135,479,324,66,169,17
2019,12,Usera,6,Zofío,126,4990,308,333,571,258,173,43,108,9
2019,12,Usera,7,Pradolongo,127,5958,378,396,671,297,187,55,121,16
2019,13,Puente de Vallecas,1,Entrevías,131,12686,761,865,1421,643,502,159,259,32
2019,13,Puente de Vallecas,2,San Diego,132,15846,1499,1748,2201,915,549,176,403,45
2019,13,Puente de Vallecas,3,Palomeras Bajas,133,15013,1129,1110,1863,842,615,126,318,36
2019,13,Puente de Vallecas,4,Palomeras Sureste,134,16007,969,1164,1969,969,792,159,378,57
2019,13,Puente de Vallecas,5,Portazgo,135,10797,733,735,1277,568,431,115,228,27
2019,13,Puente de Vallecas,6,Numancia,136,18116,1538,1591,2333,917,611,146,399,38
2019,14,Moratalaz,1,Pavones,141,3283,169,168,346,154,164,33,58,11
2019,14,Moratalaz,2,Horcajo,142,2165,160,158,263,165,199,34,75,14
2019,14,Moratalaz,3,Marroquina,143,10835,659,567,1003,456,404,95,171,36
2019,14,Moratalaz,4,Media Legua,144,7177,484,436,737,296,238,47,124,22
2019,14,Moratalaz,5,Fontarrón,145,6869,439,459,692,343,266,56,125,16
2019,14,Moratalaz,6,Vinateros,146,7218,516,466,701,359,271,37,133,25
2019,15,Ciudad Lineal,1,Ventas,151,19885,1787,1550,2261,985,633,115,343,58
2019,15,Ciudad Lineal,2,Pueblo Nuevo,152,23919,1754,1687,2704,1154,943,145,414,71
2019,15,Ciudad Lineal,3,Quintana,153,10338,1057,888,1295,514,313,54,195,17
2019,15,Ciudad Lineal,4,La Concepción,154,9059,950,770,1063,478,337,65,185,35
2019,15,Ciudad Lineal,5,San Pascual,155,7529,613,538,839,352,352,68,166,30
2019,15,Ciudad Lineal,6,San Juan Bautista,156,4867,399,387,478,291,303,84,139,33
2019,15,Ciudad Lineal,7,Colina,157,2564,267,207,277,135,158,35,76,27
2019,15,Ciudad Lineal,8,Atalaya,158,565,57,46,55,24,22,16,19,3
2019,15,Ciudad Lineal,9,Costillares,159,7932,521,465,729,340,458,205,182,56
2019,16,Hortaleza,1,Palomas,161,2193,95,119,185,154,234,77,71,20
2019,16,Hortaleza,2,Piovera,162,4879,330,334,465,293,394,150,147,25
2019,16,Hortaleza,3,Canillas,163,16012,1105,998,1709,837,777,145,295,55
2019,16,Hortaleza,4,Pinar del Rey,164,21273,1460,1364,2241,1157,921,179,467,75
2019,16,Hortaleza,5,Apóstol Santiago,165,5797,341,423,664,292,241,74,111,23
2019,16,Hortaleza,6,Valdefuentes,166,19945,1692,2117,2506,2324,3047,786,918,307
2019,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,16378,1037,1207,1943,1032,848,221,418,62
2019,17,Villaverde,2,San Cristóbal,172,5116,246,369,506,251,212,140,129,18
2019,17,Villaverde,3,Butarque,173,6609,464,608,852,798,940,135,342,52
2019,17,Villaverde,4,Los Rosales,174,13206,773,849,1506,815,779,133,287,60
2019,17,Villaverde,5,Ángeles,175,12024,609,666,1140,565,424,88,230,26
2019,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,14839,982,1221,1798,1033,899,241,377,53
2019,18,Villa de Vallecas,2,Santa Eugenia,182,8937,434,415,996,477,429,61,148,28
2019,18,Villa de Vallecas,3,Ensanche de Vallecas,183,18461,2537,2978,3129,2525,2377,331,886,207
2019,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,13210,788,885,1511,772,634,196,316,39
2019,19,Vicalvaro,2,Valdebernardo,192,6103,427,425,737,418,379,56,127,26
2019,19,Vicalvaro,3,Valderrivas,193,6304,458,575,711,885,1371,152,323,70
2019,19,Vicalvaro,4,El Cañaveral,194,615,55,108,141,98,80,14,16,2
2019,20,San Blas-Canillejas,1,Simancas,201,10877,946,1003,1457,710,667,110,315,52
2019,20,San Blas-Canillejas,2,Hellín,202,3694,226,261,388,181,142,25,64,6
2019,20,San Blas-Canillejas,3,Amposta,203,3361,221,309,374,197,160,29,90,6
2019,20,San Blas-Canillejas,4,Arcos,204,8976,545,639,1092,605,559,98,197,30
2019,20,San Blas-Canillejas,5,Rosas,205,11061,661,696,1184,891,1081,136,294,58
2019,20,San Blas-Canillejas,6,Rejas,206,6689,658,870,1018,624,665,116,220,57
2019,20,San Blas-Canillejas,7,Canillejas,207,10944,659,730,1203,587,475,79,205,35
2019,20,San Blas-Canillejas,8,El Salvador,208,4294,278,306,420,247,199,30,85,23
2019,21,Barajas,1,Alameda de Osuna,211,7249,346,379,584,463,598,128,181,60
2019,21,Barajas,2,Aeropuerto,212,687,38,79,74,44,43,11,14,5
2019,21,Barajas,3,Casco Histórico de Barajas,213,3119,313,325,498,199,107,23,55,8
2019,21,Barajas,4,Timón,214,4634,468,464,627,490,468,86,206,42
2019,21,Barajas,5,Corralejos,215,2580,192,214,299,247,395,88,112,38
2020,1,Centro,1,Palacio,011,11583,1850,2036,2150,361,238,35,142,32
2020,1,Centro,2,Embajadores,012,22564,3882,4407,4498,699,412,85,295,56
2020,1,Centro,3,Cortes,013,5449,927,1071,1065,152,84,15,63,14
2020,1,Centro,4,Justicia,014,8856,1443,1849,1731,259,167,45,108,23
2020,1,Centro,5,Universidad,015,16913,2985,3406,3385,535,308,51,167,37
2020,1,Centro,6,Sol,016,3822,608,827,734,107,40,10,40,10
2020,2,Arganzuela,1,Imperial,021,9689,1056,902,1389,466,464,63,146,24
2020,2,Arganzuela,2,Acacias,022,15565,1676,1343,2093,717,615,109,251,46
2020,2,Arganzuela,3,Chopera,023,8653,942,772,1301,409,283,36,121,20
2020,2,Arganzuela,4,Legazpi,024,7686,819,874,1359,702,758,140,198,50
2020,2,Arganzuela,5,Delicias,025,11720,1319,1231,1802,756,690,99,205,52
2020,2,Arganzuela,6,Palos de la Frontera,026,11923,1552,1544,2004,480,358,52,172,33
2020,2,Arganzuela,7,Atocha,027,434,38,42,64,29,41,10,10,1
2020,3,Retiro,1,Pacífico,031,14782,1568,1328,1947,644,507,102,215,48
2020,3,Retiro,2,Adelfas,032,7772,779,702,1137,477,417,87,143,40
2020,3,Retiro,3,Estrella,033,8735,432,392,692,321,437,152,108,29
2020,3,Retiro,4,Ibiza,034,9376,1055,807,1104,428,430,108,155,29
2020,3,Retiro,5,Los Jerónimos,035,2785,231,276,280,98,106,33,44,11
2020,3,Retiro,6,Niño Jesús,036,5702,350,317,466,237,290,125,90,22
2020,4,Salamanca,1,Recoletos,041,6693,937,808,795,231,190,72,77,26
2020,4,Salamanca,2,Goya,042,13313,1763,1303,1831,529,450,107,183,46
2020,4,Salamanca,3,Fuente del Berro,043,9345,1157,860,1250,404,356,81,147,21
2020,4,Salamanca,4,Guindalera,044,17851,2093,1676,2295,684,727,196,256,55
2020,4,Salamanca,5,Lista,045,9315,1217,914,1262,357,264,116,138,30
2020,4,Salamanca,6,Castellana,046,6960,943,750,818,201,175,88,73,20
2020,5,Chamartin,1,El Viso,051,6143,526,497,623,214,232,106,72,29
2020,5,Chamartin,2,Prosperidad,052,16066,1788,1505,2088,705,615,138,209,65
2020,5,Chamartin,3,Ciudad Jardín,053,8097,909,785,1118,387,325,75,149,23
2020,5,Chamartin,4,Hispanoamérica,054,12461,1117,973,1343,565,614,247,200,54
2020,5,Chamartin,5,Nueva España,055,9315,955,807,975,408,467,263,158,44
2020,5,Chamartin,6,Castilla,056,6715,597,628,776,265,289,144,84,28
2020,6,Tetuan,1,Bellas Vistas,061,12039,1447,1396,1679,526,346,76,156,36
2020,6,Tetuan,2,Cuatro Caminos,062,15227,1912,1657,2101,558,466,123,202,51
2020,6,Tetuan,3,Castillejos,063,9440,1216,1158,1357,380,241,53,91,22
2020,6,Tetuan,4,Almenara,064,9400,1044,1052,1405,442,267,75,176,27
2020,6,Tetuan,5,Valdeacederas,065,10763,1399,1286,1804,578,350,78,179,30
2020,6,Tetuan,6,Berruguete,066,10437,1280,1204,1625,500,330,63,184,35
2020,7,Chamberi,1,Gaztambide,071,10637,1462,1157,1392,380,307,81,124,26
2020,7,Chamberi,2,Arapiles,072,11359,1571,1255,1639,437,370,90,157,25
2020,7,Chamberi,3,Trafalgar,073,11859,1913,1580,1892,453,350,93,153,28
2020,7,Chamberi,4,Almagro,074,8088,955,937,1000,305,251,89,128,32
2020,7,Chamberi,5,Ríos Rosas,075,12221,1610,1325,1689,487,423,122,189,45
2020,7,Chamberi,6,Vallehermoso,076,8479,943,723,876,288,329,116,98,21
2020,8,Fuencarral-El Pardo,1,El Pardo,081,1320,77,94,140,68,70,12,23,11
2020,8,Fuencarral-El Pardo,2,Fuentelarreina,082,1129,50,48,65,37,54,44,17,8
2020,8,Fuencarral-El Pardo,3,Peñagrande,083,17145,1099,991,1675,801,910,203,354,93
2020,8,Fuencarral-El Pardo,4,Pilar,084,19668,1537,1394,2317,911,698,109,306,31
2020,8,Fuencarral-El Pardo,5,La Paz,085,12585,494,453,917,476,577,130,163,35
2020,8,Fuencarral-El Pardo,6,Valverde,086,23115,1754,2058,2818,2023,2736,774,898,277
2020,8,Fuencarral-El Pardo,7,Mirasierra,087,10898,637,662,913,741,1051,507,356,96
2020,8,Fuencarral-El Pardo,8,El Goloso,088,5790,459,536,587,671,1127,415,358,121
2020,9,Moncloa-Aravaca,1,Casa de Campo,091,5624,486,528,743,279,213,27,94,15
2020,9,Moncloa-Aravaca,2,Argüelles,092,10490,1236,1203,1451,370,329,99,145,38
2020,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,6225,510,547,658,240,300,94,87,26
2020,9,Moncloa-Aravaca,4,Valdezarza,094,12460,973,886,1401,656,585,99,278,54
2020,9,Moncloa-Aravaca,5,Valdemarín,095,1984,138,165,172,107,165,132,93,24
2020,9,Moncloa-Aravaca,6,El Plantío,096,872,35,47,71,36,61,31,18,11
2020,9,Moncloa-Aravaca,7,Aravaca,097,8706,471,500,789,512,678,320,244,66
2020,10,Latina,1,Los Cármenes,101,6644,466,549,866,351,267,76,150,33
2020,10,Latina,2,Puerta del Angel,102,17587,1795,1751,2446,799,501,107,293,49
2020,10,Latina,3,Lucero,103,14243,1007,1070,1504,728,567,108,244,44
2020,10,Latina,4,Aluche,104,26836,1558,1527,2475,1183,929,142,404,68
2020,10,Latina,5,Campamento,105,7481,500,544,780,356,290,80,121,26
2020,10,Latina,6,Cuatro Vientos,106,2223,289,317,283,250,305,38,111,23
2020,10,Latina,7,Águilas,107,20876,1203,1278,2075,1121,898,121,353,52
2020,11,Carabanchel,1,Comillas,111,9633,844,832,1201,451,304,52,177,22
2020,11,Carabanchel,2,Opañel,112,13211,1165,1068,1624,632,407,83,221,40
2020,11,Carabanchel,3,San Isidro,113,15312,1351,1257,1903,800,557,125,280,38
2020,11,Carabanchel,4,Vista Alegre,114,17496,1187,1058,1875,818,562,119,297,44
2020,11,Carabanchel,5,Puerta Bonita,115,12701,892,897,1443,738,528,143,287,32
2020,11,Carabanchel,6,Buenavista,116,17395,1354,1565,2056,1559,1835,255,564,111
2020,11,Carabanchel,7,Abrantes,117,11175,735,732,1116,642,670,138,247,45
2020,12,Usera,1,Orcasitas,121,8437,446,488,822,622,647,93,192,33
2020,12,Usera,2,Orcasur,122,4768,322,376,622,291,225,64,117,23
2020,12,Usera,3,San Fermín,123,8316,491,640,944,586,529,125,248,52
2020,12,Usera,4,Almendrales,124,7710,582,582,878,407,343,64,143,23
2020,12,Usera,5,Moscardó,125,9881,723,719,1184,430,308,60,177,18
2020,12,Usera,6,Zofío,126,5049,327,336,581,237,176,44,101,7
2020,12,Usera,7,Pradolongo,127,6028,396,412,657,302,168,56,118,11
2020,13,Puente de Vallecas,1,Entrevías,131,12801,740,861,1399,655,484,147,269,36
2020,13,Puente de Vallecas,2,San Diego,132,16135,1492,1766,2275,861,539,176,377,40
2020,13,Puente de Vallecas,3,Palomeras Bajas,133,15164,1143,1120,1854,769,592,118,309,45
2020,13,Puente de Vallecas,4,Palomeras Sureste,134,16112,976,1162,2032,923,788,142,359,61
2020,13,Puente de Vallecas,5,Portazgo,135,10881,728,743,1312,568,412,113,212,32
2020,13,Puente de Vallecas,6,Numancia,136,18308,1522,1632,2390,881,545,145,366,49
2020,14,Moratalaz,1,Pavones,141,3294,160,158,348,153,152,24,52,10
2020,14,Moratalaz,2,Horcajo,142,2195,161,138,257,152,179,32,71,13
2020,14,Moratalaz,3,Marroquina,143,10901,655,581,1051,447,373,83,172,32
2020,14,Moratalaz,4,Media Legua,144,7210,480,430,768,306,237,54,133,23
2020,14,Moratalaz,5,Fontarrón,145,6938,443,464,730,309,246,47,144,16
2020,14,Moratalaz,6,Vinateros,146,7287,545,478,709,383,250,38,134,27
2020,15,Ciudad Lineal,1,Ventas,151,20069,1818,1573,2345,986,612,112,330,48
2020,15,Ciudad Lineal,2,Pueblo Nuevo,152,24185,1775,1668,2812,1110,908,132,400,88
2020,15,Ciudad Lineal,3,Quintana,153,10460,1056,890,1419,482,311,53,189,22
2020,15,Ciudad Lineal,4,La Concepción,154,9207,953,805,1131,474,334,64,186,36
2020,15,Ciudad Lineal,5,San Pascual,155,7545,637,534,843,357,337,80,155,30
2020,15,Ciudad Lineal,6,San Juan Bautista,156,4939,394,401,497,273,315,82,130,31
2020,15,Ciudad Lineal,7,Colina,157,2640,278,231,275,149,153,33,81,20
2020,15,Ciudad Lineal,8,Atalaya,158,573,52,50,60,28,27,11,22,3
2020,15,Ciudad Lineal,9,Costillares,159,8011,497,487,718,353,440,194,173,56
2020,16,Hortaleza,1,Palomas,161,2219,108,121,175,150,211,78,64,20
2020,16,Hortaleza,2,Piovera,162,4914,337,321,491,279,389,147,141,24
2020,16,Hortaleza,3,Canillas,163,16155,1093,1018,1726,825,788,139,279,53
2020,16,Hortaleza,4,Pinar del Rey,164,21446,1480,1383,2305,1134,872,181,466,65
2020,16,Hortaleza,5,Apóstol Santiago,165,5835,342,443,670,288,225,70,104,18
2020,16,Hortaleza,6,Valdefuentes,166,21182,1781,2106,2706,2516,3232,803,919,313
2020,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,16586,1047,1234,1950,1008,811,216,362,53
2020,17,Villaverde,2,San Cristóbal,172,5198,252,364,499,256,194,145,111,14
2020,17,Villaverde,3,Butarque,173,6967,482,632,976,802,921,143,341,47
2020,17,Villaverde,4,Los Rosales,174,13277,771,867,1517,705,701,149,256,59
2020,17,Villaverde,5,Ángeles,175,12384,638,728,1204,599,424,92,245,29
2020,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,14957,991,1224,1812,1016,807,237,366,48
2020,18,Villa de Vallecas,2,Santa Eugenia,182,9063,409,417,994,483,440,64,133,31
2020,18,Villa de Vallecas,3,Ensanche de Vallecas,183,19407,2594,2993,3354,2548,2505,351,890,208
2020,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,13375,803,910,1516,768,631,200,298,41
2020,19,Vicalvaro,2,Valdebernardo,192,6136,405,411,745,391,309,56,119,25
2020,19,Vicalvaro,3,Valderrivas,193,6335,447,572,746,865,1283,138,310,63
2020,19,Vicalvaro,4,El Cañaveral,194,975,88,184,213,158,125,17,27,6
2020,20,San Blas-Canillejas,1,Simancas,201,11063,974,1042,1510,669,638,108,284,49
2020,20,San Blas-Canillejas,2,Hellín,202,3721,234,275,381,192,145,27,67,7
2020,20,San Blas-Canillejas,3,Amposta,203,3408,237,310,375,188,134,29,92,9
2020,20,San Blas-Canillejas,4,Arcos,204,9033,529,662,1084,574,519,86,201,27
2020,20,San Blas-Canillejas,5,Rosas,205,11138,636,693,1233,815,942,117,276,58
2020,20,San Blas-Canillejas,6,Rejas,206,6844,687,860,1065,625,632,111,236,57
2020,20,San Blas-Canillejas,7,Canillejas,207,11011,655,724,1253,563,477,87,206,27
2020,20,San Blas-Canillejas,8,El Salvador,208,4347,289,292,442,236,197,35,84,15
2020,21,Barajas,1,Alameda de Osuna,211,7366,340,365,569,479,616,133,184,52
2020,21,Barajas,2,Aeropuerto,212,705,35,82,84,46,34,11,16,6
2020,21,Barajas,3,Casco Histórico de Barajas,213,3175,316,326,518,188,105,20,60,10
2020,21,Barajas,4,Timón,214,4755,458,461,650,504,481,90,194,42
2020,21,Barajas,5,Corralejos,215,2605,180,199,309,251,382,81,102,38
2021,1,Centro,1,Palacio,011,11613,1813,2064,2163,350,229,32,147,36
2021,1,Centro,2,Embajadores,012,22614,3869,4408,4536,707,399,70,305,54
2021,1,Centro,3,Cortes,013,5488,937,1061,1066,157,85,17,60,11
2021,1,Centro,4,Justicia,014,8927,1438,1843,1794,269,153,33,108,21
2021,1,Centro,5,Universidad,015,16967,2958,3443,3381,499,300,40,185,44
2021,1,Centro,6,Sol,016,3895,613,817,767,116,33,8,43,8
2021,2,Arganzuela,1,Imperial,021,9628,1036,918,1375,459,447,58,139,21
2021,2,Arganzuela,2,Acacias,022,15474,1687,1282,2073,707,570,118,239,56
2021,2,Arganzuela,3,Chopera,023,8626,953,775,1276,420,278,40,112,15
2021,2,Arganzuela,4,Legazpi,024,7603,813,862,1305,664,682,134,191,45
2021,2,Arganzuela,5,Delicias,025,11826,1300,1286,1793,750,731,92,210,46
2021,2,Arganzuela,6,Palos de la Frontera,026,11802,1517,1561,2040,469,340,58,179,29
2021,2,Arganzuela,7,Atocha,027,520,48,53,78,45,51,15,9,3
2021,3,Retiro,1,Pacífico,031,14625,1504,1322,1922,606,492,96,205,45
2021,3,Retiro,2,Adelfas,032,7774,763,723,1111,462,390,85,143,33
2021,3,Retiro,3,Estrella,033,8722,426,418,692,333,429,164,110,28
2021,3,Retiro,4,Ibiza,034,9304,1048,821,1150,434,394,101,157,31
2021,3,Retiro,5,Los Jerónimos,035,2776,245,260,290,90,108,35,40,11
2021,3,Retiro,6,Niño Jesús,036,5679,344,348,451,236,290,124,82,17
2021,4,Salamanca,1,Recoletos,041,6619,941,820,766,222,193,67,88,29
2021,4,Salamanca,2,Goya,042,13145,1749,1318,1813,524,416,104,174,40
2021,4,Salamanca,3,Fuente del Berro,043,9266,1176,850,1233,405,350,69,138,21
2021,4,Salamanca,4,Guindalera,044,17813,2092,1685,2315,713,705,181,259,56
2021,4,Salamanca,5,Lista,045,9211,1249,885,1208,333,266,106,138,27
2021,4,Salamanca,6,Castellana,046,6947,931,782,800,196,160,82,83,17
2021,5,Chamartin,1,El Viso,051,6146,543,498,617,213,229,107,74,28
2021,5,Chamartin,2,Prosperidad,052,15906,1748,1480,2062,698,628,154,231,66
2021,5,Chamartin,3,Ciudad Jardín,053,8056,911,817,1064,397,334,75,134,18
2021,5,Chamartin,4,Hispanoamérica,054,12406,1134,971,1331,581,584,221,196,40
2021,5,Chamartin,5,Nueva España,055,9223,938,793,921,395,464,252,160,37
2021,5,Chamartin,6,Castilla,056,6676,607,607,786,255,282,133,86,29
2021,6,Tetuan,1,Bellas Vistas,061,11967,1404,1381,1736,527,347,71,172,34
2021,6,Tetuan,2,Cuatro Caminos,062,15146,1893,1680,2087,562,505,118,193,54
2021,6,Tetuan,3,Castillejos,063,9367,1217,1143,1355,365,250,58,100,30
2021,6,Tetuan,4,Almenara,064,9375,1005,1080,1465,426,275,69,177,30
2021,6,Tetuan,5,Valdeacederas,065,10795,1371,1323,1797,589,334,81,183,29
2021,6,Tetuan,6,Berruguete,066,10423,1303,1233,1605,481,327,55,187,33
2021,7,Chamberi,1,Gaztambide,071,10528,1451,1163,1376,350,316,86,118,18
2021,7,Chamberi,2,Arapiles,072,11203,1516,1227,1617,432,361,76,152,35
2021,7,Chamberi,3,Trafalgar,073,11704,1866,1556,1848,419,361,83,169,41
2021,7,Chamberi,4,Almagro,074,8011,933,927,972,282,248,82,138,39
2021,7,Chamberi,5,Ríos Rosas,075,12082,1570,1315,1628,464,426,123,181,48
2021,7,Chamberi,6,Vallehermoso,076,8408,921,721,889,264,347,107,98,30
2021,8,Fuencarral-El Pardo,1,El Pardo,081,1315,77,104,128,64,72,12,29,14
2021,8,Fuencarral-El Pardo,2,Fuentelarreina,082,1135,59,44,56,29,46,49,15,9
2021,8,Fuencarral-El Pardo,3,Peñagrande,083,17118,1085,1014,1648,813,859,194,348,93
2021,8,Fuencarral-El Pardo,4,Pilar,084,19496,1514,1430,2303,901,696,110,300,45
2021,8,Fuencarral-El Pardo,5,La Paz,085,12522,490,454,901,451,591,127,161,36
2021,8,Fuencarral-El Pardo,6,Valverde,086,22939,1714,2066,2716,1965,2671,726,863,273
2021,8,Fuencarral-El Pardo,7,Mirasierra,087,11038,598,631,904,717,1053,559,335,95
2021,8,Fuencarral-El Pardo,8,El Goloso,088,5845,477,531,603,672,1080,381,347,117
2021,9,Moncloa-Aravaca,1,Casa de Campo,091,5588,459,567,740,248,208,25,98,16
2021,9,Moncloa-Aravaca,2,Argüelles,092,10411,1206,1206,1406,394,322,97,144,36
2021,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,6193,500,520,636,240,302,85,102,33
2021,9,Moncloa-Aravaca,4,Valdezarza,094,12508,973,911,1460,683,569,103,270,53
2021,9,Moncloa-Aravaca,5,Valdemarín,095,1986,131,172,162,98,174,115,86,23
2021,9,Moncloa-Aravaca,6,El Plantío,096,905,45,51,76,36,64,32,16,9
2021,9,Moncloa-Aravaca,7,Aravaca,097,8770,479,492,779,509,617,301,245,55
2021,10,Latina,1,Los Cármenes,101,6629,502,556,861,334,244,65,137,21
2021,10,Latina,2,Puerta del Angel,102,17566,1800,1799,2510,778,502,98,290,52
2021,10,Latina,3,Lucero,103,14237,1014,1104,1539,700,535,104,236,40
2021,10,Latina,4,Aluche,104,26839,1576,1553,2553,1191,911,146,402,65
2021,10,Latina,5,Campamento,105,7428,494,527,799,355,261,70,114,29
2021,10,Latina,6,Cuatro Vientos,106,2213,280,294,298,250,292,35,100,26
2021,10,Latina,7,Águilas,107,20844,1189,1337,2105,1106,863,112,368,50
2021,11,Carabanchel,1,Comillas,111,9617,887,871,1223,457,279,56,174,26
2021,11,Carabanchel,2,Opañel,112,13209,1185,1077,1653,597,400,89,217,36
2021,11,Carabanchel,3,San Isidro,113,15311,1380,1310,1934,812,522,128,298,36
2021,11,Carabanchel,4,Vista Alegre,114,17469,1230,1096,1882,789,529,103,295,43
2021,11,Carabanchel,5,Puerta Bonita,115,12708,898,919,1473,722,477,133,282,30
2021,11,Carabanchel,6,Buenavista,116,17437,1353,1561,2090,1515,1722,250,557,98
2021,11,Carabanchel,7,Abrantes,117,11120,744,730,1135,606,608,118,243,38
2021,12,Usera,1,Orcasitas,121,8437,464,502,814,585,595,90,194,35
2021,12,Usera,2,Orcasur,122,4772,323,391,632,273,217,63,103,19
2021,12,Usera,3,San Fermín,123,8296,506,629,969,581,466,110,234,42
2021,12,Usera,4,Almendrales,124,7907,575,597,947,478,347,57,165,17
2021,12,Usera,5,Moscardó,125,9808,739,745,1194,445,290,67,180,15
2021,12,Usera,6,Zofío,126,5049,325,345,607,220,161,43,111,8
2021,12,Usera,7,Pradolongo,127,6016,392,414,648,323,158,51,122,12
2021,13,Puente de Vallecas,1,Entrevías,131,12749,757,861,1423,630,473,143,261,44
2021,13,Puente de Vallecas,2,San Diego,132,16125,1489,1767,2289,836,541,173,376,39
2021,13,Puente de Vallecas,3,Palomeras Bajas,133,15130,1159,1104,1870,746,558,116,314,49
2021,13,Puente de Vallecas,4,Palomeras Sureste,134,16074,1032,1172,2026,899,754,140,332,51
2021,13,Puente de Vallecas,5,Portazgo,135,10842,733,782,1299,545,389,109,224,28
2021,13,Puente de Vallecas,6,Numancia,136,18371,1571,1667,2436,886,527,140,374,50
2021,14,Moratalaz,1,Pavones,141,3300,172,171,346,159,138,23,53,11
2021,14,Moratalaz,2,Horcajo,142,2181,160,130,263,127,147,30,65,14
2021,14,Moratalaz,3,Marroquina,143,10815,653,567,1038,438,363,78,166,31
2021,14,Moratalaz,4,Media Legua,144,7163,492,431,724,305,224,51,137,23
2021,14,Moratalaz,5,Fontarrón,145,6899,454,495,757,320,248,46,145,16
2021,14,Moratalaz,6,Vinateros,146,7215,556,482,750,359,267,35,120,21
2021,15,Ciudad Lineal,1,Ventas,151,19993,1852,1591,2332,973,627,95,339,50
2021,15,Ciudad Lineal,2,Pueblo Nuevo,152,24178,1820,1735,2845,1127,872,119,397,70
2021,15,Ciudad Lineal,3,Quintana,153,10367,1063,932,1405,491,304,38,168,22
2021,15,Ciudad Lineal,4,La Concepción,154,9088,948,783,1124,454,335,57,169,41
2021,15,Ciudad Lineal,5,San Pascual,155,7509,621,543,853,359,299,77,149,34
2021,15,Ciudad Lineal,6,San Juan Bautista,156,4903,389,410,495,264,309,83,126,28
2021,15,Ciudad Lineal,7,Colina,157,2602,260,229,289,155,131,36,76,22
2021,15,Ciudad Lineal,8,Atalaya,158,579,53,52,58,30,26,12,16,3
2021,15,Ciudad Lineal,9,Costillares,159,8006,505,468,713,348,422,197,170,54
2021,16,Hortaleza,1,Palomas,161,2246,102,119,184,153,183,78,51,21
2021,16,Hortaleza,2,Piovera,162,4882,320,327,476,273,394,145,123,19
2021,16,Hortaleza,3,Canillas,163,16129,1098,1036,1736,792,763,135,281,54
2021,16,Hortaleza,4,Pinar del Rey,164,21422,1507,1408,2377,1094,871,168,457,67
2021,16,Hortaleza,5,Apóstol Santiago,165,5827,350,435,660,271,229,62,93,23
