anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,pct_hog_monoparental,pct_hog_dos_adultos_sin_menores,renta_colectiva_barrio,poblacion_total_barrio,tasa_transacciones_vivienda,densidad,tamano_hogar,envejecimiento,sobreenvejecimiento,pct_uso_vivienda,n_locales_activos_total,pct_comercio_menor,pct_turismo_alojamiento,pct_bares_restaurantes,pct_inmobiliarias,pct_arte_recreo_ocio,tasa_entradas_totales,tasa_salidas_totales,intensidad_inversion_real_distrito,share_gasto_real_urbanismo,share_gasto_real_mantenimiento_urbano,share_gasto_real_medio_ambiente,share_gasto_real_cultura,pct_poblacion_idh_alto_distrito,zonas_verdes_significativas_m2_per_capita_distrito,paradas_red_centro,n_estaciones_metro,distancia_centro_lineal_m,tasa_paro,sin_estacion_propia,pct_pob_25_39,pct_extranjeros_ue_ocde,nivel_estudios_superiores_pct,renta_neta_media_persona,pct_hog_unipersonal_bajo65,precio_vivienda_declarado_barrio
2017,1,Centro,1,Palacio,011,0.01986044015029522,0.17507604222580067,12.942529756394194,22449,0.01046817230166154,152.07,1.999731615673647,0.1878495056591956,0.3534174803524649,0.02914903620122238,1702,0.31433607520564044,0.01586368977673325,0.3354876615746181,0.00705052878965922,0.02408930669800235,0.14183259833400153,0.11207626174885296,89.79469158271534,0.08756190282102473,0.01113371521181388,0.0926196267594944,0.12794571231052015,0.16230822873082287,0.8911175217870683,1,4,834.2994999607662,8.2,0,0.2725288431555971,0.0895629222028363,0.39896890946393815,18254,0.3455895509035606,4178.57
2017,1,Centro,2,Embajadores,012,0.01852956015227262,0.18593771499334957,12.506834733938586,44793,0.02190074341973076,431.74,2.0469660138513244,0.14535066099036523,0.3809156775088639,0.03185204212689442,2957,0.4883327696990193,0.00676361176868447,0.15623943185661143,0.00304362529590801,0.01487994589110585,0.16866474672381843,0.1370526644788248,89.79469158271534,0.08756190282102473,0.01113371521181388,0.0926196267594944,0.12794571231052015,0.16230822873082287,0.8911175217870683,1,7,913.3760035725892,9.05,0,0.32873440046435826,0.08554783777727984,0.32875368007850836,13454,0.36953630234371415,3538.13
2017,1,Centro,3,Cortes,013,0.01775804661487236,0.1831298557158713,13.125567817798904,10557,0.02728047740835464,177.76,1.9461709211986704,0.16852010265183917,0.3547659334461365,0.00746825989544436,1153,0.29314830875975717,0.0372940156114484,0.3599306157849089,0.00520381613183,0.03382480485689505,0.15364213318177514,0.12077294685990338,89.79469158271534,0.08756190282102473,0.01113371521181388,0.0926196267594944,0.12794571231052015,0.16230822873082287,0.8911175217870683,1,1,710.3835020983723,7.59,0,0.3010324902908023,0.12147134302822923,0.4383124036131306,19431,0.390677025527192,4201.77
2017,1,Centro,4,Justicia,014,0.01979604079184163,0.17888422315536892,13.834643069426468,16443,0.02463054187192118,221.45,1.964487102579484,0.1656284353242946,0.36172566371681414,0.00296003946719289,1872,0.45085470085470086,0.01014957264957265,0.26175213675213677,0.00213675213675213,0.01655982905982906,0.15909505564677978,0.11932129173508484,89.79469158271534,0.08756190282102473,0.01113371521181388,0.0926196267594944,0.12794571231052015,0.16230822873082287,0.8911175217870683,2,3,971.4253672516414,6.62,0,0.3014656692817612,0.10327348235006718,0.4670278078728783,21570,0.39028194361127777,5245.82
2017,1,Centro,5,Universidad,015,0.01801744445151843,0.1808111033297256,13.881622117212531,30810,0.02187601428107757,323.93,1.955115553574838,0.16741020547722166,0.37191207936199183,0.0368711233631978,2323,0.37236332328885063,0.01162290142057684,0.26259147653895826,0.00516573396470081,0.02410675850193715,0.15819539110678352,0.12495942875689713,89.79469158271534,0.08756190282102473,0.01113371521181388,0.0926196267594944,0.12794571231052015,0.16230822873082287,0.8911175217870683,2,6,952.231102999974,7.21,0,0.3180785459266472,0.09329512520759384,0.39982428664196495,16869,0.3801489781626027,4191.85
2017,1,Centro,6,Sol,016,0.01379310344827586,0.1816976127320955,12.966084864507158,7366,0.01724137931034482,164.85,1.9472148541114065,0.16836943195749896,0.3252427184466019,5.88235294117647e-4,1564,0.460997442455243,0.02493606138107416,0.2928388746803069,6.393861892583121e-4,0.01854219948849105,0.1577518327450448,0.13317947325549823,89.79469158271534,0.08756190282102473,0.01113371521181388,0.0926196267594944,0.12794571231052015,0.16230822873082287,0.8911175217870683,0,7,0,7.93,0,0.30654357860439857,0.1373109930527176,0.3912492073557387,16600,0.3944297082228117,4184.44
2017,2,Arganzuela,1,Imperial,021,0.02070479974903273,0.1442016103733138,11.88470604972909,22708,0.00858728201514884,234.02,2.3680853288716865,0.20617327563366597,0.36388948382951386,0.01901565995525727,727,0.3218707015130674,0.00550206327372764,0.14442916093535077,0.03026134800550206,0.02751031636863823,0.08327461687511009,0.06750924784217016,32.22325632996567,0.0742465338687163,0.05689759831073329,0.01058236378991303,0.19004065243960372,0.07874181554963314,2.9435899455790353,6,0,1701.7017735258637,7.11,1,0.20477364805354945,0.02949748299920515,0.3522075055187638,18632,0.2099759489699885,2879.02
2017,2,Arganzuela,2,Acacias,022,0.01848706558662137,0.131695845309642,12.139119226776794,36756,0.00179562520404831,341.57,2.3951528612490405,0.21344606573026045,0.31753130590339895,0.01379811183732752,1160,0.3310344827586207,8.620689655172414e-4,0.1353448275862069,0.00775862068965517,0.02672413793103448,0.07966046359777995,0.06891391881597562,32.22325632996567,0.0742465338687163,0.05689759831073329,0.01058236378991303,0.19004065243960372,0.07874181554963314,2.9435899455790353,4,2,1817.5812482709264,6.75,0,0.21770595276961585,0.02596481658257193,0.3630786958584694,19323,0.19898092500653253,3373.74
2017,2,Arganzuela,3,Chopera,023,0.01839325976029429,0.1375341165302005,10.770476470777384,19831,0.01321163834400685,348.09,2.3453186187255137,0.23401133373810967,0.3982702702702703,0.02564102564102564,723,0.4149377593360996,0.00276625172890733,0.1355463347164592,0.00414937759336099,0.02351313969571231,0.12041752811255106,0.10332308002622158,32.22325632996567,0.0742465338687163,0.05689759831073329,0.01058236378991303,0.19004065243960372,0.07874181554963314,2.9435899455790353,5,1,2545.0185470969996,8.09,0,0.23972568201300992,0.02954867435741753,0.23695638876995537,14244,0.18986590720303784,2872.11
2017,2,Arganzuela,4,Legazpi,024,0.03504261940197537,0.17927208767419836,12.887200384289237,18944,0.00496199324324324,133.89,2.562305506697339,0.07793853627626994,0.27235772357723576,0.02554744525547445,431,0.2529002320185615,0,0.18561484918793503,0.00696055684454756,0.03016241299303944,0.0961254222972973,0.07838893581081081,32.22325632996567,0.0742465338687163,0.05689759831073329,0.01058236378991303,0.19004065243960372,0.07874181554963314,2.9435899455790353,5,1,3482.1731601336073,5.08,0,0.23675042229729729,0.02898933361495406,0.4492859758330282,20054,0.2344743607089704,3629.01
2017,2,Arganzuela,5,Delicias,025,0.02533976326172731,0.15203857957036387,11.932510709920802,27318,0.01661907899553408,258.5,2.390442788250778,0.16681949895462714,0.3577396657871592,0.00744680851063829,777,0.3770913770913771,0.00128700128700128,0.16344916344916344,0.01158301158301158,0.009009009009009,0.1121238743685482,0.09272274690680138,32.22325632996567,0.0742465338687163,0.05689759831073329,0.01058236378991303,0.19004065243960372,0.07874181554963314,2.9435899455790353,4,2,2594.8560961675425,6.85,0,0.2329965590453181,0.03363532993434325,0.34758276899924756,17282,0.2244629548443665,3225.75
2017,2,Arganzuela,6,Palos de la Frontera,026,0.01476901940580456,0.16125708397733127,11.797288359664238,25663,0.01211861434750418,394.48,2.196462304653954,0.20347928068803753,0.3921229586935639,0.01597869507323568,1294,0.34234930448222567,0.00463678516228748,0.1530139103554869,0.01081916537867078,0.01313755795981453,0.13162919378092974,0.10598916728363791,32.22325632996567,0.0742465338687163,0.05689759831073329,0.01058236378991303,0.19004065243960372,0.07874181554963314,2.9435899455790353,3,1,1750.053657056307,7.59,0,0.2596734598449129,0.04155590304925723,0.3260675109458123,16276,0.2616348961016658,2869.62
2017,2,Arganzuela,7,Atocha,027,0.04523809523809524,0.14047619047619048,9.653465346534654,1111,0.0036003600360036,15.07,2.6404761904761895,0.09377817853922452,0.2596153846153846,0,148,0.2635135135135135,0,0.16891891891891891,0.00675675675675675,0.00675675675675675,0.0855085508550855,0.05130513051305131,32.22325632996567,0.0742465338687163,0.05689759831073329,0.01058236378991303,0.19004065243960372,0.07874181554963314,2.9435899455790353,4,2,2733.93717430477,8.41,0,0.171017101710171,0.02073940486925157,0.24607329842931935,14061,0.21428571428571427,3057.871111111111
2017,3,Retiro,1,Pacífico,031,0.02131304824561403,0.12952302631578946,11.799564857167857,33732,0.01105774931815486,443.51,2.3046189692982373,0.24270718724910048,0.3620436167605979,0.0081081081081081,1202,0.454242928452579,0,0.129783693843594,0.0108153078202995,0.01414309484193011,0.09276058342226966,0.08022056207755247,37.19068265418641,0.1958573573037004,0.03245903518937865,0.02943375864060756,0.08360125201280062,0.06040534611360491,1.1717073088610368,5,2,2621.775098928446,6.16,0,0.20828886517253647,0.03024175562758333,0.367389399912396,18839,0.19558662280701755,3257.04
2017,3,Retiro,2,Adelfas,032,0.02090032154340836,0.13866559485530547,11.59357248516625,18160,0.0138215859030837,283.23,2.4315380493033185,0.2012232078902419,0.3231106243154436,0.00196463654223968,401,0.3167082294264339,0.00748129675810473,0.114713216957606,0.01246882793017456,0.0199501246882793,0.10044052863436125,0.0808920704845815,37.19068265418641,0.1958573573037004,0.03245903518937865,0.02943375864060756,0.08360125201280062,0.06040534611360491,1.1717073088610368,6,1,3369.1505563810074,6.76,0,0.21723568281938327,0.02578654471320733,0.3628281705792471,18991,0.2020364415862808,3176.69
2017,3,Retiro,3,Estrella,033,0.01558320734969182,0.07896267007791603,10.60434872114438,23230,0.00770555316401205,225.86,2.693685312245618,0.2999611449294133,0.2989349453080023,0.01024590163934426,410,0.35365853658536583,0.0048780487804878,0.1024390243902439,0.00975609756097561,0.01463414634146341,0.06896254842875592,0.05824365045200172,37.19068265418641,0.1958573573037004,0.03245903518937865,0.02943375864060756,0.08360125201280062,0.06040534611360491,1.1717073088610368,7,0,3330.247447548994,5.61,1,0.17382694791218253,0.01666450805163407,0.432364028002154,22436,0.0993138737062449,3243.35
