distrito,barrio_registrado,seccion,fecha_alta,procedencia,fecha_baja,destino,fecha_modificacion,barrio_antiguo,observaciones
5,52,21,19880701,NA,NA,NA,NA,NA,NA
5,52,22,19880701,NA,NA,NA,NA,NA,NA
5,52,23,19880701,NA,NA,NA,NA,NA,NA
5,52,24,19880701,NA,NA,NA,NA,NA,NA
5,52,25,19880701,NA,NA,NA,NA,NA,NA
5,52,26,19880701,NA,NA,NA,NA,NA,NA
5,52,27,19880701,NA,NA,NA,NA,NA,NA
5,52,28,19880701,NA,NA,NA,NA,NA,NA
5,52,29,19880701,NA,NA,NA,NA,NA,NA
5,52,30,19880701,NA,NA,NA,NA,NA,NA
5,52,31,19880701,NA,NA,NA,NA,NA,NA
5,52,32,19880701,NA,NA,NA,NA,NA,NA
5,52,33,19880701,NA,NA,NA,NA,NA,NA
5,52,34,19880701,NA,NA,NA,NA,NA,NA
5,52,35,19880701,NA,NA,NA,NA,NA,NA
5,52,36,19880701,NA,NA,NA,NA,NA,NA
5,52,37,19880701,NA,NA,NA,NA,NA,NA
5,52,95,19880701,NA,NA,NA,NA,NA,NA
5,52,99,19940101,037,NA,NA,NA,NA,NA
5,52,102,19991201,095,NA,NA,NA,NA,NA
5,53,38,19880701,NA,NA,NA,NA,NA,NA
5,53,39,19880701,NA,NA,NA,NA,NA,NA
5,53,40,19880701,NA,NA,NA,NA,NA,NA
5,53,41,19880701,NA,NA,NA,NA,NA,NA
5,53,42,19880701,NA,NA,NA,NA,NA,NA
5,53,43,19880701,NA,NA,NA,NA,NA,NA
5,53,44,19880701,NA,NA,NA,NA,NA,NA
5,53,45,19880701,NA,NA,NA,NA,NA,NA
5,53,46,19880701,NA,NA,NA,NA,NA,NA
5,53,47,19880701,NA,NA,NA,NA,NA,NA
5,53,48,19880701,NA,NA,NA,NA,NA,NA
5,53,49,19880701,NA,NA,NA,NA,NA,NA
5,53,96,19880701,NA,NA,NA,NA,NA,NA
5,54,50,19880701,NA,19991201,058,NA,NA,NA
5,54,51,19880701,NA,NA,NA,NA,NA,NA
5,54,52,19880701,NA,NA,NA,NA,NA,NA
5,54,53,19880701,NA,NA,NA,NA,NA,NA
5,54,54,19880701,NA,NA,NA,NA,NA,NA
5,54,55,19880701,NA,NA,NA,NA,NA,NA
5,54,56,19880701,NA,NA,NA,NA,NA,NA
5,54,57,19880701,NA,NA,NA,NA,NA,NA
5,54,58,19880701,NA,NA,NA,NA,NA,NA
5,54,59,19880701,NA,NA,NA,NA,NA,NA
5,54,60,19880701,NA,NA,NA,NA,NA,NA
5,54,61,19880701,NA,NA,NA,NA,NA,NA
5,54,62,19880701,NA,NA,NA,NA,NA,NA
5,54,63,19880701,NA,NA,NA,NA,NA,NA
5,54,64,19880701,NA,NA,NA,NA,NA,NA
5,54,65,19880701,NA,NA,NA,NA,NA,NA
5,54,66,19880701,NA,NA,NA,NA,NA,NA
5,54,67,19880701,NA,NA,NA,NA,NA,NA
5,54,68,19880701,NA,NA,NA,NA,NA,NA
5,54,69,19880701,NA,NA,NA,NA,NA,NA
5,54,97,19880701,NA,NA,NA,NA,NA,NA
5,54,98,19900101,050,NA,NA,NA,NA,NA
5,55,70,19880701,NA,NA,NA,NA,NA,NA
5,55,71,19880701,NA,20051201,070,NA,NA,NA
5,55,72,19880701,NA,NA,NA,NA,NA,NA
5,55,73,19880701,NA,NA,NA,NA,NA,NA
5,55,74,19880701,NA,NA,NA,NA,NA,NA
5,55,75,19880701,NA,NA,NA,NA,NA,NA
5,55,76,19880701,NA,NA,NA,NA,NA,NA
5,55,77,19880701,NA,NA,NA,NA,NA,NA
5,55,78,19880701,NA,NA,NA,NA,NA,NA
5,55,79,19880701,NA,NA,NA,NA,NA,NA
5,55,80,19880701,NA,NA,NA,NA,NA,NA
5,55,81,19880701,NA,NA,NA,NA,NA,NA
5,55,82,19880701,NA,NA,NA,NA,NA,NA
5,55,83,19880701,NA,NA,NA,NA,NA,NA
5,55,84,19880701,NA,NA,NA,NA,NA,NA
5,56,85,19880701,NA,NA,NA,NA,NA,NA
5,56,86,19880701,NA,NA,NA,NA,NA,NA
5,56,87,19880701,NA,NA,NA,NA,NA,NA
5,56,88,19880701,NA,NA,NA,NA,NA,NA
5,56,89,19880701,NA,NA,NA,NA,NA,NA
5,56,90,19880701,NA,NA,NA,NA,NA,NA
5,56,91,19880701,NA,NA,NA,NA,NA,NA
5,56,92,19880701,NA,NA,NA,NA,NA,NA
5,56,93,19880701,NA,20141001,092,NA,NA,NA
5,56,94,19880701,NA,NA,NA,NA,NA,NA
5,56,100,19940101,085,NA,NA,NA,NA,NA
5,56,101,19940101,094,NA,NA,NA,NA,NA
5,56,103,20171101,101,NA,NA,NA,NA,NA
5,56,104,20171101,094,NA,NA,NA,NA,NA
6,61,1,19880701,NA,NA,NA,NA,NA,NA
6,61,2,19880701,NA,NA,NA,NA,NA,NA
6,61,3,19880701,NA,NA,NA,NA,NA,NA
6,61,4,19880701,NA,NA,NA,NA,NA,NA
6,61,5,19880701,NA,NA,NA,NA,NA,NA
6,61,6,19880701,NA,NA,NA,NA,NA,NA
6,61,7,19880701,NA,NA,NA,NA,NA,NA
6,61,8,19880701,NA,NA,NA,NA,NA,NA
6,61,9,19880701,NA,NA,NA,NA,NA,NA
6,61,10,19880701,NA,NA,NA,NA,NA,NA
6,61,11,19880701,NA,NA,NA,NA,NA,NA
6,61,12,19880701,NA,NA,NA,NA,NA,NA
6,61,13,19880701,NA,NA,NA,NA,NA,NA
6,61,14,19880701,NA,NA,NA,NA,NA,NA
6,61,15,19880701,NA,NA,NA,NA,NA,NA
6,61,16,19880701,NA,NA,NA,NA,NA,NA
6,61,17,19880701,NA,NA,NA,NA,NA,NA
6,61,18,19880701,NA,NA,NA,NA,NA,NA
6,61,19,19880701,NA,NA,NA,NA,NA,NA
6,61,20,19880701,NA,20000701,019,NA,NA,NA
6,61,21,19880701,NA,NA,NA,NA,NA,NA
6,61,22,19880701,NA,20010301,021,NA,NA,NA
6,61,23,19880701,NA,NA,NA,NA,NA,NA
6,61,125,19940101,009,NA,NA,NA,NA,NA
6,62,24,19880701,NA,NA,NA,NA,NA,NA
6,62,25,19880701,NA,NA,NA,NA,NA,NA
6,62,26,19880701,NA,NA,NA,NA,NA,NA
6,62,27,19880701,NA,NA,NA,NA,NA,NA
6,62,28,19880701,NA,NA,NA,NA,NA,NA
6,62,29,19880701,NA,NA,NA,NA,NA,NA
6,62,30,19880701,NA,20061101,028,NA,NA,NA
6,62,31,19880701,NA,NA,NA,NA,NA,NA
6,62,32,19880701,NA,NA,NA,NA,NA,NA
6,62,33,19880701,NA,NA,NA,NA,NA,NA
6,62,34,19880701,NA,NA,NA,NA,NA,NA
6,62,35,19880701,NA,NA,NA,NA,NA,NA
6,62,36,19880701,NA,NA,NA,NA,NA,NA
6,62,37,19880701,NA,NA,NA,NA,NA,NA
6,62,38,19880701,NA,NA,NA,NA,NA,NA
6,62,39,19880701,NA,NA,NA,NA,NA,NA
6,62,40,19880701,NA,NA,NA,NA,NA,NA
6,62,41,19880701,NA,NA,NA,NA,NA,NA
6,62,42,19880701,NA,NA,NA,NA,NA,NA
6,62,43,19880701,NA,NA,NA,NA,NA,NA
6,62,44,19880701,NA,NA,NA,NA,NA,NA
6,62,45,19880701,NA,NA,NA,NA,NA,NA
6,62,46,19880701,NA,NA,NA,NA,NA,NA
6,62,47,19880701,NA,20031101,046,NA,NA,NA
6,62,48,19880701,NA,NA,NA,NA,NA,NA
6,62,49,19880701,NA,NA,NA,NA,NA,NA
6,62,50,19880701,NA,NA,NA,NA,NA,NA
6,62,51,19880701,NA,NA,NA,NA,NA,NA
6,62,52,19880701,NA,NA,NA,NA,NA,NA
6,62,53,19880701,NA,NA,NA,NA,NA,NA
6,62,54,19880701,NA,NA,NA,NA,NA,NA
6,63,55,19880701,NA,19960501,056,NA,NA,NA
6,63,56,19880701,NA,NA,NA,NA,NA,NA
6,63,57,19880701,NA,NA,NA,NA,NA,NA
6,63,58,19880701,NA,NA,NA,NA,NA,NA
6,63,59,19880701,NA,NA,NA,NA,NA,NA
6,63,60,19880701,NA,NA,NA,NA,NA,NA
6,63,61,19880701,NA,NA,NA,NA,NA,NA
6,63,62,19880701,NA,NA,NA,NA,NA,NA
6,63,63,19880701,NA,NA,NA,NA,NA,NA
6,63,64,19880701,NA,NA,NA,NA,NA,NA
6,63,65,19880701,NA,NA,NA,NA,NA,NA
6,63,66,19880701,NA,NA,NA,NA,NA,NA
6,63,67,19880701,NA,NA,NA,NA,NA,NA
6,63,68,19880701,NA,NA,NA,NA,NA,NA
6,63,69,19880701,NA,NA,NA,NA,NA,NA
6,63,70,19880701,NA,NA,NA,NA,NA,NA
6,63,71,19880701,NA,NA,NA,NA,NA,NA
6,64,72,19880701,NA,NA,NA,NA,NA,NA
6,64,73,19880701,NA,NA,NA,NA,NA,NA
6,64,74,19880701,NA,NA,NA,NA,NA,NA
6,64,75,19880701,NA,NA,NA,NA,NA,NA
6,64,76,19880701,NA,NA,NA,NA,NA,NA
6,64,77,19880701,NA,NA,NA,NA,NA,NA
6,64,78,19880701,NA,NA,NA,NA,NA,NA
6,64,79,19880701,NA,NA,NA,NA,NA,NA
6,64,80,19880701,NA,NA,NA,NA,NA,NA
6,64,81,19880701,NA,NA,NA,NA,NA,NA
6,64,82,19880701,NA,19990101,081,NA,NA,NA
6,64,83,19880701,NA,19991201,081,NA,NA,NA
6,64,84,19880701,NA,NA,NA,NA,NA,NA
6,64,85,19880701,NA,NA,NA,NA,NA,NA
6,64,86,19880701,NA,19940101,085,NA,NA,NA
6,64,87,19880701,NA,20031101,073,NA,NA,NA
6,64,88,19880701,NA,20051201,073,NA,NA,NA
6,64,89,19880701,NA,NA,NA,NA,NA,NA
6,64,127,20051201,085,NA,NA,NA,NA,NA
6,64,128,20051201,089,NA,NA,NA,NA,NA
6,64,129,20091101,073,NA,NA,NA,NA,NA
6,65,90,19880701,NA,NA,NA,NA,NA,NA
6,65,91,19880701,NA,NA,NA,NA,NA,NA
6,65,92,19880701,NA,NA,NA,NA,NA,NA
6,65,93,19880701,NA,NA,NA,NA,NA,NA
6,65,94,19880701,NA,NA,NA,NA,NA,NA
6,65,95,19880701,NA,NA,NA,NA,NA,NA
6,65,96,19880701,NA,NA,NA,NA,NA,NA
6,65,97,19880701,NA,NA,NA,NA,NA,NA
6,65,98,19880701,NA,20220601,101,NA,NA,NA
6,65,99,19880701,NA,NA,NA,NA,NA,NA
6,65,100,19880701,NA,19940101,099,NA,NA,NA
6,65,101,19880701,NA,NA,NA,NA,NA,NA
6,65,102,19880701,NA,NA,NA,NA,NA,NA
6,65,103,19880701,NA,NA,NA,NA,NA,NA
6,65,104,19880701,NA,NA,NA,NA,NA,NA
6,65,105,19880701,NA,NA,NA,NA,NA,NA
6,65,106,19880701,NA,NA,NA,NA,NA,NA
6,65,107,19880701,NA,NA,NA,NA,NA,NA
6,65,126,19960501,092,NA,NA,NA,NA,NA
6,66,108,19880701,NA,NA,NA,NA,NA,NA
6,66,109,19880701,NA,NA,NA,NA,NA,NA
6,66,110,19880701,NA,NA,NA,NA,NA,NA
6,66,111,19880701,NA,NA,NA,NA,NA,NA
6,66,112,19880701,NA,NA,NA,NA,NA,NA
6,66,113,19880701,NA,NA,NA,NA,NA,NA
6,66,114,19880701,NA,NA,NA,NA,NA,NA
6,66,115,19880701,NA,NA,NA,NA,NA,NA
6,66,116,19880701,NA,NA,NA,NA,NA,NA
6,66,117,19880701,NA,NA,NA,NA,NA,NA
6,66,118,19880701,NA,NA,NA,NA,NA,NA
6,66,119,19880701,NA,NA,NA,NA,NA,NA
6,66,120,19880701,NA,NA,NA,NA,NA,NA
6,66,121,19880701,NA,NA,NA,NA,NA,NA
6,66,122,19880701,NA,NA,NA,NA,NA,NA
6,66,123,19880701,NA,NA,NA,NA,NA,NA
6,66,124,19880701,NA,NA,NA,NA,NA,NA
7,71,1,19880701,NA,NA,NA,NA,NA,NA
7,71,2,19880701,NA,NA,NA,NA,NA,NA
7,71,3,19880701,NA,NA,NA,NA,NA,NA
7,71,4,19880701,NA,NA,NA,NA,NA,NA
7,71,5,19880701,NA,20220601,004,NA,NA,NA
7,71,6,19880701,NA,NA,NA,NA,NA,NA
7,71,7,19880701,NA,NA,NA,NA,NA,NA
7,71,8,19880701,NA,NA,NA,NA,NA,NA
7,71,9,19880701,NA,NA,NA,NA,NA,NA
7,71,10,19880701,NA,NA,NA,NA,NA,NA
7,71,11,19880701,NA,NA,NA,NA,NA,NA
7,71,12,19880701,NA,NA,NA,NA,NA,NA
7,71,13,19880701,NA,NA,NA,NA,NA,NA
7,71,14,19880701,NA,NA,NA,NA,NA,NA
7,71,15,19880701,NA,20120701,016,NA,NA,NA
7,71,16,19880701,NA,NA,NA,NA,NA,NA
7,71,17,19880701,NA,NA,NA,NA,NA,NA
7,71,18,19880701,NA,NA,NA,NA,NA,NA
7,71,19,19880701,NA,NA,NA,NA,NA,NA
7,71,20,19880701,NA,20101001,021,NA,NA,NA
7,71,21,19880701,NA,NA,NA,NA,NA,NA
7,71,22,19880701,NA,20061101,018,NA,NA,NA
7,71,23,19880701,NA,NA,NA,NA,NA,NA
7,72,24,19880701,NA,NA,NA,NA,NA,NA
7,72,25,19880701,NA,NA,NA,NA,NA,NA
7,72,26,19880701,NA,NA,NA,NA,NA,NA
7,72,27,19880701,NA,19940101,026 y 028,NA,NA,NA
7,72,28,19880701,NA,NA,NA,NA,NA,NA
7,72,29,19880701,NA,20101001,026,NA,NA,NA
7,72,30,19880701,NA,NA,NA,NA,NA,NA
7,72,31,19880701,NA,NA,NA,NA,NA,NA
7,72,32,19880701,NA,NA,NA,NA,NA,NA
7,72,33,19880701,NA,19960501,032,NA,NA,NA
7,72,34,19880701,NA,NA,NA,NA,NA,NA
7,72,35,19880701,NA,NA,NA,NA,NA,NA
7,72,36,19880701,NA,NA,NA,NA,NA,NA
7,72,37,19880701,NA,20051201,036,NA,NA,NA
7,72,38,19880701,NA,NA,NA,NA,NA,NA
7,72,39,19880701,NA,NA,NA,NA,NA,NA
7,72,40,19880701,NA,NA,NA,NA,NA,NA
7,72,41,19880701,NA,NA,NA,NA,NA,NA
7,72,42,19880701,NA,NA,NA,NA,NA,NA
7,72,43,19880701,NA,NA,NA,NA,NA,NA
7,72,44,19880701,NA,NA,NA,NA,NA,NA
7,72,45,19880701,NA,NA,NA,NA,NA,NA
7,72,46,19880701,NA,NA,NA,NA,NA,NA
7,72,47,19880701,NA,NA,NA,NA,NA,NA
7,72,48,19880701,NA,NA,NA,NA,NA,NA
7,72,49,19880701,NA,NA,NA,NA,NA,NA
7,73,50,19880701,NA,NA,NA,NA,NA,NA
7,73,51,19880701,NA,NA,NA,NA,NA,NA
7,73,52,19880701,NA,NA,NA,NA,NA,NA
7,73,53,19880701,NA,NA,NA,NA,NA,NA
7,73,54,19880701,NA,20051201,053,NA,NA,NA
7,73,55,19880701,NA,NA,NA,NA,NA,NA
7,73,56,19880701,NA,NA,NA,NA,NA,NA
7,73,57,19880701,NA,NA,NA,NA,NA,NA
7,73,58,19880701,NA,NA,NA,NA,NA,NA
7,73,59,19880701,NA,NA,NA,NA,NA,NA
7,73,60,19880701,NA,NA,NA,NA,NA,NA
7,73,61,19880701,NA,NA,NA,NA,NA,NA
7,73,62,19880701,NA,NA,NA,NA,NA,NA
7,73,63,19880701,NA,NA,NA,NA,NA,NA
7,73,64,19880701,NA,NA,NA,NA,NA,NA
7,73,65,19880701,NA,NA,NA,NA,NA,NA
7,73,66,19880701,NA,NA,NA,NA,NA,NA
7,73,67,19880701,NA,NA,NA,NA,NA,NA
7,73,68,19880701,NA,NA,NA,NA,NA,NA
7,73,69,19880701,NA,NA,NA,NA,NA,NA
7,73,70,19880701,NA,NA,NA,NA,NA,NA
7,73,71,19880701,NA,NA,NA,NA,NA,NA
7,73,72,19880701,NA,NA,NA,NA,NA,NA
7,73,73,19880701,NA,NA,NA,NA,NA,NA
7,73,74,19880701,NA,20061101,072,NA,NA,NA
7,74,75,19880701,NA,NA,NA,NA,NA,NA
7,74,76,19880701,NA,NA,NA,NA,NA,NA
7,74,77,19880701,NA,19990101,081,NA,NA,NA
7,74,78,19880701,NA,NA,NA,NA,NA,NA
7,74,79,19880701,NA,NA,NA,NA,NA,NA
7,74,80,19880701,NA,NA,NA,NA,NA,NA
7,74,81,19880701,NA,NA,NA,NA,NA,NA
7,74,82,19880701,NA,NA,NA,NA,NA,NA
7,74,83,19880701,NA,NA,NA,NA,NA,NA
7,74,84,19880701,NA,NA,NA,NA,NA,NA
7,74,85,19880701,NA,NA,NA,NA,NA,NA
7,74,86,19880701,NA,NA,NA,NA,NA,NA
7,74,87,19880701,NA,NA,NA,NA,NA,NA
7,74,88,19880701,NA,NA,NA,NA,NA,NA
7,74,89,19880701,NA,NA,NA,NA,NA,NA
7,74,90,19880701,NA,NA,NA,NA,NA,NA
7,74,91,19880701,NA,NA,NA,NA,NA,NA
7,74,92,19880701,NA,NA,NA,NA,NA,NA
7,74,93,19880701,NA,NA,NA,NA,NA,NA
7,75,94,19880701,NA,NA,NA,NA,NA,NA
7,75,95,19880701,NA,NA,NA,NA,NA,NA
7,75,96,19880701,NA,NA,NA,NA,NA,NA
7,75,97,19880701,NA,NA,NA,NA,NA,NA
7,75,98,19880701,NA,NA,NA,NA,NA,NA
7,75,99,19880701,NA,NA,NA,NA,NA,NA
7,75,100,19880701,NA,NA,NA,NA,NA,NA
7,75,101,19880701,NA,NA,NA,NA,NA,NA
7,75,102,19880701,NA,NA,NA,NA,NA,NA
7,75,103,19880701,NA,NA,NA,NA,NA,NA
7,75,104,19880701,NA,20120701,102,NA,NA,NA
7,75,105,19880701,NA,NA,NA,NA,NA,NA
7,75,106,19880701,NA,NA,NA,NA,NA,NA
7,75,107,19880701,NA,NA,NA,NA,NA,NA
7,75,108,19880701,NA,NA,NA,NA,NA,NA
7,75,109,19880701,NA,NA,NA,NA,NA,NA
7,75,110,19880701,NA,NA,NA,NA,NA,NA
7,75,111,19880701,NA,NA,NA,NA,NA,NA
7,75,112,19880701,NA,20171101,113,NA,NA,NA
7,75,113,19880701,NA,NA,NA,NA,NA,NA
7,75,114,19880701,NA,NA,NA,NA,NA,NA
7,75,115,19880701,NA,NA,NA,NA,NA,NA
7,75,116,19880701,NA,NA,NA,NA,NA,NA
7,75,117,19880701,NA,NA,NA,NA,NA,NA
7,76,118,19880701,NA,NA,NA,NA,NA,NA
7,76,119,19880701,NA,NA,NA,NA,NA,NA
7,76,120,19880701,NA,NA,NA,NA,NA,NA
7,76,121,19880701,NA,NA,NA,NA,NA,NA
7,76,122,19880701,NA,NA,NA,NA,NA,NA
7,76,123,19880701,NA,NA,NA,NA,NA,NA
7,76,124,19880701,NA,NA,NA,NA,NA,NA
7,76,125,19880701,NA,NA,NA,NA,NA,NA
7,76,126,19880701,NA,NA,NA,NA,NA,NA
7,76,127,19880701,NA,NA,NA,NA,NA,NA
7,76,128,19880701,NA,NA,NA,NA,NA,NA
7,76,129,19880701,NA,NA,NA,NA,NA,NA
7,76,130,19880701,NA,NA,NA,NA,NA,NA
7,76,131,19880701,NA,NA,NA,NA,NA,NA
7,76,132,19880701,NA,NA,NA,NA,NA,NA
7,76,133,19880701,NA,NA,NA,NA,NA,NA
7,76,134,19880701,NA,20220601,120,NA,NA,NA
7,76,135,19880701,NA,NA,NA,NA,NA,NA
8,81,1,19880701,NA,NA,NA,NA,NA,NA
8,81,2,19880701,NA,NA,NA,NA,NA,NA
8,81,3,19880701,NA,NA,NA,NA,NA,NA
8,81,4,19880701,NA,NA,NA,NA,NA,NA
8,82,5,19880701,NA,NA,NA,NA,NA,NA
8,82,6,19880701,NA,NA,NA,NA,NA,NA
8,82,7,19880701,NA,NA,NA,NA,NA,NA
8,83,8,19880701,NA,NA,NA,NA,NA,NA
8,83,9,19880701,NA,NA,NA,NA,NA,NA
8,83,10,19880701,NA,NA,NA,NA,NA,NA
8,83,11,19880701,NA,NA,NA,NA,NA,NA
8,83,12,19880701,NA,NA,NA,NA,NA,NA
8,83,13,19880701,NA,NA,NA,NA,NA,NA
8,83,14,19880701,NA,NA,NA,NA,NA,NA
8,83,15,19880701,NA,NA,NA,NA,NA,NA
8,83,16,19880701,NA,NA,NA,NA,NA,NA
8,83,17,19880701,NA,NA,NA,NA,NA,NA
8,83,18,19880701,NA,NA,NA,NA,NA,NA
8,83,19,19880701,NA,NA,NA,NA,NA,NA
8,83,20,19880701,NA,NA,NA,NA,NA,NA
8,83,21,19880701,NA,NA,NA,NA,NA,NA
8,83,22,19880701,NA,NA,NA,NA,NA,NA
8,83,23,19880701,NA,NA,NA,NA,NA,NA
8,83,24,19880701,NA,NA,NA,NA,NA,NA
8,83,25,19880701,NA,NA,NA,NA,NA,NA
8,83,26,19880701,NA,NA,NA,NA,NA,NA
8,83,27,19880701,NA,NA,NA,NA,NA,NA
8,83,28,19880701,NA,NA,NA,NA,NA,NA
8,83,29,19880701,NA,NA,NA,NA,NA,NA
8,83,49,19880701,NA,NA,NA,NA,NA,NA
8,83,50,19880701,NA,NA,NA,NA,NA,NA
8,83,51,19880701,NA,NA,NA,NA,NA,NA
8,83,52,19880701,NA,NA,NA,NA,NA,NA
8,83,140,19880701,NA,NA,NA,NA,NA,NA
8,83,141,19880701,NA,NA,NA,NA,NA,NA
8,83,142,19880701,NA,NA,NA,NA,NA,NA
8,83,143,19900101,013,NA,NA,NA,NA,NA
8,83,145,19940101,143,NA,NA,NA,NA,NA
8,83,148,19940101,051,NA,NA,NA,NA,NA
8,83,149,19940101,024,NA,NA,NA,NA,NA
8,83,151,19960501,015,NA,NA,NA,NA,NA
8,83,157,19991201,051,NA,NA,NA,NA,NA
8,83,182,20171101,013,NA,NA,NA,NA,NA
8,84,30,19880701,NA,NA,NA,NA,NA,NA
8,84,31,19880701,NA,NA,NA,NA,NA,NA
8,84,32,19880701,NA,NA,NA,NA,NA,NA
8,84,33,19880701,NA,NA,NA,NA,NA,NA
8,84,34,19880701,NA,NA,NA,NA,NA,NA
8,84,45,19880701,NA,NA,NA,NA,NA,NA
8,84,46,19880701,NA,NA,NA,NA,NA,NA
8,84,47,19880701,NA,NA,NA,NA,NA,NA
8,84,48,19880701,NA,NA,NA,NA,NA,NA
8,84,53,19880701,NA,NA,NA,NA,NA,NA
8,84,54,19880701,NA,NA,NA,NA,NA,NA
8,84,55,19880701,NA,NA,NA,NA,NA,NA
8,84,56,19880701,NA,NA,NA,NA,NA,NA
8,84,57,19880701,NA,NA,NA,NA,NA,NA
8,84,58,19880701,NA,NA,NA,NA,NA,NA
8,84,59,19880701,NA,NA,NA,NA,NA,NA
8,84,60,19880701,NA,NA,NA,NA,NA,NA
8,84,61,19880701,NA,NA,NA,NA,NA,NA
8,84,62,19880701,NA,NA,NA,NA,NA,NA
8,84,63,19880701,NA,NA,NA,NA,NA,NA
8,84,64,19880701,NA,NA,NA,NA,NA,NA
8,84,65,19880701,NA,NA,NA,NA,NA,NA
8,84,66,19880701,NA,NA,NA,NA,NA,NA
8,84,67,19880701,NA,NA,NA,NA,NA,NA
8,84,68,19880701,NA,NA,NA,NA,NA,NA
8,84,69,19880701,NA,NA,NA,NA,NA,NA
8,84,70,19880701,NA,19900101,067,NA,NA,NA
8,84,71,19880701,NA,NA,NA,NA,NA,NA
8,84,72,19880701,NA,NA,NA,NA,NA,NA
8,84,73,19880701,NA,NA,NA,NA,NA,NA
8,84,74,19880701,NA,NA,NA,NA,NA,NA
8,84,75,19880701,NA,NA,NA,NA,NA,NA
8,84,76,19880701,NA,NA,NA,NA,NA,NA
8,84,77,19880701,NA,NA,NA,NA,NA,NA
8,84,78,19880701,NA,NA,NA,NA,NA,NA
8,84,79,19880701,NA,NA,NA,NA,NA,NA
8,84,80,19880701,NA,NA,NA,NA,NA,NA
8,84,81,19880701,NA,NA,NA,NA,NA,NA
8,84,82,19880701,NA,NA,NA,NA,NA,NA
8,84,83,19880701,NA,NA,NA,NA,NA,NA
8,84,84,19880701,NA,NA,NA,NA,NA,NA
8,84,85,19880701,NA,NA,NA,NA,NA,NA
8,84,86,19880701,NA,NA,NA,NA,NA,NA
8,84,87,19880701,NA,20241015,088,NA,NA,NA
8,84,88,19880701,NA,NA,NA,NA,NA,NA
8,84,89,19880701,NA,NA,NA,NA,NA,NA
8,85,35,19880701,NA,NA,NA,NA,NA,NA
8,85,36,19880701,NA,NA,NA,NA,NA,NA
8,85,37,19880701,NA,NA,NA,NA,NA,NA
8,85,38,19880701,NA,NA,NA,NA,NA,NA
8,85,39,19880701,NA,NA,NA,NA,NA,NA
8,85,40,19880701,NA,NA,NA,NA,NA,NA
8,85,41,19880701,NA,NA,NA,NA,NA,NA
8,85,42,19880701,NA,NA,NA,NA,NA,NA
8,85,43,19880701,NA,NA,NA,NA,NA,NA
8,85,44,19880701,NA,NA,NA,NA,NA,NA
8,85,90,19880701,NA,NA,NA,NA,NA,NA
8,85,91,19880701,NA,NA,NA,NA,NA,NA
8,85,92,19880701,NA,NA,NA,NA,NA,NA
8,85,93,19880701,NA,NA,NA,NA,NA,NA
8,85,94,19880701,NA,NA,NA,NA,NA,NA
8,85,95,19880701,NA,NA,NA,NA,NA,NA
8,85,96,19880701,NA,NA,NA,NA,NA,NA
8,85,97,19880701,NA,NA,NA,NA,NA,NA
8,85,98,19880701,NA,NA,NA,NA,NA,NA
8,85,99,19880701,NA,NA,NA,NA,NA,NA
8,85,100,19880701,NA,NA,NA,NA,NA,NA
8,85,101,19880701,NA,19900101,100,NA,NA,NA
8,85,102,19880701,NA,NA,NA,NA,NA,NA
8,85,103,19880701,NA,NA,NA,NA,NA,NA
8,85,144,19940101,035,NA,NA,NA,NA,NA
8,85,146,19940101,041,NA,NA,NA,NA,NA
8,85,150,19940101,100,NA,NA,NA,NA,NA
8,86,104,19880701,NA,NA,NA,NA,NA,NA
8,86,105,19880701,NA,NA,NA,NA,NA,NA
8,86,106,19880701,NA,NA,NA,NA,NA,NA
8,86,107,19880701,NA,NA,NA,NA,NA,NA
8,86,108,19880701,NA,NA,NA,NA,NA,NA
8,86,109,19880701,NA,NA,NA,NA,NA,NA
8,86,110,19880701,NA,NA,NA,NA,NA,NA
8,86,111,19880701,NA,NA,NA,NA,NA,NA
8,86,112,19880701,NA,NA,NA,NA,NA,NA
8,86,113,19880701,NA,NA,NA,NA,NA,NA
8,86,114,19880701,NA,NA,NA,NA,NA,NA
8,86,115,19880701,NA,NA,NA,NA,NA,NA
8,86,116,19880701,NA,NA,NA,NA,NA,NA
8,86,117,19880701,NA,NA,NA,NA,NA,NA
8,86,118,19880701,NA,20051201,119,NA,NA,NA
8,86,119,19880701,NA,NA,NA,NA,NA,NA
8,86,120,19880701,NA,NA,NA,NA,NA,NA
8,86,121,19880701,NA,NA,NA,NA,NA,NA
8,86,122,19880701,NA,NA,NA,NA,NA,NA
8,86,123,19880701,NA,NA,NA,NA,NA,NA
8,86,124,19880701,NA,NA,NA,NA,NA,NA
8,86,125,19880701,NA,NA,NA,NA,NA,NA
8,86,126,19880701,NA,NA,NA,NA,NA,NA
8,86,127,19880701,NA,19991201,112,NA,NA,NA
8,86,128,19880701,NA,NA,NA,NA,NA,NA
8,86,153,19990101,128,NA,NA,NA,NA,NA
8,86,159,20010301,128,NA,NA,NA,NA,NA
8,86,160,20051201,128,NA,NA,NA,NA,NA
8,86,161,20051201,128,NA,NA,NA,NA,NA
8,86,162,20051201,153,NA,NA,NA,NA,NA
8,86,166,20061101,161,NA,NA,NA,NA,NA
8,86,167,20070901,160,NA,NA,NA,NA,NA
8,86,168,20070901,161,NA,NA,NA,NA,NA
8,86,170,20081101,160,NA,NA,NA,NA,NA
